method,LOC,Cyclomatic,FanIn,FanOut,Loop
"org.apache.avro.specific.SpecificData.createFixed(Object, Schema)",5,3,2,6,0
"org.apache.avro.specific.SpecificData.newRecord(Object, Schema)",5,3,2,6,0
"org.apache.avro.generic.GenericData.setStringType(Schema, StringType)",4,2,8,1,0
org.apache.avro.generic.GenericData.get(),1,1,22,1,0
org.apache.avro.generic.GenericData.GenericData(),1,1,0,1,0
"org.apache.avro.generic.GenericData.validate(Schema, Object)",44,26,20,21,4
org.apache.avro.generic.GenericData.toString(Object),5,1,5,4,0
"org.apache.avro.generic.GenericData.toString(Object, StringBuilder)",52,13,3,21,4
"org.apache.avro.generic.GenericData.writeEscapedString(String, StringBuilder)",41,12,3,7,2
org.apache.avro.generic.GenericData.induce(Object),45,21,11,14,2
"org.apache.avro.generic.GenericData.setField(Object, String, int, Object)",3,1,5,1,0
"org.apache.avro.generic.GenericData.getField(Object, String, int)",3,1,8,2,0
"org.apache.avro.generic.GenericData.getRecordState(Object, Schema)",1,1,2,1,0
"org.apache.avro.generic.GenericData.setField(Object, String, int, Object, Object)",3,1,5,1,0
"org.apache.avro.generic.GenericData.getField(Object, String, int, Object)",3,1,5,2,0
"org.apache.avro.generic.GenericData.resolveUnion(Schema, Object)",9,3,5,4,1
"org.apache.avro.generic.GenericData.instanceOf(Schema, Object)",26,18,16,15,0
org.apache.avro.generic.GenericData.isArray(Object),3,1,2,1,0
org.apache.avro.generic.GenericData.isRecord(Object),3,1,6,1,0
org.apache.avro.generic.GenericData.getRecordSchema(Object),3,1,5,2,0
org.apache.avro.generic.GenericData.isEnum(Object),3,1,3,1,0
org.apache.avro.generic.GenericData.getEnumSchema(Object),3,1,3,2,0
org.apache.avro.generic.GenericData.isMap(Object),3,1,2,1,0
org.apache.avro.generic.GenericData.isFixed(Object),3,1,2,1,0
org.apache.avro.generic.GenericData.getFixedSchema(Object),3,1,2,2,0
org.apache.avro.generic.GenericData.isString(Object),3,1,3,1,0
org.apache.avro.generic.GenericData.isBytes(Object),3,1,4,1,0
"org.apache.avro.generic.GenericData.hashCode(Object, Schema)",30,12,18,17,2
"org.apache.avro.generic.GenericData.hashCodeAdd(int, Object, Schema)",3,1,4,2,0
"org.apache.avro.generic.GenericData.compare(Object, Object, Schema)",3,1,11,2,0
"org.apache.avro.generic.GenericData.compare(Object, Object, Schema, boolean)",49,22,16,22,2
"org.apache.avro.generic.GenericData.deepCopy(Schema, Object)",76,23,22,31,4
"org.apache.avro.generic.GenericData.createFixed(Object, Schema)",6,2,6,3,0
"org.apache.avro.generic.GenericData.createFixed(Object, byte[], Schema)",5,1,4,5,0
"org.apache.avro.generic.GenericData.newRecord(Object, Schema)",8,3,5,2,0
"org.apache.avro.mapred.AvroMapper.map(IN, AvroCollector<OUT>, Reporter)",4,1,3,1,0
org.apache.avro.mapred.AvroMapper.close(),2,1,1,0,0
org.apache.avro.mapred.AvroMapper.configure(JobConf),2,1,1,0,0
org.apache.avro.mapred.AvroCollector.collect(T),1,1,8,0,0
org.apache.avro.file.SeekableFileInput.SeekableFileInput(File),1,1,7,2,0
org.apache.avro.file.SeekableFileInput.SeekableFileInput(FileDescriptor),1,1,2,2,0
org.apache.avro.file.SeekableFileInput.seek(long),1,1,2,2,0
org.apache.avro.file.SeekableFileInput.tell(),1,1,1,3,0
org.apache.avro.file.SeekableFileInput.length(),1,1,1,3,0
"org.apache.avro.file.LengthLimitedInputStream.LengthLimitedInputStream(InputStream, long)",4,1,4,3,0
org.apache.avro.file.LengthLimitedInputStream.read(),10,3,1,3,0
org.apache.avro.file.LengthLimitedInputStream.read(byte[]),3,1,2,2,0
org.apache.avro.file.LengthLimitedInputStream.remainingInt(),3,1,4,2,0
"org.apache.avro.file.LengthLimitedInputStream.read(byte[], int, int)",13,4,5,4,0
org.apache.avro.file.LengthLimitedInputStream.available(),3,1,0,4,0
org.apache.avro.file.LengthLimitedInputStream.skip(long),5,1,2,4,0
org.apache.avro.mapred.tether.TetherKeySerialization.accept(Class<?>),3,1,1,2,0
org.apache.avro.mapred.tether.TetherKeySerialization.getDeserializer(Class<TetherData>),3,1,0,1,0
org.apache.avro.mapred.tether.TetherKeySerialization.getSerializer(Class<TetherData>),3,1,0,1,0
org.apache.avro.io.BinaryEncoder.writeNull(),1,1,0,0,0
org.apache.avro.io.BinaryEncoder.writeString(Utf8),3,1,1,3,0
org.apache.avro.io.BinaryEncoder.writeString(String),9,2,3,5,0
org.apache.avro.io.BinaryEncoder.writeBytes(ByteBuffer),6,1,2,5,0
"org.apache.avro.io.BinaryEncoder.writeBytes(byte[], int, int)",8,2,5,3,0
org.apache.avro.io.BinaryEncoder.writeEnum(int),3,1,1,1,0
org.apache.avro.io.BinaryEncoder.writeArrayStart(),1,1,0,0,0
org.apache.avro.io.BinaryEncoder.setItemCount(long),5,2,2,1,0
org.apache.avro.io.BinaryEncoder.startItem(),1,1,1,0,0
org.apache.avro.io.BinaryEncoder.writeArrayEnd(),3,1,0,1,0
org.apache.avro.io.BinaryEncoder.writeMapStart(),1,1,1,0,0
org.apache.avro.io.BinaryEncoder.writeMapEnd(),3,1,1,1,0
org.apache.avro.io.BinaryEncoder.writeIndex(int),3,1,1,1,0
org.apache.avro.io.BinaryEncoder.writeZero(),1,1,4,0,0
org.apache.avro.io.BinaryEncoder.bytesBuffered(),1,1,2,1,0
org.apache.avro.io.BinaryDecoder.getBufferAccessor(),3,1,2,2,0
org.apache.avro.io.BinaryDecoder.BinaryDecoder(),2,1,1,1,0
"org.apache.avro.io.BinaryDecoder.BinaryDecoder(InputStream, int)",4,1,3,2,0
"org.apache.avro.io.BinaryDecoder.BinaryDecoder(byte[], int, int)",4,1,7,2,0
"org.apache.avro.io.BinaryDecoder.configure(InputStream, int)",4,1,4,3,0
"org.apache.avro.io.BinaryDecoder.configure(byte[], int, int)",5,1,9,3,0
"org.apache.avro.io.BinaryDecoder.configureSource(int, ByteSource)",7,2,5,3,0
org.apache.avro.io.BinaryDecoder.readNull(),2,1,0,0,0
org.apache.avro.io.BinaryDecoder.readBoolean(),11,3,6,5,0
org.apache.avro.io.BinaryDecoder.readInt(),30,7,10,5,0
org.apache.avro.io.BinaryDecoder.readLong(),33,6,7,5,0
org.apache.avro.io.BinaryDecoder.innerLongDecode(long),30,7,4,3,0
org.apache.avro.io.BinaryDecoder.readFloat(),11,2,4,5,0
org.apache.avro.io.BinaryDecoder.readDouble(),14,2,3,5,0
org.apache.avro.io.BinaryDecoder.readString(Utf8),9,3,4,6,0
org.apache.avro.io.BinaryDecoder.readString(),3,1,1,3,0
org.apache.avro.io.BinaryDecoder.skipString(),3,1,0,2,0
org.apache.avro.io.BinaryDecoder.readBytes(ByteBuffer),13,2,4,9,0
org.apache.avro.io.BinaryDecoder.skipBytes(),3,1,0,2,0
"org.apache.avro.io.BinaryDecoder.readFixed(byte[], int, int)",3,1,4,1,0
org.apache.avro.io.BinaryDecoder.skipFixed(int),3,1,3,1,0
org.apache.avro.io.BinaryDecoder.readEnum(),3,1,0,2,0
org.apache.avro.io.BinaryDecoder.doSkipBytes(long),10,2,8,3,0
"org.apache.avro.io.BinaryDecoder.doReadBytes(byte[], int, int)",14,2,10,3,0
org.apache.avro.io.BinaryDecoder.doReadItemCount(),8,2,4,2,0
org.apache.avro.io.BinaryDecoder.doSkipItems(),9,2,2,4,1
org.apache.avro.io.BinaryDecoder.readArrayStart(),3,1,0,2,0
org.apache.avro.io.BinaryDecoder.arrayNext(),3,1,0,2,0
org.apache.avro.io.BinaryDecoder.skipArray(),3,1,0,2,0
org.apache.avro.io.BinaryDecoder.readMapStart(),3,1,2,2,0
org.apache.avro.io.BinaryDecoder.mapNext(),3,1,2,2,0
org.apache.avro.io.BinaryDecoder.skipMap(),3,1,0,2,0
org.apache.avro.io.BinaryDecoder.readIndex(),3,1,0,2,0
org.apache.avro.io.BinaryDecoder.isEnd(),16,4,9,5,0
org.apache.avro.io.BinaryDecoder.ensureBounds(int),6,2,10,1,0
org.apache.avro.io.BinaryDecoder.inputStream(),3,1,9,1,0
org.apache.avro.io.DecoderFactory.DecoderFactory(),3,1,0,1,0
org.apache.avro.io.DecoderFactory.defaultFactory(),3,1,0,2,0
org.apache.avro.io.DecoderFactory.get(),3,1,43,1,0
org.apache.avro.io.DecoderFactory.configureDecoderBufferSize(int),8,3,1,2,0
org.apache.avro.io.DecoderFactory.getConfiguredBufferSize(),3,1,1,1,0
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(InputStream, BinaryDecoder)",3,1,4,2,0
"org.apache.avro.io.DecoderFactory.binaryDecoder(InputStream, BinaryDecoder)",7,2,18,5,0
"org.apache.avro.io.DecoderFactory.directBinaryDecoder(InputStream, BinaryDecoder)",7,2,5,5,0
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], int, int, BinaryDecoder)",8,2,4,5,0
"org.apache.avro.io.DecoderFactory.binaryDecoder(byte[], int, int, BinaryDecoder)",8,2,9,5,0
"org.apache.avro.io.DecoderFactory.createBinaryDecoder(byte[], BinaryDecoder)",3,1,3,2,0
"org.apache.avro.io.DecoderFactory.binaryDecoder(byte[], BinaryDecoder)",3,1,23,2,0
"org.apache.avro.io.DecoderFactory.jsonDecoder(Schema, InputStream)",4,1,7,2,0
"org.apache.avro.io.DecoderFactory.jsonDecoder(Schema, String)",4,1,8,2,0
"org.apache.avro.io.DecoderFactory.validatingDecoder(Schema, Decoder)",4,1,3,2,0
"org.apache.avro.io.DecoderFactory.resolvingDecoder(Schema, Schema, Decoder)",4,1,5,2,0
org.apache.avro.io.EncoderFactory.get(),3,1,24,1,0
org.apache.avro.io.EncoderFactory.configureBufferSize(int),8,3,1,2,0
org.apache.avro.io.EncoderFactory.getBufferSize(),3,1,1,1,0
org.apache.avro.io.EncoderFactory.configureBlockSize(int),8,3,6,2,0
org.apache.avro.io.EncoderFactory.getBlockSize(),3,1,1,1,0
"org.apache.avro.io.EncoderFactory.binaryEncoder(OutputStream, BinaryEncoder)",7,2,25,5,0
"org.apache.avro.io.EncoderFactory.directBinaryEncoder(OutputStream, BinaryEncoder)",7,2,16,5,0
"org.apache.avro.io.EncoderFactory.blockingBinaryEncoder(OutputStream, BinaryEncoder)",7,2,9,5,0
"org.apache.avro.io.EncoderFactory.jsonEncoder(Schema, OutputStream)",4,1,11,2,0
"org.apache.avro.io.EncoderFactory.jsonEncoder(Schema, JsonGenerator)",4,1,6,2,0
"org.apache.avro.io.EncoderFactory.validatingEncoder(Schema, Encoder)",4,1,7,2,0
org.apache.avro.mapred.tether.TetherData.TetherData(),1,1,3,1,0
org.apache.avro.mapred.tether.TetherData.TetherData(ByteBuffer),1,1,2,2,0
org.apache.avro.mapred.tether.TetherData.count(),1,1,3,1,0
org.apache.avro.mapred.tether.TetherData.count(int),1,1,2,1,0
org.apache.avro.mapred.tether.TetherData.buffer(),1,1,8,1,0
org.apache.avro.mapred.tether.TetherData.buffer(ByteBuffer),1,1,3,1,0
org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(),3,1,4,3,0
org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(Class<T>),3,1,1,4,0
org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(Schema),3,1,8,3,0
"org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(Schema, Schema)",3,1,4,3,0
"org.apache.avro.reflect.ReflectDatumReader.ReflectDatumReader(Schema, Schema, ReflectData)",3,1,6,2,0
"org.apache.avro.reflect.ReflectDatumReader.newArray(Object, int, Schema)",17,5,5,10,0
org.apache.avro.reflect.ReflectDatumReader.peekArray(Object),3,1,0,1,0
"org.apache.avro.reflect.ReflectDatumReader.addToArray(Object, long, Object)",7,2,3,2,0
"org.apache.avro.reflect.ReflectDatumReader.readString(Object, Schema, Decoder)",18,6,7,6,0
"org.apache.avro.reflect.ReflectDatumReader.readString(Object, Decoder)",3,1,2,3,0
org.apache.avro.reflect.ReflectDatumReader.createString(String),1,1,1,1,0
"org.apache.avro.reflect.ReflectDatumReader.readBytes(Object, Decoder)",6,1,1,4,0
"org.apache.avro.reflect.ReflectDatumReader.readInt(Object, Schema, Decoder)",7,2,3,6,0
org.apache.avro.AvroRuntimeException.AvroRuntimeException(Throwable),1,1,25,2,0
org.apache.avro.AvroRuntimeException.AvroRuntimeException(String),1,1,55,2,0
"org.apache.avro.AvroRuntimeException.AvroRuntimeException(String, Throwable)",3,1,4,2,0
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(),3,1,10,3,0
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Class<T>),3,1,1,4,0
org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema),3,1,5,3,0
"org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema, Schema)",3,1,4,3,0
"org.apache.avro.specific.SpecificDatumReader.SpecificDatumReader(Schema, Schema, SpecificData)",4,1,7,2,0
org.apache.avro.specific.SpecificDatumReader.getSpecificData(),1,1,2,2,0
org.apache.avro.specific.SpecificDatumReader.setSchema(Schema),10,3,2,8,0
"org.apache.avro.specific.SpecificDatumReader.createEnum(String, Schema)",5,2,2,5,0
org.apache.avro.io.Decoder.readNull(),1,1,4,0,0
org.apache.avro.io.Decoder.readBoolean(),1,1,9,1,0
org.apache.avro.io.Decoder.readInt(),1,1,20,1,0
org.apache.avro.io.Decoder.readLong(),1,1,19,1,0
org.apache.avro.io.Decoder.readFloat(),1,1,12,1,0
org.apache.avro.io.Decoder.readDouble(),1,1,13,1,0
org.apache.avro.io.Decoder.readString(Utf8),1,1,7,1,0
org.apache.avro.io.Decoder.readString(),1,1,3,1,0
org.apache.avro.io.Decoder.skipString(),1,1,5,0,0
org.apache.avro.io.Decoder.readBytes(ByteBuffer),1,1,7,1,0
org.apache.avro.io.Decoder.skipBytes(),1,1,8,0,0
"org.apache.avro.io.Decoder.readFixed(byte[], int, int)",2,1,3,0,0
org.apache.avro.io.Decoder.readFixed(byte[]),3,1,9,1,0
org.apache.avro.io.Decoder.skipFixed(int),1,1,5,0,0
org.apache.avro.io.Decoder.readEnum(),1,1,6,1,0
org.apache.avro.io.Decoder.readArrayStart(),1,1,7,1,0
org.apache.avro.io.Decoder.arrayNext(),1,1,7,1,0
org.apache.avro.io.Decoder.skipArray(),1,1,6,1,0
org.apache.avro.io.Decoder.readMapStart(),1,1,6,1,0
org.apache.avro.io.Decoder.mapNext(),1,1,6,1,0
org.apache.avro.io.Decoder.skipMap(),1,1,5,1,0
org.apache.avro.io.Decoder.readIndex(),1,1,7,1,0
org.apache.avro.reflect.ReflectData.ReflectData(),1,1,0,1,0
org.apache.avro.reflect.ReflectData.get(),1,1,53,1,0
"org.apache.avro.reflect.ReflectData.setField(Object, String, int, Object)",11,3,5,5,0
"org.apache.avro.reflect.ReflectData.getField(Object, String, int)",9,3,5,6,0
org.apache.avro.reflect.ReflectData.isRecord(Object),5,3,2,5,0
org.apache.avro.reflect.ReflectData.isArray(Object),4,2,1,3,0
org.apache.avro.reflect.ReflectData.isBytes(Object),6,3,2,5,0
org.apache.avro.reflect.ReflectData.getRecordSchema(Object),5,2,1,4,0
"org.apache.avro.reflect.ReflectData.validate(Schema, Object)",15,5,3,8,1
"org.apache.avro.reflect.ReflectData.getField(Class, String)",13,3,5,5,0
"org.apache.avro.reflect.ReflectData.findField(Class, String)",12,3,3,5,1
"org.apache.avro.reflect.ReflectData.getClassProp(Schema, String)",9,3,6,4,0
org.apache.avro.reflect.ReflectData.getClass(Schema),16,7,11,10,0
"org.apache.avro.reflect.ReflectData.createSchema(Type, Map<String, Schema>)",98,28,17,44,2
"org.apache.avro.reflect.ReflectData.setElement(Schema, Type)",7,3,4,3,0
"org.apache.avro.reflect.ReflectData.getAnnotatedUnion(Union, Map<String, Schema>)",6,2,4,6,1
org.apache.avro.reflect.ReflectData.makeNullable(Schema),4,1,5,4,0
org.apache.avro.reflect.ReflectData.getFields(Class),15,6,4,12,2
"org.apache.avro.reflect.ReflectData.createFieldSchema(Field, Map<String, Schema>)",6,2,4,5,0
org.apache.avro.reflect.ReflectData.getProtocol(Class),19,5,12,19,1
"org.apache.avro.reflect.ReflectData.getMessage(Method, Protocol, Map<String, Schema>)",34,10,7,18,3
"org.apache.avro.reflect.ReflectData.getSchema(Type, Map<String, Schema>)",8,2,4,5,0
"org.apache.avro.reflect.ReflectData.compare(Object, Object, Schema, boolean)",25,7,7,10,1
org.apache.avro.mapred.AvroSerialization.accept(Class<?>),3,1,1,2,0
org.apache.avro.mapred.AvroSerialization.getDeserializer(Class<AvroWrapper>),11,3,2,10,0
org.apache.avro.mapred.AvroSerialization.getSerializer(Class<AvroWrapper>),9,3,1,10,0
org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(),3,1,3,3,0
org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(Class<T>),3,1,1,3,0
"org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(Class<T>, ReflectData)",3,1,4,3,0
org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(Schema),3,1,10,3,0
"org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(Schema, ReflectData)",3,1,4,2,0
org.apache.avro.reflect.ReflectDatumWriter.ReflectDatumWriter(ReflectData),3,1,2,2,0
org.apache.avro.reflect.ReflectDatumWriter.getArraySize(Object),5,2,1,3,0
org.apache.avro.reflect.ReflectDatumWriter.getArrayElements(Object),11,2,1,2,0
"org.apache.avro.reflect.ReflectDatumWriter.writeString(Schema, Object, Encoder)",6,2,4,3,0
"org.apache.avro.reflect.ReflectDatumWriter.writeBytes(Object, Encoder)",6,2,2,2,0
"org.apache.avro.reflect.ReflectDatumWriter.write(Schema, Object, Encoder)",13,4,4,7,0
org.apache.avro.mapred.AvroWrapper.AvroWrapper(),1,1,0,2,0
org.apache.avro.mapred.AvroWrapper.AvroWrapper(T),1,1,9,2,0
org.apache.avro.mapred.AvroWrapper.datum(),1,1,11,1,0
org.apache.avro.mapred.AvroWrapper.datum(T),1,1,7,1,0
org.apache.avro.mapred.AvroWrapper.hashCode(),3,2,1,2,0
org.apache.avro.mapred.AvroWrapper.equals(Object),15,7,2,3,0
org.apache.avro.mapred.AvroKey.AvroKey(),1,1,0,2,0
org.apache.avro.mapred.AvroKey.AvroKey(T),1,1,4,2,0
org.apache.avro.mapred.Pair.Pair(Schema),4,1,3,3,0
"org.apache.avro.mapred.Pair.Pair(K, Schema, V, Schema)",5,1,85,5,0
org.apache.avro.mapred.Pair.checkIsPairSchema(Schema),4,2,5,3,0
org.apache.avro.mapred.Pair.getKeySchema(Schema),4,1,5,4,0
org.apache.avro.mapred.Pair.getValueSchema(Schema),4,1,4,4,0
"org.apache.avro.mapred.Pair.getPairSchema(Schema, Schema)",17,3,7,5,0
"org.apache.avro.mapred.Pair.makePairSchema(Schema, Schema)",8,1,7,7,0
org.apache.avro.mapred.Pair.getSchema(),1,1,4,1,0
org.apache.avro.mapred.Pair.key(),1,1,6,1,0
org.apache.avro.mapred.Pair.key(K),1,1,2,1,0
org.apache.avro.mapred.Pair.value(),1,1,7,1,0
org.apache.avro.mapred.Pair.value(V),1,1,3,1,0
"org.apache.avro.mapred.Pair.set(K, V)",1,1,3,2,0
org.apache.avro.mapred.Pair.equals(Object),8,4,2,3,0
org.apache.avro.mapred.Pair.hashCode(),3,1,1,3,0
org.apache.avro.mapred.Pair.compareTo(Pair),3,1,3,3,0
org.apache.avro.mapred.Pair.toString(),3,1,0,3,0
org.apache.avro.mapred.Pair.get(int),7,3,4,1,0
"org.apache.avro.mapred.Pair.put(int, Object)",7,3,2,2,0
"org.apache.avro.mapred.Pair.Pair(Object, Object)",3,1,4,5,0
"org.apache.avro.mapred.Pair.Pair(Object, GenericContainer)",3,1,2,6,0
"org.apache.avro.mapred.Pair.Pair(Object, CharSequence)",3,1,3,5,0
"org.apache.avro.mapred.Pair.Pair(Object, ByteBuffer)",3,1,3,5,0
"org.apache.avro.mapred.Pair.Pair(Object, Integer)",3,1,3,5,0
"org.apache.avro.mapred.Pair.Pair(Object, Long)",3,1,3,5,0
"org.apache.avro.mapred.Pair.Pair(Object, Float)",3,1,3,5,0
"org.apache.avro.mapred.Pair.Pair(Object, Double)",3,1,3,5,0
"org.apache.avro.mapred.Pair.Pair(Object, Void)",3,1,4,5,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, Object)",3,1,2,6,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, GenericContainer)",3,1,2,3,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, CharSequence)",3,1,3,3,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, ByteBuffer)",3,1,3,3,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, Integer)",3,1,3,3,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, Long)",3,1,3,3,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, Float)",3,1,3,3,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, Double)",3,1,3,3,0
"org.apache.avro.mapred.Pair.Pair(GenericContainer, Void)",3,1,3,3,0
"org.apache.avro.mapred.Pair.Pair(CharSequence, Object)",3,1,3,5,0
"org.apache.avro.mapred.Pair.Pair(CharSequence, GenericContainer)",3,1,3,3,0
"org.apache.avro.mapred.Pair.Pair(CharSequence, CharSequence)",3,1,3,2,0
"org.apache.avro.mapred.Pair.Pair(CharSequence, ByteBuffer)",3,1,4,2,0
"org.apache.avro.mapred.Pair.Pair(CharSequence, Integer)",3,1,4,2,0
"org.apache.avro.mapred.Pair.Pair(CharSequence, Long)",3,1,9,2,0
"org.apache.avro.mapred.Pair.Pair(CharSequence, Float)",3,1,4,2,0
"org.apache.avro.mapred.Pair.Pair(CharSequence, Double)",3,1,4,2,0
"org.apache.avro.mapred.Pair.Pair(CharSequence, Void)",3,1,4,2,0
"org.apache.avro.mapred.Pair.Pair(ByteBuffer, Object)",3,1,3,5,0
"org.apache.avro.mapred.Pair.Pair(ByteBuffer, GenericContainer)",3,1,3,3,0
"org.apache.avro.mapred.Pair.Pair(ByteBuffer, CharSequence)",3,1,4,2,0
"org.apache.avro.mapred.Pair.Pair(ByteBuffer, ByteBuffer)",3,1,3,2,0
