method,LOC,Cyclomatic,FanIn,FanOut
org.apache.trevni.ColumnOutputBuffer.getMeta(),1,1,4,1
org.apache.trevni.ColumnOutputBuffer.getBuffer(),1,1,4,1
org.apache.trevni.ColumnOutputBuffer.startRow(),4,2,2,2
org.apache.trevni.ColumnOutputBuffer.writeLength(int),3,1,2,1
org.apache.trevni.ColumnOutputBuffer.writeValue(Object),5,2,6,5
org.apache.trevni.ColumnOutputBuffer.endRow(),3,1,1,1
org.apache.trevni.ColumnOutputBuffer.flushBuffer(),22,3,12,18
org.apache.trevni.ColumnOutputBuffer.size(),4,1,2,2
org.apache.trevni.ColumnOutputBuffer.writeTo(OutputStream),12,4,6,9
org.apache.trevni.Checksum.get(MetaData),9,3,4,4
org.apache.trevni.Checksum.size(),1,1,3,1
org.apache.trevni.Checksum.compute(ByteBuffer),1,1,2,1
org.apache.avro.mapred.tether.TetherInputFormat.listStatus(JobConf),12,4,4,9
"org.apache.avro.mapred.tether.TetherInputFormat.getRecordReader(InputSplit, JobConf, Reporter)",5,1,3,4
org.apache.avro.mapred.AvroInputFormat.listStatus(JobConf),12,4,5,9
"org.apache.avro.mapred.AvroInputFormat.getRecordReader(InputSplit, JobConf, Reporter)",5,1,3,4
"org.apache.avro.mapred.AvroOutputFormat.setDeflateLevel(JobConf, int)",4,1,3,2
"org.apache.avro.mapred.AvroOutputFormat.setSyncInterval(JobConf, int)",3,1,4,1
"org.apache.avro.mapred.AvroOutputFormat.configureDataFileWriter(DataFileWriter<T>, JobConf)",17,5,8,13
org.apache.avro.mapred.AvroOutputFormat.getCodecFactory(JobConf),28,6,17,11
"org.apache.avro.mapred.AvroOutputFormat.getRecordWriter(FileSystem, JobConf, String, Progressable)",23,2,3,11
"org.apache.avro.mapred.tether.TetherRecordReader.TetherRecordReader(JobConf, FileSplit)",10,1,6,15
org.apache.avro.mapred.tether.TetherRecordReader.getSchema(),1,1,1,2
org.apache.avro.mapred.tether.TetherRecordReader.createKey(),1,1,0,2
org.apache.avro.mapred.tether.TetherRecordReader.createValue(),1,1,0,2
"org.apache.avro.mapred.tether.TetherRecordReader.next(TetherData, NullWritable)",8,2,3,7
org.apache.avro.mapred.tether.TetherRecordReader.getProgress(),7,2,3,3
org.apache.avro.mapred.tether.TetherRecordReader.getPos(),3,1,1,2
org.apache.avro.mapred.tether.TetherRecordReader.close(),1,1,1,1
org.apache.avro.generic.TestGenericData.testrecordConstructorNullSchema(),3,1,0,0
org.apache.avro.generic.TestGenericData.testrecordConstructorWrongSchema(),3,1,1,1
org.apache.avro.generic.TestGenericData.testArrayConstructorNullSchema(),3,1,0,0
org.apache.avro.generic.TestGenericData.testArrayConstructorWrongSchema(),3,1,1,1
org.apache.avro.generic.TestGenericData.testRecordCreateEmptySchema(),4,1,0,1
org.apache.avro.generic.TestGenericData.testGetEmptySchemaFields(),4,1,0,2
org.apache.avro.generic.TestGenericData.testGetEmptySchemaField(),4,1,0,2
org.apache.avro.generic.TestGenericData.testRecordPutInvalidField(),8,1,0,5
org.apache.avro.generic.TestGenericData.testHashCode(),11,1,3,9
org.apache.avro.generic.TestGenericData.testEquals(),20,1,0,12
org.apache.avro.generic.TestGenericData.recordSchema(),7,1,3,8
org.apache.avro.generic.TestGenericData.testEquals2(),18,1,3,9
org.apache.avro.generic.TestGenericData.testRecordGetFieldDoesntExist(),6,1,0,4
org.apache.avro.generic.TestGenericData.testArrayReversal(),13,3,1,6
org.apache.avro.generic.TestGenericData.testArrayListInterface(),21,3,1,11
org.apache.avro.generic.TestGenericData.testArrayAddAtLocation(),28,3,1,10
org.apache.avro.generic.TestGenericData.testArrayRemove(),32,5,1,11
org.apache.avro.generic.TestGenericData.testArraySet(),14,2,1,9
org.apache.avro.generic.TestGenericData.testToStringIsJson(),14,1,1,12
org.apache.avro.generic.TestGenericData.testToStringEscapesControlCharsInBytes(),6,1,0,4
org.apache.avro.generic.TestGenericData.testToStringFixed(),6,1,0,4
org.apache.avro.generic.TestGenericData.testToStringDoesNotEscapeForwardSlash(),4,1,0,3
org.apache.avro.generic.TestGenericData.testToStringNanInfinity(),9,1,6,3
org.apache.avro.generic.TestGenericData.testCompare(),34,2,1,20
org.apache.avro.generic.TestGenericData.testEnumCompare(),8,1,0,5
org.apache.avro.generic.TestGenericData.testByteBufferDeepCopy(),13,1,1,12
org.apache.avro.generic.TestGenericData.testValidateNullableEnum(),28,1,1,11
org.apache.avro.generic.TestGenericData.validateRequiresGenericSymbolForEnumSchema(),8,1,1,6
org.apache.avro.generic.TestGenericData.testValidateUnion(),17,1,0,13
org.apache.avro.io.BinaryData.BinaryData(),1,1,0,1
"org.apache.avro.io.BinaryData.compare(byte[], int, byte[], int, Schema)",5,1,11,2
"org.apache.avro.io.BinaryData.compare(byte[], int, int, byte[], int, int, Schema)",13,2,12,6
"org.apache.avro.io.BinaryData.compare(Decoders, Schema)",99,40,21,21
"org.apache.avro.io.BinaryData.compareBytes(byte[], int, int, byte[], int, int)",13,3,11,1
"org.apache.avro.io.BinaryData.hashCode(byte[], int, int, Schema)",10,2,8,5
"org.apache.avro.io.BinaryData.hashCode(HashData, Schema)",53,20,19,21
"org.apache.avro.io.BinaryData.hashBytes(int, HashData, int, boolean)",15,4,6,4
"org.apache.avro.io.BinaryData.skipLong(byte[], int)",5,2,3,1
"org.apache.avro.io.BinaryData.encodeBoolean(boolean, byte[], int)",4,2,4,2
"org.apache.avro.io.BinaryData.encodeInt(int, byte[], int)",22,5,7,2
"org.apache.avro.io.BinaryData.encodeLong(long, byte[], int)",42,10,6,2
"org.apache.avro.io.BinaryData.encodeFloat(float, byte[], int)",9,1,5,3
"org.apache.avro.io.BinaryData.encodeDouble(double, byte[], int)",14,1,5,3
org.apache.trevni.avro.TestShredder.testPrimitives(),22,1,16,6
org.apache.trevni.avro.TestShredder.testSimpleRecord(),5,1,3,3
org.apache.trevni.avro.TestShredder.testDefaultValue(),10,1,3,3
org.apache.trevni.avro.TestShredder.testNestedRecord(),13,1,3,3
org.apache.trevni.avro.TestShredder.testNamedRecord(),12,1,3,3
org.apache.trevni.avro.TestShredder.testSimpleArray(),5,1,1,4
org.apache.trevni.avro.TestShredder.testArray(),7,1,4,5
org.apache.trevni.avro.TestShredder.testSimpleUnion(),6,1,2,4
org.apache.trevni.avro.TestShredder.testSimpleOptional(),5,1,1,4
org.apache.trevni.avro.TestShredder.testUnion(),8,1,4,5
org.apache.trevni.avro.TestShredder.testNestedArray(),15,1,4,5
org.apache.trevni.avro.TestShredder.testNestedUnion(),16,1,4,5
org.apache.trevni.avro.TestShredder.testUnionInArray(),18,1,4,5
org.apache.trevni.avro.TestShredder.testArrayInUnion(),16,1,4,5
org.apache.trevni.avro.TestShredder.testSimpleMap(),8,1,3,5
org.apache.trevni.avro.TestShredder.testMap(),9,1,4,5
"org.apache.trevni.avro.TestShredder.check(Schema, ColumnMetaData...)",8,2,19,6
org.apache.trevni.avro.TestShredder.checkWrite(Schema),9,2,5,4
org.apache.trevni.avro.TestShredder.checkRead(Schema),8,2,5,6
org.apache.trevni.avro.AvroColumnator.AvroColumnator(Schema),4,1,4,3
org.apache.trevni.avro.AvroColumnator.getColumns(),3,1,4,3
org.apache.trevni.avro.AvroColumnator.getArrayWidths(),7,2,3,2
"org.apache.trevni.avro.AvroColumnator.columnize(String, Schema, ColumnMetaData, boolean)",37,13,16,20
"org.apache.trevni.avro.AvroColumnator.p(String, Schema, String)",5,2,5,4
"org.apache.trevni.avro.AvroColumnator.p(String, String, String)",3,2,5,1
"org.apache.trevni.avro.AvroColumnator.addColumn(String, ValueType, ColumnMetaData, boolean)",10,2,8,5
"org.apache.trevni.avro.AvroColumnator.addArrayColumn(String, Schema, ColumnMetaData)",12,3,7,7
org.apache.trevni.avro.AvroColumnator.isSimple(Schema),12,11,15,2
org.apache.trevni.avro.AvroColumnator.simpleValueType(Schema),16,11,21,3
org.apache.avro.Conversion.getConvertedType(),1,1,6,1
org.apache.avro.Conversion.getLogicalTypeName(),1,1,2,1
org.apache.avro.Conversion.getRecommendedSchema(),4,1,1,3
"org.apache.avro.Conversion.fromBoolean(Boolean, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.fromInt(Integer, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.fromLong(Long, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.fromFloat(Float, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.fromDouble(Double, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.fromCharSequence(CharSequence, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.fromEnumSymbol(GenericEnumSymbol, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.fromFixed(GenericFixed, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.fromBytes(ByteBuffer, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.fromArray(Collection<?>, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.fromMap(Map<?, ?>, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.fromRecord(IndexedRecord, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.toBoolean(T, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.toInt(T, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.toLong(T, Schema, LogicalType)",4,1,6,3
"org.apache.avro.Conversion.toFloat(T, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.toDouble(T, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.toCharSequence(T, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.toEnumSymbol(T, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.toFixed(T, Schema, LogicalType)",4,1,4,3
"org.apache.avro.Conversion.toBytes(T, Schema, LogicalType)",4,1,4,3
"org.apache.avro.Conversion.toArray(T, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.toMap(T, Schema, LogicalType)",4,1,2,3
"org.apache.avro.Conversion.toRecord(T, Schema, LogicalType)",4,1,2,3
org.apache.avro.mapreduce.AvroKeyValueOutputFormat.getRecordWriter(TaskAttemptContext),12,1,1,11
org.apache.avro.hadoop.io.AvroDatumConverter.convert(INPUT),1,1,12,1
org.apache.avro.hadoop.io.AvroDatumConverter.getWriterSchema(),1,1,2,1
org.apache.avro.hadoop.io.AvroDatumConverterFactory.AvroDatumConverterFactory(Configuration),3,1,7,1
org.apache.avro.hadoop.io.AvroDatumConverterFactory.create(Class<IN>),65,18,17,21
org.apache.avro.mapreduce.AvroOutputFormatBase.getCompressionCodec(TaskAttemptContext),29,6,10,13
org.apache.avro.mapreduce.AvroOutputFormatBase.getAvroFileOutputStream(TaskAttemptContext),5,1,4,8
org.apache.avro.mapreduce.AvroOutputFormatBase.getSyncInterval(TaskAttemptContext),5,1,5,3
"org.apache.avro.mapreduce.AvroKeyValueRecordWriter.AvroKeyValueRecordWriter(AvroDatumConverter<K, ?>, AvroDatumConverter<V, ?>, GenericData, CodecFactory, OutputStream, int)",14,1,10,14
"org.apache.avro.mapreduce.AvroKeyValueRecordWriter.AvroKeyValueRecordWriter(AvroDatumConverter<K, ?>, AvroDatumConverter<V, ?>, GenericData, CodecFactory, OutputStream)",6,1,9,2
org.apache.avro.mapreduce.AvroKeyValueRecordWriter.getWriterSchema(),3,1,1,1
"org.apache.avro.mapreduce.AvroKeyValueRecordWriter.write(K, V)",5,1,9,5
org.apache.avro.mapreduce.AvroKeyValueRecordWriter.close(TaskAttemptContext),3,1,4,1
org.apache.avro.mapreduce.AvroKeyValueRecordWriter.sync(),3,1,2,2
"org.apache.avro.mapred.AvroMultipleOutputs.checkNamedOutput(JobConf, String, boolean)",11,3,6,3
org.apache.avro.mapred.AvroMultipleOutputs.checkTokenName(String),19,6,3,3
org.apache.avro.mapred.AvroMultipleOutputs.checkNamedOutputName(String),7,2,3,3
org.apache.avro.mapred.AvroMultipleOutputs.getNamedOutputsList(JobConf),8,2,4,7
"org.apache.avro.mapred.AvroMultipleOutputs.isMultiNamedOutput(JobConf, String)",4,1,5,3
"org.apache.avro.mapred.AvroMultipleOutputs.getNamedOutputFormatClass(JobConf, String)",6,1,6,3
"org.apache.avro.mapred.AvroMultipleOutputs.addNamedOutput(JobConf, String, Class<? extends OutputFormat>, Schema)",5,1,6,1
"org.apache.avro.mapred.AvroMultipleOutputs.addMultiNamedOutput(JobConf, String, Class<? extends OutputFormat>, Schema)",5,1,4,1
"org.apache.avro.mapred.AvroMultipleOutputs.addNamedOutput(JobConf, String, boolean, Class<? extends OutputFormat>, Schema)",14,2,12,8
"org.apache.avro.mapred.AvroMultipleOutputs.setCountersEnabled(JobConf, boolean)",3,1,3,1
org.apache.avro.mapred.AvroMultipleOutputs.getCountersEnabled(JobConf),3,1,3,2
org.apache.avro.mapred.AvroMultipleOutputs.AvroMultipleOutputs(JobConf),8,1,3,11
org.apache.avro.mapred.AvroMultipleOutputs.getNamedOutputs(),3,1,1,2
"org.apache.avro.mapred.AvroMultipleOutputs.getRecordWriter(String, String, Reporter, Schema)",27,6,11,9
"org.apache.avro.mapred.AvroMultipleOutputs.collect(String, Reporter, Object)",3,1,4,2
"org.apache.avro.mapred.AvroMultipleOutputs.collect(String, Reporter, Schema, Object)",3,1,4,2
"org.apache.avro.mapred.AvroMultipleOutputs.collect(String, Reporter, Schema, Object, String)",3,1,6,2
"org.apache.avro.mapred.AvroMultipleOutputs.getCollector(String, Reporter)",4,1,5,2
"org.apache.avro.mapred.AvroMultipleOutputs.getCollector(String, Reporter, Schema)",4,1,4,2
"org.apache.avro.mapred.AvroMultipleOutputs.getCollector(String, String, Reporter)",4,1,3,2
"org.apache.avro.mapred.AvroMultipleOutputs.getCollector(String, Schema, Reporter, String)",4,1,4,2
"org.apache.avro.mapred.AvroMultipleOutputs.getCollector(String, String, Reporter, String, Schema)",31,5,12,7
org.apache.avro.mapred.AvroMultipleOutputs.close(),5,2,3,2
org.apache.avro.util.internal.JacksonUtils.JacksonUtils(),2,1,0,1
org.apache.avro.util.internal.JacksonUtils.toJsonNode(Object),12,3,8,5
"org.apache.avro.util.internal.JacksonUtils.toJson(Object, JsonGenerator)",34,13,5,16
org.apache.avro.util.internal.JacksonUtils.toObject(JsonNode),3,1,7,2
"org.apache.avro.util.internal.JacksonUtils.toObject(JsonNode, Schema)",60,24,17,33
"org.apache.avro.tool.SpecificCompilerTool.run(InputStream, PrintStream, PrintStream, List<String>)",57,11,7,16
org.apache.avro.tool.SpecificCompilerTool.getName(),3,1,0,1
org.apache.avro.tool.SpecificCompilerTool.getShortDescription(),3,1,0,1
"org.apache.avro.tool.SpecificCompilerTool.determineInputs(List<File>, FilenameFilter)",23,6,4,8
org.apache.avro.compiler.specific.SpecificCompiler.isCreateAllArgsConstructor(),3,1,1,1
org.apache.avro.compiler.specific.SpecificCompiler.SpecificCompiler(Protocol),7,2,10,5
org.apache.avro.compiler.specific.SpecificCompiler.SpecificCompiler(Schema),5,1,16,4
org.apache.avro.compiler.specific.SpecificCompiler.SpecificCompiler(),6,1,3,4
org.apache.avro.compiler.specific.SpecificCompiler.setTemplateDir(String),3,1,5,1
org.apache.avro.compiler.specific.SpecificCompiler.deprecatedFields(),3,1,5,1
org.apache.avro.compiler.specific.SpecificCompiler.publicFields(),4,1,6,1
org.apache.avro.compiler.specific.SpecificCompiler.privateFields(),3,1,5,1
org.apache.avro.compiler.specific.SpecificCompiler.setFieldVisibility(FieldVisibility),3,1,6,1
org.apache.avro.compiler.specific.SpecificCompiler.isCreateSetters(),3,1,3,1
org.apache.avro.compiler.specific.SpecificCompiler.setCreateSetters(boolean),3,1,5,1
org.apache.avro.compiler.specific.SpecificCompiler.initializeVelocity(),19,3,3,5
"org.apache.avro.compiler.specific.SpecificCompiler.compileProtocol(File, File)",3,1,3,1
"org.apache.avro.compiler.specific.SpecificCompiler.compileProtocol(File[], File)",7,2,3,3
"org.apache.avro.compiler.specific.SpecificCompiler.compileSchema(File, File)",3,1,3,1
"org.apache.avro.compiler.specific.SpecificCompiler.compileSchema(File[], File)",8,2,3,3
org.apache.avro.compiler.specific.SpecificCompiler.enqueue(Schema),30,18,18,9
org.apache.avro.compiler.specific.SpecificCompiler.compile(),10,3,18,5
"org.apache.avro.compiler.specific.SpecificCompiler.compileToDestination(File, File)",9,3,20,3
"org.apache.avro.compiler.specific.SpecificCompiler.renderTemplate(String, VelocityContext)",11,2,6,6
org.apache.avro.compiler.specific.SpecificCompiler.compileInterface(Protocol),13,1,5,11
"org.apache.avro.compiler.specific.SpecificCompiler.makePath(String, String)",8,2,6,3
org.apache.avro.compiler.specific.SpecificCompiler.calcAllArgConstructorParameterUnits(Schema),5,2,4,5
org.apache.avro.compiler.specific.SpecificCompiler.validateRecordForCompilation(Schema),11,2,5,4
org.apache.avro.compiler.specific.SpecificCompiler.compile(Schema),29,6,10,14
org.apache.avro.compiler.specific.SpecificCompiler.setStringType(StringType),1,1,9,1
org.apache.avro.compiler.specific.SpecificCompiler.addStringType(Protocol),22,6,4,27
org.apache.avro.compiler.specific.SpecificCompiler.addStringType(Schema),5,2,4,3
"org.apache.avro.compiler.specific.SpecificCompiler.addStringType(Schema, Map<Schema, Schema>)",48,13,10,37
org.apache.avro.compiler.specific.SpecificCompiler.getStringType(JsonNode),10,5,6,3
org.apache.avro.compiler.specific.SpecificCompiler.javaType(Schema),34,18,21,18
org.apache.avro.compiler.specific.SpecificCompiler.javaUnbox(Schema),15,7,7,7
org.apache.avro.compiler.specific.SpecificCompiler.hasLogicalTypeField(Schema),8,3,1,4
org.apache.avro.compiler.specific.SpecificCompiler.conversionInstance(Schema),10,4,1,6
org.apache.avro.compiler.specific.SpecificCompiler.javaAnnotations(JsonProperties),15,5,1,6
org.apache.avro.compiler.specific.SpecificCompiler.javaSplit(String),10,3,2,8
org.apache.avro.compiler.specific.SpecificCompiler.javaEscape(Object),3,1,3,3
org.apache.avro.compiler.specific.SpecificCompiler.escapeForJavadoc(String),3,1,1,2
org.apache.avro.compiler.specific.SpecificCompiler.nullToEmpty(String),3,2,1,1
org.apache.avro.compiler.specific.SpecificCompiler.mangle(String),3,1,5,2
"org.apache.avro.compiler.specific.SpecificCompiler.mangle(String, boolean)",3,2,5,2
"org.apache.avro.compiler.specific.SpecificCompiler.mangle(String, Set<String>)",3,1,3,2
"org.apache.avro.compiler.specific.SpecificCompiler.mangle(String, Set<String>, boolean)",16,4,5,9
org.apache.avro.compiler.specific.SpecificCompiler.fingerprint64(Schema),3,1,1,2
"org.apache.avro.compiler.specific.SpecificCompiler.generateGetMethod(Schema, Field)",3,1,3,2
"org.apache.avro.compiler.specific.SpecificCompiler.generateSetMethod(Schema, Field)",3,1,3,2
"org.apache.avro.compiler.specific.SpecificCompiler.generateHasMethod(Schema, Field)",3,1,3,2
"org.apache.avro.compiler.specific.SpecificCompiler.generateClearMethod(Schema, Field)",3,1,3,2
org.apache.avro.compiler.specific.SpecificCompiler.hasBuilder(Schema),14,5,4,7
"org.apache.avro.compiler.specific.SpecificCompiler.generateGetBuilderMethod(Schema, Field)",3,1,2,2
"org.apache.avro.compiler.specific.SpecificCompiler.generateSetBuilderMethod(Schema, Field)",3,1,2,2
"org.apache.avro.compiler.specific.SpecificCompiler.generateHasBuilderMethod(Schema, Field)",3,1,2,2
"org.apache.avro.compiler.specific.SpecificCompiler.generateMethodName(Schema, Field, String, String)",33,10,13,17
org.apache.avro.compiler.specific.SpecificCompiler.isUnboxedJavaTypeNullable(Schema),10,6,6,2
org.apache.avro.compiler.specific.SpecificCompiler.main(String[]),3,1,1,2
org.apache.avro.compiler.specific.SpecificCompiler.setOutputCharacterEncoding(String),3,1,4,1
org.apache.avro.compiler.specific.TestSpecificCompiler.setUp(),5,1,2,7
org.apache.avro.compiler.specific.TestSpecificCompiler.tearDow(),5,2,1,1
org.apache.avro.compiler.specific.TestSpecificCompiler.assertCompilesWithJavaCompiler(Collection<SpecificCompiler.OutputFile>),18,3,4,13
"org.apache.avro.compiler.specific.TestSpecificCompiler.createSampleRecordSchema(int, int)",10,3,5,9
org.apache.avro.compiler.specific.TestSpecificCompiler.createCompiler(),8,1,12,5
org.apache.avro.compiler.specific.TestSpecificCompiler.testCanReadTemplateFilesOnTheFilesystem(),5,1,3,4
org.apache.avro.compiler.specific.TestSpecificCompiler.testPublicFieldVisibility(),16,2,4,14
org.apache.avro.compiler.specific.TestSpecificCompiler.testCreateAllArgsConstructor(),12,2,3,8
org.apache.avro.compiler.specific.TestSpecificCompiler.testMaxValidParameterCounts(),6,1,1,4
org.apache.avro.compiler.specific.TestSpecificCompiler.testInvalidParameterCounts(),8,1,1,4
org.apache.avro.compiler.specific.TestSpecificCompiler.testMaxParameterCounts(),10,1,1,5
org.apache.avro.compiler.specific.TestSpecificCompiler.testCalcAllArgConstructorParameterUnitsFailure(),4,1,0,5
org.apache.avro.compiler.specific.TestSpecificCompiler.testPublicDeprecatedFieldVisibility(),15,2,3,13
org.apache.avro.compiler.specific.TestSpecificCompiler.testPrivateFieldVisibility(),18,2,4,14
org.apache.avro.compiler.specific.TestSpecificCompiler.testSettersCreatedByDefault(),16,3,3,11
org.apache.avro.compiler.specific.TestSpecificCompiler.testSettersNotCreatedWhenOptionTurnedOff(),14,2,3,12
org.apache.avro.compiler.specific.TestSpecificCompiler.testSettingOutputCharacterEncoding(),16,2,3,15
org.apache.avro.compiler.specific.TestSpecificCompiler.testLogicalTypes(),19,1,3,10
org.apache.avro.compiler.specific.TestSpecificCompiler.testLogicalTypesWithMultipleFields(),6,1,0,5
org.apache.avro.AvroTestUtil.AvroTestUtil(),2,1,0,1
"org.apache.avro.AvroTestUtil.tempFile(Class, String)",5,1,32,4
"org.apache.avro.AvroTestUtil.tempDirectory(Class, String)",6,1,5,4
"org.apache.avro.LogicalTypes.register(String, LogicalTypeFactory)",9,3,5,2
org.apache.avro.LogicalTypes.fromSchema(Schema),3,1,4,2
org.apache.avro.LogicalTypes.fromSchemaIgnoreInvalid(Schema),3,1,13,2
"org.apache.avro.LogicalTypes.fromSchemaImpl(Schema, boolean)",34,12,20,8
org.apache.avro.LogicalTypes.decimal(int),3,1,9,2
"org.apache.avro.LogicalTypes.decimal(int, int)",3,1,18,2
org.apache.avro.LogicalTypes.uuid(),3,1,19,1
org.apache.avro.LogicalTypes.date(),3,1,5,1
org.apache.avro.LogicalTypes.timeMillis(),3,1,5,1
org.apache.avro.LogicalTypes.timeMicros(),3,1,4,1
org.apache.avro.LogicalTypes.timestampMillis(),3,1,5,1
org.apache.avro.LogicalTypes.timestampMicros(),3,1,5,1
"org.apache.avro.tool.IdlToSchemataTool.run(InputStream, PrintStream, PrintStream, List<String>)",18,3,3,12
org.apache.avro.tool.IdlToSchemataTool.isRequestingHelp(List<String>),4,1,2,4
org.apache.avro.tool.IdlToSchemataTool.getOutputDirectory(List<String>),6,2,2,5
"org.apache.avro.tool.IdlToSchemataTool.print(Schema, File, boolean)",9,1,4,7
org.apache.avro.tool.IdlToSchemataTool.getName(),3,1,0,1
org.apache.avro.tool.IdlToSchemataTool.getShortDescription(),3,1,0,1
org.apache.avro.TestSchemaCompatibility.testValidateSchemaPairMissingField(),12,1,4,4
org.apache.avro.TestSchemaCompatibility.testValidateSchemaPairMissingSecondField(),12,1,4,4
org.apache.avro.TestSchemaCompatibility.testValidateSchemaPairAllFields(),13,1,5,4
org.apache.avro.TestSchemaCompatibility.testValidateSchemaNewFieldWithDefault(),13,1,4,4
org.apache.avro.TestSchemaCompatibility.testValidateSchemaNewField(),17,1,3,6
org.apache.avro.TestSchemaCompatibility.testValidateArrayWriterSchema(),26,1,5,6
org.apache.avro.TestSchemaCompatibility.testValidatePrimitiveWriterSchema(),25,1,6,5
org.apache.avro.TestSchemaCompatibility.testUnionReaderWriterSubsetIncompatibility(),7,1,3,5
org.apache.avro.TestSchemaCompatibility.testReaderWriterCompatibility(),13,2,3,7
org.apache.avro.TestSchemaCompatibility.testReaderWriterIncompatibility(),13,2,3,7
org.apache.avro.TestSchemaCompatibility.testReaderWriterDecodingCompatibility(),31,2,2,19
org.apache.avro.TestSchemaCompatibility.list(E...),5,1,7,3
org.apache.avro.SchemaCompatibility.SchemaCompatibility(),2,1,0,1
"org.apache.avro.SchemaCompatibility.checkReaderWriterCompatibility(Schema, Schema)",29,3,15,6
"org.apache.avro.SchemaCompatibility.schemaNameEquals(Schema, Schema)",10,3,3,5
"org.apache.avro.SchemaCompatibility.lookupWriterField(Schema, Field)",23,6,4,11
"org.apache.avro.SchemaCompatibility.objectsEqual(Object, Object)",3,1,4,2
org.apache.avro.thrift.TestThrift.testStruct(),21,1,3,27
org.apache.avro.thrift.TestThrift.testOptionals(),12,1,1,9
org.apache.avro.thrift.TestThrift.check(Test),12,1,4,11
org.apache.avro.thrift.test.Test.Test(),2,1,1,1
"org.apache.avro.thrift.test.Test.Test(boolean, byte, short, long, double, String, Map<String, Integer>, List<Integer>, Set<Integer>, E, Nested, FooOrBar)",33,1,12,19
org.apache.avro.thrift.test.Test.Test(Test),39,9,19,32
org.apache.avro.thrift.test.Test.deepCopy(),3,1,0,2
org.apache.avro.thrift.test.Test.clear(),26,1,0,24
org.apache.avro.thrift.test.Test.isBoolField(),3,1,2,1
org.apache.avro.thrift.test.Test.setBoolField(boolean),4,1,4,2
org.apache.avro.thrift.test.Test.unsetBoolField(),3,1,3,2
org.apache.avro.thrift.test.Test.isSetBoolField(),3,1,5,2
org.apache.avro.thrift.test.Test.setBoolFieldIsSet(boolean),3,1,8,2
org.apache.avro.thrift.test.Test.getByteField(),3,1,2,1
org.apache.avro.thrift.test.Test.setByteField(byte),4,1,4,2
org.apache.avro.thrift.test.Test.unsetByteField(),3,1,3,2
org.apache.avro.thrift.test.Test.isSetByteField(),3,1,5,2
org.apache.avro.thrift.test.Test.setByteFieldIsSet(boolean),3,1,8,2
org.apache.avro.thrift.test.Test.getByteOptionalField(),3,1,2,1
org.apache.avro.thrift.test.Test.setByteOptionalField(byte),4,1,3,2
org.apache.avro.thrift.test.Test.unsetByteOptionalField(),3,1,3,2
org.apache.avro.thrift.test.Test.isSetByteOptionalField(),3,1,8,2
org.apache.avro.thrift.test.Test.setByteOptionalFieldIsSet(boolean),3,1,7,2
org.apache.avro.thrift.test.Test.getI16Field(),3,1,2,1
org.apache.avro.thrift.test.Test.setI16Field(short),4,1,4,2
org.apache.avro.thrift.test.Test.unsetI16Field(),3,1,3,2
org.apache.avro.thrift.test.Test.isSetI16Field(),3,1,5,2
org.apache.avro.thrift.test.Test.setI16FieldIsSet(boolean),3,1,8,2
org.apache.avro.thrift.test.Test.getI16OptionalField(),3,1,2,1
org.apache.avro.thrift.test.Test.setI16OptionalField(short),4,1,4,2
org.apache.avro.thrift.test.Test.unsetI16OptionalField(),3,1,3,2
org.apache.avro.thrift.test.Test.isSetI16OptionalField(),3,1,8,2
org.apache.avro.thrift.test.Test.setI16OptionalFieldIsSet(boolean),3,1,7,2
org.apache.avro.thrift.test.Test.getI32Field(),3,1,2,1
org.apache.avro.thrift.test.Test.setI32Field(int),4,1,3,2
org.apache.avro.thrift.test.Test.unsetI32Field(),3,1,3,2
org.apache.avro.thrift.test.Test.isSetI32Field(),3,1,8,2
org.apache.avro.thrift.test.Test.setI32FieldIsSet(boolean),3,1,7,2
org.apache.avro.thrift.test.Test.getI64Field(),3,1,2,1
org.apache.avro.thrift.test.Test.setI64Field(long),4,1,4,2
org.apache.avro.thrift.test.Test.unsetI64Field(),3,1,3,2
org.apache.avro.thrift.test.Test.isSetI64Field(),3,1,5,2
org.apache.avro.thrift.test.Test.setI64FieldIsSet(boolean),3,1,8,2
