method,pattern,space
org.apache.pdfbox.pdfparser.RandomAccessSource.read(),FreqExec,"org.apache.pdfbox.pdfparser.RandomAccessSource.read(); org.apache.pdfbox.pdfparser.BaseParser.readString(); org.apache.pdfbox.pdfparser.BaseParser.skipSpaces(); org.apache.pdfbox.pdfparser.BaseParser.skipWhiteSpaces(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSHexString(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSString(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSName(); org.apache.pdfbox.pdfparser.BaseParser.readExpectedChar(char); org.apache.pdfbox.pdfparser.BaseParser.parseDirObject(); org.apache.pdfbox.pdfparser.BaseParser.readExpectedString(char[], boolean); org.apache.pdfbox.pdfparser.BaseParser.parseCOSArray(); org.apache.pdfbox.pdfparser.BaseParser.readStringNumber(); org.apache.pdfbox.pdfparser.BaseParser.readLine()"
org.apache.pdfbox.pdmodel.font.PDFont.PDFont(String),HotCallee,org.apache.pdfbox.pdmodel.font.PDFont.PDFont(String)
"org.apache.pdfbox.tools.imageio.ImageIOUtil.writeImage(BufferedImage, String, OutputStream, int, float)",HotCallee,"org.apache.pdfbox.tools.imageio.ImageIOUtil.writeImage(BufferedImage, String, OutputStream, int, float)"
org.apache.pdfbox.pdfparser.COSParser.isString(char[]),FreqExec,org.apache.pdfbox.pdfparser.COSParser.isString(char[]); org.apache.pdfbox.pdfparser.COSParser.bfSearchForObjects()
"org.apache.pdfbox.cos.COSDictionary.getDictionaryObject(COSName, COSName)",FreqExec,"org.apache.pdfbox.cos.COSDictionary.getDictionaryObject(COSName, COSName); org.apache.pdfbox.filter.Filter.getDecodeParams(COSDictionary, int); org.apache.pdfbox.cos.COSDictionary.getInt(COSName, COSName, int); org.apache.pdfbox.cos.COSDictionary.getBoolean(COSName, COSName, boolean); org.apache.pdfbox.pdmodel.PDPageTree.getInheritableAttribute(COSDictionary, COSName)"
org.apache.pdfbox.pdfwriter.COSWriter.visitFromInt(COSInteger),FreqExec,org.apache.pdfbox.pdfwriter.COSWriter.visitFromInt(COSInteger); org.apache.pdfbox.cos.COSInteger.accept(ICOSVisitor)
org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject.getImage(),HotCallee,"org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject.getImage(); org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader.getRGBImage(PDImage, COSArray); org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject.applyMask(BufferedImage, BufferedImage, boolean); org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject.getOpaqueImage()"
"org.apache.pdfbox.rendering.PageDrawer.drawPage(Graphics, PDRectangle)",HotCallee,"org.apache.pdfbox.rendering.PageDrawer.drawPage(Graphics, PDRectangle); org.apache.pdfbox.rendering.PageDrawer.showAnnotation(PDAnnotation); org.apache.pdfbox.contentstream.PDFStreamEngine.processPage(PDPage)"
"org.apache.pdfbox.pdfparser.COSParser.createObjectString(long, int)",FreqExec,"org.apache.pdfbox.pdfparser.COSParser.createObjectString(long, int); org.apache.pdfbox.pdfparser.COSParser.checkObjectKeys(COSObjectKey, long)"
org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.read(byte[]),FreqExec,org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.read(byte[]); org.apache.pdfbox.pdfparser.RandomAccessSource.read(byte[]); org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.readFully(int)
org.apache.pdfbox.rendering.PageDrawer.isRectangular(GeneralPath),FreqExec,org.apache.pdfbox.rendering.PageDrawer.isRectangular(GeneralPath); org.apache.pdfbox.rendering.PageDrawer.fillPath(int)
org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.getColorModel(),FreqExec,"org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.getColorModel(); org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.getRaster(int, int, int, int)"
org.apache.pdfbox.text.TextPosition.getDir(),FreqExec,"org.apache.pdfbox.text.TextPosition.getDir(); org.apache.pdfbox.text.TextPosition.getXDirAdj(); org.apache.pdfbox.text.TextPosition.getWidthDirAdj(); org.apache.pdfbox.text.TextPosition.getYDirAdj(); org.apache.pdfbox.text.TextPositionComparator.compare(TextPosition, TextPosition)"
"org.apache.pdfbox.contentstream.operator.text.EndText.process(Operator, List<COSBase>)",FreqExec,"org.apache.pdfbox.contentstream.operator.text.EndText.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.processOperator(Operator, List<COSBase>)"
"org.apache.pdfbox.filter.JBIG2Filter.decode(InputStream, OutputStream, COSDictionary, int)",HotCallee,"org.apache.pdfbox.filter.JBIG2Filter.decode(InputStream, OutputStream, COSDictionary, int)"
"org.apache.pdfbox.contentstream.operator.text.NextLine.process(Operator, List<COSBase>)",FreqExec,"org.apache.pdfbox.contentstream.operator.text.NextLine.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.processOperator(Operator, List<COSBase>)"
org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColor.getColorSpace(),FreqExec,"org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColor.getColorSpace(); org.apache.pdfbox.contentstream.operator.color.SetColor.process(Operator, List<COSBase>)"
"org.apache.pdfbox.io.IOUtils.copy(InputStream, OutputStream)",HotCallee,"org.apache.pdfbox.io.IOUtils.copy(InputStream, OutputStream)"
org.apache.pdfbox.pdmodel.font.PDType0Font.getBoundingBox(),FreqExec,"org.apache.pdfbox.pdmodel.font.PDType0Font.getBoundingBox(); org.apache.pdfbox.text.PDFTextStreamEngine.showGlyph(Matrix, PDFont, int, String, Vector)"
org.apache.pdfbox.cos.COSArray.get(int),FreqExec,"org.apache.pdfbox.cos.COSArray.get(int); org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decryptArray(COSArray, long, long); org.apache.pdfbox.pdfparser.BaseParser.parseCOSArray(); org.apache.pdfbox.pdmodel.graphics.color.PDColor.PDColor(COSArray, PDColorSpace); org.apache.pdfbox.pdmodel.common.PDRectangle.getLowerLeftX(); org.apache.pdfbox.pdmodel.common.PDRectangle.getUpperRightX(); org.apache.pdfbox.pdmodel.common.PDRectangle.getLowerLeftY(); org.apache.pdfbox.pdmodel.common.PDRectangle.getUpperRightY(); org.apache.pdfbox.pdmodel.font.PDCIDFont.readWidths(); org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.eval(float[]); org.apache.pdfbox.cos.COSArray.removeObject(COSBase)"
org.apache.pdfbox.cos.COSInteger.accept(ICOSVisitor),FreqExec,org.apache.pdfbox.cos.COSInteger.accept(ICOSVisitor); org.apache.pdfbox.pdfwriter.COSWriter.visitFromDictionary(COSDictionary); org.apache.pdfbox.pdfwriter.COSWriter.visitFromArray(COSArray); org.apache.pdfbox.cos.TestCOSInteger.testAccept()
org.apache.pdfbox.pdmodel.font.PDType0Font.getPositionVector(int),FreqExec,org.apache.pdfbox.pdmodel.font.PDType0Font.getPositionVector(int); org.apache.pdfbox.contentstream.PDFStreamEngine.showText(byte[])
org.apache.pdfbox.contentstream.PDFStreamEngine.showText(byte[]),FreqExec,org.apache.pdfbox.contentstream.PDFStreamEngine.showText(byte[]); org.apache.pdfbox.contentstream.PDFStreamEngine.showTextString(byte[]); org.apache.pdfbox.contentstream.PDFStreamEngine.showTextStrings(COSArray)
org.apache.pdfbox.pdmodel.PDResources.getFont(COSName),HotCallee,org.apache.pdfbox.pdmodel.PDResources.getFont(COSName); org.apache.pdfbox.pdmodel.font.PDFontFactory.createFont(COSDictionary)
org.apache.pdfbox.text.PDFTextStripper.processPage(PDPage),HotCallee,org.apache.pdfbox.text.PDFTextStripper.processPage(PDPage); org.apache.pdfbox.text.PDFTextStripper.writePage()
org.apache.pdfbox.pdmodel.font.PDCIDFont.getDefaultPositionVector(int),FreqExec,org.apache.pdfbox.pdmodel.font.PDCIDFont.getDefaultPositionVector(int); org.apache.pdfbox.pdmodel.font.PDCIDFont.getPositionVector(int)
"org.apache.pdfbox.preflight.utils.ContextHelper.callValidation(PreflightContext, Object, String)",HotCallee,"org.apache.pdfbox.preflight.utils.ContextHelper.callValidation(PreflightContext, Object, String); org.apache.pdfbox.preflight.process.PageTreeValidationProcess.validate(PreflightContext); org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validate(PreflightContext); org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validate(PreflightContext)"
"org.apache.pdfbox.filter.ASCIIHexFilter.decode(InputStream, OutputStream, COSDictionary, int)",HotExec,"org.apache.pdfbox.filter.ASCIIHexFilter.decode(InputStream, OutputStream, COSDictionary, int)"
"org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument, SignatureInterface)",HotCallee,"org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument, SignatureInterface); org.apache.pdfbox.cos.COSDocument.accept(ICOSVisitor); org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.prepareDocumentForEncryption(PDDocument); org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareDocumentForEncryption(PDDocument)"
org.apache.pdfbox.text.TextPosition.getWidthRot(float),FreqExec,org.apache.pdfbox.text.TextPosition.getWidthRot(float); org.apache.pdfbox.text.TextPosition.getWidth(); org.apache.pdfbox.text.TextPosition.getWidthDirAdj()
org.apache.pdfbox.cos.COSObjectKey.hashCode(),FreqExec,"org.apache.pdfbox.cos.COSObjectKey.hashCode(); java.util.HashMap.put(Object, Object); java.util.HashMap.get(Object); java.util.HashMap.putAll(Map)"
org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject.getStencilImage(Paint),HotCallee,"org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject.getStencilImage(Paint); org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader.getStencilImage(PDImage, Paint)"
"org.apache.pdfbox.pdmodel.font.PDFont.toUnicode(int, GlyphList)",FreqExec,"org.apache.pdfbox.pdmodel.font.PDFont.toUnicode(int, GlyphList); org.apache.pdfbox.text.PDFTextStreamEngine.showGlyph(Matrix, PDFont, int, String, Vector)"
org.apache.pdfbox.pdmodel.font.PDType1Font.getName(),FreqExec,org.apache.pdfbox.pdmodel.font.PDType1Font.getName(); org.apache.pdfbox.pdmodel.font.PDFont.isStandard14()
"org.apache.pdfbox.io.ScratchFile.writePage(int, byte[])",FreqExec,"org.apache.pdfbox.io.ScratchFile.writePage(int, byte[]); org.apache.pdfbox.io.ScratchFileBuffer.ensureAvailableBytesInPage(boolean); org.apache.pdfbox.io.ScratchFileBuffer.seek(long)"
org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.read(),FreqExec,"org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.read(); org.apache.pdfbox.pdfparser.RandomAccessSource.read(); org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.peek(); org.apache.pdfbox.pdfparser.COSParser.isString(char[]); org.apache.pdfbox.pdfparser.COSParser.checkXRefStreamOffset(long, boolean); org.apache.pdfbox.pdfparser.COSParser.bfSearchForObjects(); org.apache.pdfbox.preflight.parser.PreflightParser.nextIsEOL(); org.apache.pdfbox.preflight.parser.PreflightParser.checkStreamKeyWord(); org.apache.pdfbox.preflight.parser.PreflightParser.parseCOSString()"
org.apache.pdfbox.io.ScratchFileBuffer.close(),FreqExec,org.apache.pdfbox.io.ScratchFileBuffer.close(); org.apache.pdfbox.cos.COSStream.close(); org.apache.pdfbox.pdmodel.PDDocument.close(); org.apache.pdfbox.cos.COSInputStream$1.close(); org.apache.pdfbox.io.ScratchFileBuffer.finalize()
"org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateResources(PreflightContext, PDPage)",HotCallee,"org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateResources(PreflightContext, PDPage); org.apache.pdfbox.preflight.utils.ContextHelper.validateElement(PreflightContext, Object, String)"
"org.apache.pdfbox.contentstream.operator.graphics.ShadingFill.process(Operator, List<COSBase>)",HotCallee,"org.apache.pdfbox.contentstream.operator.graphics.ShadingFill.process(Operator, List<COSBase>); org.apache.pdfbox.rendering.PageDrawer.shadingFill(COSName)"
"org.apache.pdfbox.rendering.PDFRenderer.renderImage(int, float, ImageType)",FreqExec,"org.apache.pdfbox.rendering.PDFRenderer.renderImage(int, float, ImageType); org.apache.pdfbox.rendering.PDFRenderer.renderImage(int, float); org.apache.pdfbox.rendering.PDFRenderer.renderImageWithDPI(int, float); org.apache.pdfbox.rendering.PDFRenderer.renderImageWithDPI(int, float, ImageType)"
org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile.getSize(),HotExec,org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile.getSize()
org.apache.pdfbox.pdfparser.BaseParser.isEndOfName(int),FreqExec,org.apache.pdfbox.pdfparser.BaseParser.isEndOfName(int); org.apache.pdfbox.pdfparser.BaseParser.readString(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSName(); org.apache.pdfbox.pdfparser.COSParser.parseXrefTable(long)
"org.apache.pdfbox.contentstream.operator.state.Concatenate.process(Operator, List<COSBase>)",FreqExec,"org.apache.pdfbox.contentstream.operator.state.Concatenate.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.processOperator(Operator, List<COSBase>)"
"org.apache.pdfbox.pdmodel.PDDocument.load(File, String, InputStream, String, MemoryUsageSetting)",FreqExec,"org.apache.pdfbox.pdmodel.PDDocument.load(File, String, InputStream, String, MemoryUsageSetting); org.apache.pdfbox.pdmodel.PDDocument.load(File, String, MemoryUsageSetting)"
org.apache.pdfbox.cos.COSFloat.floatValue(),FreqExec,"org.apache.pdfbox.cos.COSFloat.floatValue(); org.apache.pdfbox.contentstream.operator.text.SetFontAndSize.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.graphics.AppendRectangleToPath.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.text.MoveText.process(Operator, List<COSBase>); org.apache.pdfbox.pdmodel.common.PDRectangle.getLowerLeftX(); org.apache.pdfbox.pdmodel.common.PDRectangle.getUpperRightX(); org.apache.pdfbox.pdmodel.common.PDRectangle.getLowerLeftY(); org.apache.pdfbox.pdmodel.common.PDRectangle.getUpperRightY(); org.apache.pdfbox.cos.COSArray.toFloatArray(); org.apache.pdfbox.contentstream.operator.state.Concatenate.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.showTextStrings(COSArray); org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.eval(float[]); org.apache.pdfbox.contentstream.operator.graphics.CurveTo.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.graphics.LineTo.process(Operator, List<COSBase>)"
"org.apache.pdfbox.util.QuickSort.quicksort(List<T>, Comparator<T>)",HotExec,"org.apache.pdfbox.util.QuickSort.quicksort(List<T>, Comparator<T>); org.apache.pdfbox.util.QuickSort.sort(List<T>, Comparator<T>)"
"org.apache.pdfbox.pdfparser.COSParser.parseFileObject(Long, COSObjectKey, COSObject)",HotCallee,"org.apache.pdfbox.pdfparser.COSParser.parseFileObject(Long, COSObjectKey, COSObject); org.apache.pdfbox.pdfparser.COSParser.parseCOSStream(COSDictionary); org.apache.pdfbox.pdfparser.BaseParser.parseDirObject(); org.apache.pdfbox.pdfparser.BaseParser.readString(); org.apache.pdfbox.pdfparser.BaseParser.skipSpaces(); org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.rewind(int); org.apache.pdfbox.io.ScratchFileBuffer.seek(long)"
org.apache.pdfbox.tools.PDFText2HTML.PDFText2HTML(),HotExec,org.apache.pdfbox.tools.PDFText2HTML.PDFText2HTML()
"org.apache.pdfbox.tools.imageio.ImageIOUtil.writeImage(BufferedImage, String, int)",HotCallee,"org.apache.pdfbox.tools.imageio.ImageIOUtil.writeImage(BufferedImage, String, int); org.apache.pdfbox.tools.imageio.ImageIOUtil.writeImage(BufferedImage, String, OutputStream, int)"
