method,issue
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, boolean)",IVY-1376
org.apache.ivy.plugins.resolver.ChainResolver.reportFailure(),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getLockStrategy(),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getIvyFileInCache(ModuleRevisionId),
org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.convertM2IdForResourceSearch(ModuleRevisionId),
org.apache.ivy.core.settings.IvySettings.getDefaultResolver(),
"org.apache.ivy.plugins.resolver.MockResolver.download(Artifact[], DownloadOptions)",
"org.apache.ivy.core.sort.SortEngine.sortModuleDescriptors(Collection, SortOptions)",
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.disconnect(),
"org.apache.ivy.plugins.resolver.RepositoryResolver.putChecksum(Artifact, File, String, boolean, String)",
org.apache.ivy.plugins.resolver.DualResolver.setDescriptor(String),
org.apache.ivy.core.module.status.StatusManager.getPriority(String),
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.DefaultDependencyDescriptor(ModuleDescriptor, ModuleRevisionId, ModuleRevisionId, boolean, boolean, boolean)",
org.apache.ivy.core.report.ConfigurationResolveReport.getDownloadReports(ModuleRevisionId),
org.apache.ivy.Ivy.configureDefault(),
org.apache.ivy.plugins.repository.url.URLResource.init(),
org.apache.ivy.plugins.repository.ssh.SshCache.getChannelSftp(Session),
"org.apache.ivy.plugins.resolver.MockResolver.getDependency(DependencyDescriptor, ResolveData)",
org.apache.ivy.core.module.status.StatusManager.isIntegration(String),
"org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ModuleRevisionId, Date, String, String, String, URL, Map)",
"org.apache.ivy.core.event.retrieve.RetrieveEvent.RetrieveEvent(String, ModuleRevisionId, String[], RetrieveOptions)",
org.apache.ivy.plugins.repository.sftp.SFTPResource.init(),
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.replaceFallbackConfigurationPattern(Pattern, String, String)",
"org.apache.ivy.core.report.ResolveReport.output(ReportOutputter[], ResolutionCacheManager, ResolveOptions)",
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.addConfiguredTtl(Map),
"org.apache.ivy.util.XMLHelper.parse(URL, URL, DefaultHandler)",
org.apache.ivy.core.resolve.IvyNode.getConflictManager(ModuleId),
"org.apache.ivy.core.module.id.ArtifactRevisionId.newInstance(ModuleRevisionId, String, String, String, Map)",
org.apache.ivy.util.StringUtils.getStackTrace(Exception),
"org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.findIvyFileRef(DependencyDescriptor, ResolveData)",
org.apache.ivy.plugins.circular.CircularDependencyHelper.toMrids(ModuleDescriptor[]),
org.apache.ivy.core.settings.IvySettings.setSettingsVariables(URL),
org.apache.ivy.core.repository.RepositoryManagementEngine.getAllRevisions(ModuleRevisionId),
"org.apache.ivy.Ivy14.retrieve(ModuleId, String[], File, String, String)",
"org.apache.ivy.core.resolve.IvyNodeUsage.updateMapOfSetForKey(Map, Map, Object)",
"org.apache.ivy.core.search.SearchEngine.addMatcher(PatternMatcher, String, Map, String)",
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.saveArtifactOrigin(Artifact, ArtifactOrigin)",
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getArchivePathInCache(Artifact, ArtifactOrigin)",
org.apache.ivy.util.MessageLoggerEngine.getDefaultLogger(),
"org.apache.ivy.plugins.parser.m2.PomReader.getFirstChildText(Element, String)",
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean)",
org.apache.ivy.plugins.resolver.AbstractResolver.describe(ResolvedModuleRevision),
"org.apache.ivy.core.module.descriptor.DefaultArtifact.cloneWithAnotherTypeAndExt(Artifact, String, String)",
org.apache.ivy.plugins.version.Match.getRevisionArgs(String),
org.apache.ivy.plugins.resolver.BasicResolver.getAndCheckIsDynamic(ModuleRevisionId),
"org.apache.ivy.core.resolve.ResolveData.register(ModuleRevisionId, VisitNode)",
org.apache.ivy.util.cli.CommandLineParser.addOption(Option),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.isUseOrigin(),
org.apache.ivy.util.ChecksumHelper.getMessageDigest(String),
org.apache.ivy.core.settings.IvySettings.init(Object),
org.apache.ivy.core.settings.IvySettings.substitute(String),
"org.apache.ivy.ant.IvyArtifactReport.writeRetrieveLocation(TransformerHandler, String)",
"org.apache.ivy.plugins.repository.TransferEvent.getElapsedTime(int, int)",
"org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.findArtifactRef(Artifact, Date)",
"org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.getStale(File, ParserSettings, boolean, ModuleDescriptorProvider)",
"org.apache.ivy.core.module.descriptor.DefaultArtifact.cloneWithAnotherName(Artifact, String)",
org.apache.ivy.util.HostUtil.getLocalHostName(),
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.addPlugin(PomDependencyMgt),
"org.apache.ivy.core.event.download.StartArtifactDownloadEvent.StartArtifactDownloadEvent(DependencyResolver, Artifact, ArtifactOrigin)",
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.unlockMetadataArtifact(ModuleRevisionId),
org.apache.ivy.ant.IvyAntVariableContainer.getVariable(String),
"org.apache.ivy.ant.IvyTask.getReference(String, String, String, boolean)",
org.apache.ivy.util.MemoryUtil.gc(),
"org.apache.ivy.util.FileUtil.copy(InputStream, File, CopyProgressListener)",IVY-1252
"org.apache.ivy.util.url.HttpClientHandler.doGet(URL, int)",
"org.apache.ivy.core.module.descriptor.DefaultArtifact.cloneWithAnotherMrid(Artifact, ModuleRevisionId)",
"org.apache.ivy.plugins.resolver.BasicResolver.checkModuleDescriptorRevision(ModuleDescriptor, ModuleRevisionId)",
"org.apache.ivy.core.settings.XmlSettingsParser.statusesStarted(String, Map)",
org.apache.ivy.core.module.id.ModuleId.parse(String),
"org.apache.ivy.Ivy14.install(ModuleRevisionId, String, String, boolean, boolean, boolean, Filter, File, String)",
org.apache.ivy.plugins.repository.ssh.SshResource.resolve(),
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferProgress(long),
"org.apache.ivy.core.sort.MessageBasedNonMatchingVersionReporter.reportNonMatchingVersion(DependencyDescriptor, ModuleDescriptor)",
org.apache.ivy.ant.IvyReport.getReportStylePath(),
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.getDefaultScope(PomDependencyData),
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.setLicenses(License[]),
"org.apache.ivy.ant.IvyTask.getProperty(String, IvySettings, String)",
"org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.get(File, ParserSettings, boolean, ModuleDescriptorProvider)",
"org.apache.ivy.util.url.CredentialsStore.addCredentials(String, String, String, String)",
org.apache.ivy.Main.main(String[]),
org.apache.ivy.core.module.id.ArtifactRevisionId.equals(Object),
org.apache.ivy.ant.IvyAntSettings.setProject(Project),
"org.apache.ivy.core.settings.IvyVariableContainerImpl.setVariable(String, String, boolean)",
org.apache.ivy.core.module.id.ArtifactId.equals(Object),
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(ModuleRevisionId, String)",
org.apache.ivy.core.resolve.ResolvedModuleRevision.getId(),
"org.apache.ivy.core.deliver.DeliverOptions.DeliverOptions(String, Date, PublishingDependencyRevisionResolver, boolean, boolean, String[])",
"org.apache.ivy.plugins.resolver.BasicResolver.shouldReturnResolvedModule(DependencyDescriptor, ResolvedModuleRevision)",
org.apache.ivy.Ivy.newInstance(),
org.apache.ivy.ant.IvyVar.getVarName(String),
org.apache.ivy.core.settings.IvySettings.getDefaultRepositoryCacheManager(),
org.apache.ivy.plugins.resolver.DualResolver.add(DependencyResolver),
"org.apache.ivy.core.sort.CollectionOfModulesToSort.addToModulesByModuleId(ModuleDescriptor, ModuleInSort)",
org.apache.ivy.core.settings.IvyVariableContainerImpl.getVariable(String),
org.apache.ivy.core.IvyContext.IvyContext(IvyContext),
"org.apache.ivy.plugins.repository.vsftp.VsftpRepository.sendCommand(String, Pattern, long)",
org.apache.ivy.util.Message.info(String),
org.apache.ivy.core.resolve.ResolveData.getNode(ModuleRevisionId),
org.apache.ivy.core.settings.IvyVariableContainerImpl.clone(),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setModuleRevisionId(ModuleRevisionId),
org.apache.ivy.plugins.resolver.ChainResolver.resolvedRevision(ResolvedModuleRevision),
org.apache.ivy.plugins.circular.AbstractLogCircularDependencyStrategy.getCircularDependencyId(ModuleRevisionId[]),
org.apache.ivy.core.event.IvyEvent.addMridAttributes(ModuleRevisionId),
org.apache.ivy.util.Configurator.getCurrent(),
org.apache.ivy.core.IvyContext.getSettings(),
"org.apache.ivy.Ivy14.determineArtifactsToCopy(ModuleId, String[], File, String, String, Filter)",
org.apache.ivy.core.module.descriptor.AbstractIncludeExcludeRule.initStandardAttributes(),
"org.apache.ivy.util.url.HttpClientHandler.doHead(URL, int)",
org.apache.ivy.plugins.resolver.packager.PackagerResolver.validate(),
org.apache.ivy.util.url.HttpClientHandler.openStream(URL),
org.apache.ivy.plugins.resolver.FileSystemResolver.unsupportedTransaction(String),
"org.apache.ivy.Ivy14.retrieve(ModuleId, String[], File, String)",
"org.apache.ivy.Ivy.install(ModuleRevisionId, String, String, InstallOptions)",
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.parseDescriptor(ParserSettings, InputStream, Resource, boolean)",
org.apache.ivy.plugins.parser.m2.PomReader.replaceProps(String),
org.apache.ivy.plugins.repository.vfs.VfsResource.normalize(String),
org.apache.ivy.ant.IvyTask.prepareTask(),
org.apache.ivy.core.settings.IvySettings.debugConflictResolution(),
org.apache.ivy.core.resolve.VisitNode.useRealNode(),
"org.apache.ivy.ant.IvyTask.setResolved(ResolveReport, String, boolean)",
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.setModuleRevId(String, String, String)",
org.apache.ivy.plugins.repository.vfs.VfsResource.physicallyExists(),
org.apache.ivy.core.module.id.ArtifactRevisionId.getType(),
org.apache.ivy.plugins.conflict.RegexpConflictManager.setRegexp(String),
org.apache.ivy.plugins.version.PatternVersionMatcher.isDynamic(ModuleRevisionId),
"org.apache.ivy.plugins.resolver.BasicResolver.logArtifactAttempt(Artifact, String)",
org.apache.ivy.ant.IvyArtifactReport.createTransformerHandler(FileOutputStream),
"org.apache.ivy.core.settings.IvySettings.typeDef(String, String, boolean)",
org.apache.ivy.util.Configurator.setRoot(Object),
org.apache.ivy.ant.IvyAntSettings.configureURLHandler(),
"org.apache.ivy.core.cache.ArtifactOrigin.ArtifactOrigin(Artifact, boolean, String)",
org.apache.ivy.core.resolve.VisitNode.computeRoot(),
org.apache.ivy.util.Credentials.equals(Object),
org.apache.ivy.plugins.resolver.BasicResolver.checkRevision(ModuleRevisionId),
org.apache.ivy.core.settings.XmlSettingsParser.moduleStarted(Map),
org.apache.ivy.core.settings.IvySettings.getDefaultBranch(ModuleId),
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.getInitResource(String),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getBasedir(),
"org.apache.ivy.plugins.version.SubVersionMatcher.compare(ModuleRevisionId, ModuleRevisionId, Comparator)",
"org.apache.ivy.plugins.parser.ModuleDescriptorParserRegistry.parseDescriptor(ParserSettings, URL, Resource, boolean)",
"org.apache.ivy.core.event.IvyEvent.addAttribute(String, String)",
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.newBasicInstance(ModuleRevisionId, Date)",
org.apache.ivy.core.settings.IvySettings.debugLocking(),
org.apache.ivy.Ivy.popContext(),
org.apache.ivy.core.settings.IvySettings.setDefaultRepositoryCacheBasedir(String),
"org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.findNames(Map, String)",
"org.apache.ivy.core.resolve.ResolvedModuleRevision.ResolvedModuleRevision(DependencyResolver, DependencyResolver, ModuleDescriptor, MetadataArtifactDownloadReport, boolean)",
"org.apache.ivy.plugins.repository.TransferEvent.TransferEvent(Repository, Resource, int, int)",
org.apache.ivy.plugins.resolver.ChainResolver.forcedRevision(ResolvedModuleRevision),
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver.setSettings(IvySettings),
org.apache.ivy.core.event.IvyEvent.equals(Object),
"org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ModuleRevisionId, Date, String, String, String)",
"org.apache.ivy.Ivy.retrieve(ModuleRevisionId, String, RetrieveOptions)",
org.apache.ivy.plugins.repository.ResourceHelper.getLastModifiedOrDefault(Resource),
org.apache.ivy.plugins.resolver.BasicResolver.logAttempt(String),
"org.apache.ivy.plugins.repository.BasicResource.BasicResource(String, boolean, long, long, boolean)",
"org.apache.ivy.plugins.repository.ssh.SshResource.SshResource(SshRepository, String, boolean, long, long)",
org.apache.ivy.core.resolve.IvyNodeCallers.getCallers(String),
"org.apache.ivy.Ivy14.publish(ModuleRevisionId, String, File, String, String, String, boolean, boolean)",
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.dumpSettings(),
org.apache.ivy.tools.analyser.RepositoryAnalyser.main(String[]),
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.transformInstance(DependencyDescriptor, Namespace)",
org.apache.ivy.core.resolve.VisitNode.isParentConfTransitive(),
org.apache.ivy.plugins.resolver.IBiblioResolver.updateWholePattern(),IVY-1124
org.apache.ivy.core.settings.IvySettings.dumpMemoryUsage(),
"org.apache.ivy.core.event.publish.EndArtifactPublishEvent.EndArtifactPublishEvent(DependencyResolver, Artifact, File, boolean, boolean)",
"org.apache.ivy.core.resolve.IvyNodeEviction.getEvictedRevisions(ModuleId, String)",
org.apache.ivy.core.sort.SortEngine.SortEngine(SortEngineSettings),
org.apache.ivy.plugins.repository.url.URLRepository.getResource(String),
org.apache.ivy.core.resolve.VisitNode.computePath(),
"org.apache.ivy.core.IvyPatternHelper.substitute(String, ModuleRevisionId)",
"org.apache.ivy.ant.IvyCacheFileset.getPath(File, File)",
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getDefaultTTL(),
org.apache.ivy.Ivy.getVariable(String),
org.apache.ivy.Ivy.findModule(ModuleRevisionId),
org.apache.ivy.core.module.id.ArtifactRevisionId.getExt(),
org.apache.ivy.plugins.resolver.FileSystemResolver.FileSystemResolver(),
org.apache.ivy.core.resolve.IvyNodeUsage.addAndGetConfigurations(String),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getCachedDataFile(ModuleRevisionId),
"org.apache.ivy.plugins.repository.ssh.SshCache.createCacheKey(String, String, int)",
org.apache.ivy.core.module.id.ArtifactRevisionId.getName(),
"org.apache.ivy.plugins.namespace.NameSpaceHelper.transform(ModuleId, NamespaceTransformer)",
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.cleanup(Exception),
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String, String)",
org.apache.ivy.plugins.resolver.SshResolver.setFileSeparator(String),
org.apache.ivy.core.sort.ModuleInSort.isProcessed(),
org.apache.ivy.plugins.resolver.FileSystemResolver.addArtifactPattern(String),
org.apache.ivy.util.url.AbstractURLHandler.normalizeToURL(URL),
"org.apache.ivy.core.module.descriptor.DefaultArtifact.newIvyArtifact(ModuleRevisionId, Date)",
org.apache.ivy.core.resolve.VisitData.getVisitNodes(String),
"org.apache.ivy.Ivy14.determineArtifactsToCopy(ModuleId, String[], File, String, String)",
org.apache.ivy.core.settings.XmlSettingsParser.XmlSettingsParser(IvySettings),
"org.apache.ivy.plugins.resolver.MockResolver.shouldReturnResolvedModule(DependencyDescriptor, ResolvedModuleRevision)",
"org.apache.ivy.plugins.resolver.IBiblioResolver.getDependency(DependencyDescriptor, ResolveData)",
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.addObjectToConfiguration(String, Object, Map)",
org.apache.ivy.plugins.resolver.IvyRepResolver.setArtpattern(String),
org.apache.ivy.plugins.resolver.IvyRepResolver.setIvypattern(String),
"org.apache.ivy.util.extendable.UnmodifiableExtendableItem.setExtraAttribute(String, String)",
"org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ModuleRevisionId, Date, String, String, String, boolean)",
"org.apache.ivy.ant.IvyAntVariableContainer.setVariable(String, String, boolean)",
org.apache.ivy.core.sort.ModuleInSort.isSorted(),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setPublicationDate(Date),
org.apache.ivy.plugins.resolver.FileSystemResolver.supportTransaction(),
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getMdFromCache(XmlModuleDescriptorParser, CacheMetadataOptions, File)",
org.apache.ivy.core.settings.IvySettings.getVersionMatcher(),
org.apache.ivy.core.settings.IvySettings.validate(),
org.apache.ivy.plugins.repository.file.FileRepository.getFile(String),
org.apache.ivy.core.resolve.IvyNode.getDefaultConf(String),
org.apache.ivy.core.resolve.IvyNode.getMainConf(String),
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferCompleted(),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getDefaultMetadataArtifactOrigin(ModuleRevisionId),
org.apache.ivy.plugins.resolver.IBiblioResolver.setPattern(String),
"org.apache.ivy.core.report.ConfigurationResolveReport.ConfigurationResolveReport(ResolveEngine, ModuleDescriptor, String, Date, ResolveOptions)",
"org.apache.ivy.util.Checks.checkAbsolute(File, String)",
"org.apache.ivy.core.resolve.ResolveEngine.ResolveEngine(ResolveEngineSettings, EventManager, SortEngine)",
org.apache.ivy.core.module.descriptor.DefaultDependencyArtifactDescriptor.initStandardAttributes(),
org.apache.ivy.plugins.resolver.FileSystemResolver.addIvyPattern(String),
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.requireInnerInfoElement(ModuleDescriptor),
org.apache.ivy.core.settings.IvySettings.getResolveMode(ModuleId),
org.apache.ivy.core.settings.IvySettings.getDefaultRepositoryCacheBasedir(),
"org.apache.ivy.core.resolve.IvyNodeUsage.addObjectsForConf(String, Object, Map)",
"org.apache.ivy.core.resolve.ResolveData.ResolveData(ResolveData, boolean)",
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String, String, Map)",
"org.apache.ivy.plugins.resolver.BasicResolver.getRMDParser(DependencyDescriptor, ResolveData)",
org.apache.ivy.ant.IvyConfigure.setOverride(String),
org.apache.ivy.util.Message.error(String),
org.apache.ivy.plugins.resolver.IBiblioResolver.listModules(OrganisationEntry),
org.apache.ivy.util.Message.showInfo(),
org.apache.ivy.plugins.repository.vsftp.VsftpResource.init(),
"org.apache.ivy.plugins.matcher.MatcherHelper.matches(PatternMatcher, ArtifactId, ArtifactId)",
"org.apache.ivy.Ivy.publish(ModuleRevisionId, Collection, String, PublishOptions)",
org.apache.ivy.plugins.repository.ssh.SshCache.clearSession(Session),
org.apache.ivy.plugins.resolver.FileSystemResolver.initTransaction(ModuleRevisionId),
"org.apache.ivy.core.resolve.IvyNodeBlacklist.IvyNodeBlacklist(IvyNode, IvyNode, IvyNode, IvyNode, String)",
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.isCheckmodified(DependencyDescriptor, ModuleRevisionId, CacheMetadataOptions)",
org.apache.ivy.core.resolve.IvyNode.equals(Object),
org.apache.ivy.core.settings.IvySettings.getDefaultResolutionCacheBasedir(),
org.apache.ivy.ant.IvyAntSettings.format(String),
org.apache.ivy.core.repository.RepositoryManagementEngine.getDependers(ModuleRevisionId),
"org.apache.ivy.core.resolve.IvyNode.IvyNode(ResolveData, IvyNode, DependencyDescriptor)",
org.apache.ivy.plugins.lock.FileBasedLockStrategy.incrementLock(File),
org.apache.ivy.plugins.lock.FileBasedLockStrategy.decrementLock(File),
org.apache.ivy.core.module.id.ArtifactRevisionId.hashCode(),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getArtifacts(String),
org.apache.ivy.core.settings.IvySettings.getDefaultConflictManager(),
org.apache.ivy.ant.IvyDeliver.loadDeliveryList(),
org.apache.ivy.core.settings.IvySettings.getResolutionCacheManager(),
org.apache.ivy.ant.IvyTask.doValidate(IvySettings),
"org.apache.ivy.util.FileUtil.resolveFile(File, String)",
org.apache.ivy.plugins.resolver.DualResolver.dumpSettings(),
org.apache.ivy.plugins.repository.vfs.VfsURI.normalizePath(String),
org.apache.ivy.plugins.resolver.AbstractResolver.getNamespace(),
org.apache.ivy.plugins.resolver.BasicResolver.exists(Artifact),
org.apache.ivy.core.module.id.ModuleId.decode(String),
"org.apache.ivy.plugins.resolver.DualResolver.download(ArtifactOrigin, DownloadOptions)",
org.apache.ivy.ant.IvyTask.finalizeTask(),
org.apache.ivy.core.settings.IvySettings.getVariable(String),
"org.apache.ivy.core.resolve.ResolvedModuleRevision.ResolvedModuleRevision(DependencyResolver, DependencyResolver, ModuleDescriptor, MetadataArtifactDownloadReport)",
org.apache.ivy.core.module.id.ArtifactRevisionId.toString(),
"org.apache.ivy.Ivy.setVariable(String, String)",
"org.apache.ivy.Main.configureURLHandler(String, String, String, String)",
org.apache.ivy.plugins.repository.vfs.VfsRepository.getVFSManager(),
"org.apache.ivy.core.sort.ModuleInSort.match(DependencyDescriptor, VersionMatcher)",
org.apache.ivy.core.module.id.ArtifactId.toString(),
org.apache.ivy.core.module.id.ModuleId.intern(ModuleId),
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.toIvyFile(InputStream, Resource, File, ModuleDescriptor)",
org.apache.ivy.plugins.version.ChainVersionMatcher.add(VersionMatcher),
"org.apache.ivy.Ivy.resolve(ModuleRevisionId, ResolveOptions, boolean)",
org.apache.ivy.core.module.id.ModuleId.compareTo(Object),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getAllDependencyArtifacts(),
org.apache.ivy.core.module.id.ArtifactId.hashCode(),
org.apache.ivy.plugins.repository.url.URLResource.clone(String),
org.apache.ivy.core.settings.IvySettings.getConflictManager(String),
org.apache.ivy.plugins.resolver.ChainResolver.getFirstResolver(),
org.apache.ivy.core.settings.IvySettings.getLockStrategy(String),
"org.apache.ivy.Ivy.resolve(ModuleDescriptor, ResolveOptions)",
org.apache.ivy.core.settings.IvySettings.getResolver(ModuleRevisionId),
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getResolvedIvyPropertiesInCache(ModuleRevisionId),
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getResolvedIvyFileInCache(ModuleRevisionId),
org.apache.ivy.core.settings.IvySettings.getResolverName(ModuleRevisionId),
"org.apache.ivy.ant.IvyArtifactReport.startArtifact(TransformerHandler, Artifact)",
org.apache.ivy.core.resolve.IvyNode.init(ResolveData),
org.apache.ivy.core.resolve.IvyNode.getRealNode(),
"org.apache.ivy.ant.IvyTask.getResolvedReport(String, String, String)",
org.apache.ivy.plugins.resolver.AbstractResolver.doValidate(ResolveData),
"org.apache.ivy.ant.IvyTask.getResolvedDescriptor(String, boolean)",
org.apache.ivy.core.settings.IvySettings.setDefaultResolutionCacheBasedir(String),
org.apache.ivy.core.resolve.ResolveOptions.ResolveOptions(),
org.apache.ivy.plugins.resolver.AbstractResolver.getRepositoryCacheManager(),
org.apache.ivy.plugins.circular.AbstractLogCircularDependencyStrategy.handleCircularDependency(ModuleRevisionId[]),
org.apache.ivy.plugins.resolver.packager.PackagerCacheEntry.saveFile(String),
"org.apache.ivy.core.settings.XmlSettingsParser.versionMatchersStarted(String, Map)",MyIssue-9
org.apache.ivy.Ivy.configureDefault14(),
org.apache.ivy.Ivy.substitute(String),
org.apache.ivy.plugins.resolver.IBiblioResolver.dumpSettings(),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getMetadataArtifact(),
"org.apache.ivy.util.Credentials.Credentials(String, String, String, String)",
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getPrefixKey(Artifact),
org.apache.ivy.ant.IvyReport.getStylePath(String),
org.apache.ivy.core.event.download.DownloadEvent.addArtifactAttributes(Artifact),
org.apache.ivy.util.MemoryUtil.getUsedMemory(),
"org.apache.ivy.util.Credentials.buildKey(String, String)",
org.apache.ivy.plugins.parser.m2.PomReader.getArtifactId(),
org.apache.ivy.plugins.parser.m2.PomReader.getGroupId(),
org.apache.ivy.plugins.parser.m2.PomReader.getVersion(),
org.apache.ivy.core.module.status.StatusManager.getCurrent(),
org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.convertM2TokenValuesForResourceSearch(Map),
"org.apache.ivy.core.resolve.ResolveData.ResolveData(ResolveEngine, ResolveOptions, ConfigurationResolveReport, Map)",
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getAllExcludeRules(),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getAllIncludeRules(),
org.apache.ivy.core.module.descriptor.DefaultDependencyArtifactDescriptor.equals(Object),
org.apache.ivy.util.Configurator.isTopLevelMacroRecord(),
"org.apache.ivy.util.FileUtil.copy(File, File, CopyProgressListener)",IVY-1252
org.apache.ivy.core.event.IvyEvent.IvyEvent(String),
"org.apache.ivy.Ivy.deliver(ModuleRevisionId, String, String)",
org.apache.ivy.ant.IvyPostResolveTask.getResolvedModuleId(),
org.apache.ivy.core.resolve.VisitNode.getPath(),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.toIvyFile(File),
org.apache.ivy.util.url.URLHandlerDispatcher.getHandler(String),
org.apache.ivy.Ivy.checkInterrupted(),
org.apache.ivy.util.extendable.UnmodifiableExtendableItem.getExtraAttribute(String),
"org.apache.ivy.plugins.version.VersionRangeMatcher.isUpper(ModuleRevisionId, String, ModuleRevisionId, boolean)",
org.apache.ivy.core.IvyPatternHelper.getTokenRoot(String),
org.apache.ivy.plugins.resolver.RepositoryResolver.exist(String),
org.apache.ivy.plugins.resolver.packager.PackagerResolver.setDescriptor(String),
org.apache.ivy.plugins.parser.m2.PomReader.getParentVersion(),
"org.apache.ivy.plugins.version.VersionRangeMatcher.isLower(ModuleRevisionId, String, ModuleRevisionId, boolean)",
org.apache.ivy.plugins.parser.m2.PomReader.getParentGroupId(),
org.apache.ivy.plugins.parser.m2.PomReader.getParentArtifactId(),
"org.apache.ivy.ant.IvyArtifactProperty.setProperty(String, String)",
"org.apache.ivy.core.resolve.IvyNodeCallers.removeCaller(String, ModuleRevisionId)",
org.apache.ivy.core.settings.IvySettings.getNamespace(String),
"org.apache.ivy.core.IvyPatternHelper.substitute(String, Artifact, String)",
org.apache.ivy.ant.IvyPostResolveTask.getResolvedReport(),
org.apache.ivy.plugins.repository.ssh.SshResource.toString(),
"org.apache.ivy.core.settings.IvySettings.addModuleConfiguration(Map, PatternMatcher, String, String, String, String)",
"org.apache.ivy.Ivy.sortModuleDescriptors(Collection, SortOptions)",
"org.apache.ivy.core.IvyPatternHelper.substitute(String, Artifact)",
"org.apache.ivy.Ivy.deliver(ModuleRevisionId, String, String, DeliverOptions)",
org.apache.ivy.plugins.parser.m2.PomReader.getDescription(),
org.apache.ivy.plugins.resolver.DualResolver.locate(Artifact),
org.apache.ivy.plugins.repository.vsftp.VsftpResource.clone(String),
org.apache.ivy.plugins.resolver.DualResolver.exists(Artifact),
"org.apache.ivy.plugins.repository.ssh.SshCache.attachChannelSftp(Session, ChannelSftp)",
org.apache.ivy.plugins.repository.ssh.Scp.Scp(Session),
"org.apache.ivy.core.resolve.IvyNode.IvyNode(ResolveData, ModuleDescriptor)",
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getTTL(ModuleRevisionId),
org.apache.ivy.ant.IvyPostResolveTask.getResolvedMrid(),
"org.apache.ivy.Ivy.sortNodes(Collection, SortOptions)",
org.apache.ivy.core.event.IvyEvent.hashCode(),
"org.apache.ivy.core.settings.IvySettings.typeDefs(InputStream, boolean)",
