method,pattern,space
org.apache.avro.ipc.SocketTransceiver.writeLength(int),FreqExec,org.apache.avro.ipc.SocketTransceiver.writeLength(int); org.apache.avro.ipc.SocketTransceiver.writeBuffers(List<ByteBuffer>)
org.apache.avro.thrift.ThriftDatumWriter.ThriftDatumWriter(Class<T>),HotCallee,org.apache.avro.thrift.ThriftDatumWriter.ThriftDatumWriter(Class<T>)
"org.apache.avro.specific.SpecificData.compare(Object, Object, Schema, boolean)",FreqExec,"org.apache.avro.specific.SpecificData.compare(Object, Object, Schema, boolean); org.apache.avro.generic.GenericData.compare(Object, Object, Schema, boolean); org.apache.avro.reflect.ReflectData.compare(Object, Object, Schema, boolean)"
org.apache.avro.io.BufferedBinaryEncoder.writeByte(int),FreqExec,org.apache.avro.io.BufferedBinaryEncoder.writeByte(int); org.apache.avro.io.BufferedBinaryEncoder.writeZero()
org.apache.avro.file.DataFileStream.hasNext(),FreqExec,org.apache.avro.file.DataFileStream.hasNext(); org.apache.avro.file.DataFileStream.next(D); org.apache.avro.TestDataFile.testSyncDiscovery(); org.apache.avro.TestDataFile.testSyncInHeader()
"org.apache.avro.ipc.specific.SpecificResponder.SpecificResponder(Protocol, Object, SpecificData)",HotCallee,"org.apache.avro.ipc.specific.SpecificResponder.SpecificResponder(Protocol, Object, SpecificData)"
"org.apache.avro.ipc.NettyServer.NettyServer(Responder, InetSocketAddress)",HotCallee,"org.apache.avro.ipc.NettyServer.NettyServer(Responder, InetSocketAddress)"
org.apache.avro.tool.Util.openSeekableFromFS(String),HotCallee,"org.apache.avro.tool.Util.openSeekableFromFS(String); org.apache.avro.mapred.FsInput.FsInput(Path, Configuration)"
"org.apache.avro.compiler.specific.SpecificCompiler.compileToDestination(File, File)",HotCallee,"org.apache.avro.compiler.specific.SpecificCompiler.compileToDestination(File, File); org.apache.avro.compiler.specific.SpecificCompiler.compile(Schema)"
"org.apache.avro.tool.DataFileWriteTool.run(InputStream, PrintStream, PrintStream, List<String>)",HotCallee,"org.apache.avro.tool.DataFileWriteTool.run(InputStream, PrintStream, PrintStream, List<String>); org.apache.avro.tool.Util.parseSchemaFromFS(String); org.apache.avro.generic.GenericDatumReader.read(D, Decoder); org.apache.avro.file.DataFileWriter.append(D); org.apache.avro.generic.GenericDatumWriter.GenericDatumWriter()"
org.apache.avro.file.XZCodec.compress(ByteBuffer),HotCallee,"org.apache.avro.file.XZCodec.compress(ByteBuffer); org.apache.avro.file.XZCodec.writeAndClose(ByteBuffer, OutputStream)"
