method,pattern,space,score,target,issue
"org.apache.ivy.plugins.resolver.ChainResolver.getDependency(DependencyDescriptor, ResolveData)","HotCyclic, HotRecur","org.apache.ivy.plugins.resolver.BasicResolver.getDependency(DependencyDescriptor, ResolveData), org.apache.ivy.plugins.resolver.BasicResolver.parse(ResolvedResource, DependencyDescriptor, ResolveData), org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DependencyResolver, ResolvedResource, DependencyDescriptor, Artifact, ResourceDownloader, CacheMetadataOptions), org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getStaledMd(ModuleDescriptorParser, CacheMetadataOptions, File), org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.getStale(File, ParserSettings, boolean, ModuleDescriptorProvider), org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, boolean), org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean), org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseOtherPom(ParserSettings, ModuleRevisionId), org.apache.ivy.plugins.resolver.ChainResolver.getDependency(DependencyDescriptor, ResolveData), org.apache.ivy.plugins.resolver.DualResolver.getDependency(DependencyDescriptor, ResolveData), org.apache.ivy.core.resolve.IvyNode.loadData(String, IvyNode, String, String, boolean, IvyNodeUsage)",0.18954506894282513,,
"org.apache.ivy.plugins.resolver.packager.PackagerCacheEntry.build(Resource, Map)",,"org.apache.ivy.plugins.resolver.packager.PackagerCacheEntry.build(Resource, Map)",0.1871884136313607,,
"org.apache.ivy.plugins.report.XmlReportWriter.ouputRevision(ConfigurationResolveReport, PrintWriter, List, IvyNode)",HotExec,"org.apache.ivy.plugins.report.XmlReportWriter.ouputRevision(ConfigurationResolveReport, PrintWriter, List, IvyNode), org.apache.ivy.plugins.report.XmlReportWriter.output(ConfigurationResolveReport, String[], OutputStream)",0.18589102185225187,,
org.apache.ivy.core.settings.IvySettings.logModuleWhenFound(),FreqExec,"org.apache.ivy.core.settings.IvySettings.logModuleWhenFound(), org.apache.ivy.core.resolve.IvyNode.loadData(String, IvyNode, String, String, boolean, IvyNodeUsage)",0.1819342473009998,,
"org.apache.ivy.plugins.resolver.BasicResolver.parse(ResolvedResource, DependencyDescriptor, ResolveData)",HotCallee,"org.apache.ivy.plugins.resolver.BasicResolver.parse(ResolvedResource, DependencyDescriptor, ResolveData), org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DependencyResolver, ResolvedResource, DependencyDescriptor, Artifact, ResourceDownloader, CacheMetadataOptions), org.apache.ivy.util.Message.debug(String)",0.18043037140050566,,
"org.apache.ivy.core.settings.XmlSettingsParser.settingsStarted(String, Map)",FreqExec,"org.apache.ivy.core.settings.XmlSettingsParser.settingsStarted(String, Map), org.apache.ivy.core.settings.XmlSettingsParser.startElement(String, String, String, Attributes)",0.17857394808265764,"org.apache.ivy.core.settings.XmlSettingsParser.settingsStarted(String, Map)",IVY-1044
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, boolean)",HotCallee,"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, boolean), org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean)",0.1771871075186574,,
"org.apache.ivy.plugins.repository.vsftp.VsftpRepository.readResponse(boolean, long)",,"org.apache.ivy.plugins.repository.vsftp.VsftpRepository.readResponse(boolean, long)",0.1748874469112561,,
org.apache.ivy.ant.IvyPublish.doExecute(),HotCallee,"org.apache.ivy.ant.IvyPublish.doExecute(), org.apache.ivy.ant.IvyTask.execute(), org.apache.ivy.ant.IvyTask.getIvyInstance()",0.17332052353904306,,
org.apache.ivy.ant.IvyRepositoryReport.doExecute(),,org.apache.ivy.ant.IvyRepositoryReport.doExecute(),0.17264858551283163,,
"org.apache.ivy.core.settings.XmlSettingsParser.inConfiguratorStarted(String, Map)",FreqExec,"org.apache.ivy.core.settings.XmlSettingsParser.inConfiguratorStarted(String, Map), org.apache.ivy.core.settings.XmlSettingsParser.startElement(String, String, String, Attributes)",0.1705290538272452,,
org.apache.ivy.ant.IvyArtifactReport.doExecute(),HotCallee,"org.apache.ivy.ant.IvyArtifactReport.doExecute(), org.apache.ivy.core.resolve.ResolveEngine.getDependencies(ModuleDescriptor, ResolveOptions, ResolveReport), org.apache.ivy.ant.IvyTask.getIvyInstance()",0.16994846800187777,,
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.saveResolvers(ModuleDescriptor, String, String)",FreqExec,"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.saveResolvers(ModuleDescriptor, String, String), org.apache.ivy.core.cache.DefaultRepositoryCacheManager.originalToCachedModuleDescriptor(DependencyResolver, ResolvedResource, Artifact, ResolvedModuleRevision, ModuleDescriptorWriter), org.apache.ivy.core.resolve.IvyNode.loadData(String, IvyNode, String, String, boolean, IvyNodeUsage)",0.16993964489404068,,
"org.apache.ivy.plugins.parser.m2.PomReader.setProperty(String, String)",FreqExec,"org.apache.ivy.plugins.parser.m2.PomReader.setProperty(String, String), org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean)",0.16879194494082925,,
org.apache.ivy.ant.IvyTask.execute(),HotCallee,"org.apache.ivy.ant.IvyTask.execute(), org.apache.ivy.ant.IvyPublish.doExecute(), org.apache.ivy.ant.IvyTask.prepareTask(), org.apache.ivy.ant.IvyResolve.doExecute(), org.apache.ivy.ant.IvyReport.doExecute(), org.apache.ivy.ant.IvyRetrieve.doExecute(), org.apache.ivy.ant.IvyInstall.doExecute(), org.apache.ivy.ant.IvyArtifactProperty.doExecute(), org.apache.ivy.ant.IvyCachePath.doExecute(), org.apache.ivy.ant.IvyBuildList.doExecute(), org.apache.ivy.ant.IvyArtifactReport.doExecute()",0.16839133408879733,"org.apache.ivy.ant.IvyRetrieve.doExecute(), org.apache.ivy.ant.IvyRetrieve.doExecute()","IVY-1252, IVY-1044"
"org.apache.ivy.plugins.resolver.util.ResolverHelper.listTokenValues(URLLister, String, String)",,"org.apache.ivy.plugins.resolver.util.ResolverHelper.listTokenValues(URLLister, String, String)",0.16530936623988926,,
"org.apache.ivy.plugins.resolver.util.ResolverHelper.listTokenValues(Repository, String, String)",,"org.apache.ivy.plugins.resolver.util.ResolverHelper.listTokenValues(Repository, String, String)",0.16437197018121055,,
org.apache.ivy.plugins.report.LogReportOutputter.output(ConfigurationResolveReport),FreqExec,"org.apache.ivy.plugins.report.LogReportOutputter.output(ConfigurationResolveReport), org.apache.ivy.plugins.report.LogReportOutputter.output(ResolveReport, ResolutionCacheManager, ResolveOptions)",0.1630917208449119,,
"org.apache.ivy.plugins.resolver.BasicResolver.checkDescriptorConsistency(ModuleRevisionId, ModuleDescriptor, ResolvedResource)",,"org.apache.ivy.plugins.resolver.BasicResolver.checkDescriptorConsistency(ModuleRevisionId, ModuleDescriptor, ResolvedResource)",0.16234309300928323,,
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean)",HotCallee,"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, Resource, boolean), org.apache.ivy.plugins.parser.m2.PomReader.PomReader(URL, Resource), org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.addSourcesAndJavadocArtifactsIfPresent(PomModuleDescriptorBuilder, ParserSettings)",0.15787035021498033,"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.addSourcesAndJavadocArtifactsIfPresent(PomModuleDescriptorBuilder, ParserSettings)",IVY-1529
"org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.resolveTokenValues(String[], String, Map, boolean)",,"org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.resolveTokenValues(String[], String, Map, boolean)",0.15473490332428438,,
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.transformInstance(ModuleDescriptor, Namespace)",,"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.transformInstance(ModuleDescriptor, Namespace)",0.15252937710818576,,
"org.apache.ivy.core.resolve.ResolveEngine.resolve(ModuleDescriptor, ResolveOptions)",HotCallee,"org.apache.ivy.core.resolve.ResolveEngine.resolve(ModuleDescriptor, ResolveOptions), org.apache.ivy.core.resolve.ResolveEngine.getDependencies(ModuleDescriptor, ResolveOptions, ResolveReport), org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.toIvyFile(File), org.apache.ivy.core.event.EventManager.fireIvyEvent(IvyEvent), org.apache.ivy.core.IvyContext.getContext()",0.15156606073021234,,
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getExtraAttributes(),FreqExec,"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getExtraAttributes(), org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.printInfoTag(ModuleDescriptor, PrintWriter), org.apache.ivy.plugins.report.XmlReportWriter.ouputRevision(ConfigurationResolveReport, PrintWriter, List, IvyNode)",0.15144621747587395,,
org.apache.ivy.ant.IvyBuildList.doExecute(),HotCallee,"org.apache.ivy.ant.IvyBuildList.doExecute(), org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.parseDescriptor(ParserSettings, URL, boolean), org.apache.ivy.util.Message.debug(String), org.apache.ivy.ant.IvyTask.getIvyInstance()",0.1502308711212898,,
org.apache.ivy.ant.IvyResolve.doExecute(),HotCallee,"org.apache.ivy.ant.IvyResolve.doExecute(), org.apache.ivy.Ivy.resolve(URL, ResolveOptions), org.apache.ivy.core.settings.IvySettings.setVariable(String, String), org.apache.ivy.ant.IvyTask.getIvyInstance()",0.1472130832844046,,
"org.apache.ivy.core.resolve.ResolveEngine.downloadArtifacts(ResolveReport, Filter, DownloadOptions)",,"org.apache.ivy.core.resolve.ResolveEngine.downloadArtifacts(ResolveReport, Filter, DownloadOptions)",0.14502630992807272,,
org.apache.ivy.core.resolve.IvyNode.getDependencyDescriptor(IvyNode),FreqExec,"org.apache.ivy.core.resolve.IvyNode.getDependencyDescriptor(IvyNode), org.apache.ivy.core.resolve.IvyNode.loadData(String, IvyNode, String, String, boolean, IvyNodeUsage), org.apache.ivy.core.resolve.VisitNode.getDependencyDescriptor(), org.apache.ivy.core.resolve.VisitNode.isTransitive(), org.apache.ivy.core.resolve.ResolveEngine.resolve(ModuleDescriptor, ResolveOptions), org.apache.ivy.plugins.conflict.LatestConflictManager.resolveConflicts(IvyNode, Collection)",0.14415223769915567,,
"org.apache.ivy.core.resolve.ResolveEngine.doFetchDependencies(VisitNode, String)",HotCallee,"org.apache.ivy.core.resolve.ResolveEngine.doFetchDependencies(VisitNode, String), org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(VisitNode, String, boolean), org.apache.ivy.core.resolve.VisitNode.getDependencies(String)",0.14198135647589308,,
org.apache.ivy.core.resolve.VisitNode.getModuleId(),FreqExec,"org.apache.ivy.core.resolve.VisitNode.getModuleId(), org.apache.ivy.core.resolve.ResolveEngine.resolveConflict(VisitNode, VisitNode, String, Collection)",0.14024253863293465,,
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.addDependency(Resource, PomDependencyData)",,"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.addDependency(Resource, PomDependencyData)",0.14018381866520913,,
"org.apache.ivy.core.resolve.ResolveEngine.resolveConflict(VisitNode, String)",HotCallee,"org.apache.ivy.core.resolve.ResolveEngine.resolveConflict(VisitNode, String), org.apache.ivy.core.resolve.ResolveEngine.resolveConflict(VisitNode, VisitNode, String, Collection)",0.13937938245172424,,
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String)",,"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String)",0.1355351466086896,,
"org.apache.ivy.util.FileUtil.symlink(File, File, CopyProgressListener, boolean)",,"org.apache.ivy.util.FileUtil.symlink(File, File, CopyProgressListener, boolean)",0.13523458807921598,"org.apache.ivy.util.FileUtil.symlink(File, File, CopyProgressListener, boolean)",IVY-1252
"org.apache.ivy.core.resolve.ResolveEngine.handleTransiviteEviction(ModuleDescriptor, String[], ResolveData, List)",,"org.apache.ivy.core.resolve.ResolveEngine.handleTransiviteEviction(ModuleDescriptor, String[], ResolveData, List)",0.13476815005838283,,
"org.apache.ivy.ant.IvyReport.genStyled(String[], File, String)",HotCallee,"org.apache.ivy.ant.IvyReport.genStyled(String[], File, String), org.apache.ivy.ant.IvyTask.getIvyInstance()",0.13458575460679206,,
"org.apache.ivy.util.url.ApacheURLLister.retrieveListing(URL, boolean, boolean)",,"org.apache.ivy.util.url.ApacheURLLister.retrieveListing(URL, boolean, boolean)",0.13340478189104504,,
"org.apache.ivy.plugins.resolver.BasicResolver.getAndCheck(Resource, File)","HotCyclic, FreqExec","org.apache.ivy.plugins.resolver.RepositoryResolver.get(Resource, File), org.apache.ivy.plugins.repository.file.FileRepository.get(String, File), org.apache.ivy.plugins.repository.file.FileRepository.copy(File, File, boolean), org.apache.ivy.util.FileUtil.copy(File, File, CopyProgressListener, boolean), org.apache.ivy.util.FileUtil.copy(InputStream, File, CopyProgressListener), org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener), org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.end(CopyProgressEvent), org.apache.ivy.plugins.repository.AbstractRepository.fireTransferCompleted(), org.apache.ivy.plugins.repository.AbstractRepository.fireTransferEvent(TransferEvent), org.apache.ivy.core.event.EventManager.transferProgress(TransferEvent), org.apache.ivy.core.event.EventManager.fireIvyEvent(IvyEvent), org.apache.ivy.core.event.FilteredIvyListener.progress(IvyEvent), org.apache.ivy.ant.AntBuildTrigger.progress(IvyEvent), org.apache.ivy.ant.IvyTask.execute(), org.apache.ivy.ant.IvyResolve.doExecute(), org.apache.ivy.Ivy.resolve(URL, ResolveOptions), org.apache.ivy.core.resolve.ResolveEngine.resolve(URL, ResolveOptions), org.apache.ivy.core.resolve.ResolveEngine.resolve(ModuleDescriptor, ResolveOptions), org.apache.ivy.core.resolve.ResolveEngine.getDependencies(ModuleDescriptor, ResolveOptions, ResolveReport), org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(VisitNode, String, boolean), org.apache.ivy.core.resolve.VisitNode.loadData(String, boolean), org.apache.ivy.core.resolve.IvyNode.loadData(String, IvyNode, String, String, boolean, IvyNodeUsage), org.apache.ivy.plugins.resolver.BasicResolver.getDependency(DependencyDescriptor, ResolveData), org.apache.ivy.plugins.resolver.BasicResolver.parse(ResolvedResource, DependencyDescriptor, ResolveData), org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DependencyResolver, ResolvedResource, DependencyDescriptor, Artifact, ResourceDownloader, CacheMetadataOptions), org.apache.ivy.core.cache.DefaultRepositoryCacheManager.download(Artifact, ArtifactResourceResolver, ResourceDownloader, CacheDownloadOptions), org.apache.ivy.plugins.resolver.BasicResolver.getAndCheck(Resource, File)",0.13298603348103102,"org.apache.ivy.util.FileUtil.copy(File, File, CopyProgressListener, boolean), org.apache.ivy.util.FileUtil.copy(InputStream, File, CopyProgressListener), org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener)","IVY-1252, IVY-1252, IVY-1252"
org.apache.ivy.ant.AntBuildTrigger.progress(IvyEvent),,org.apache.ivy.ant.AntBuildTrigger.progress(IvyEvent),0.13205954891410562,,
"org.apache.ivy.core.resolve.ResolveEngine.resolve(URL, ResolveOptions)",HotCallee,"org.apache.ivy.core.resolve.ResolveEngine.resolve(URL, ResolveOptions), org.apache.ivy.core.resolve.ResolveEngine.resolve(ModuleDescriptor, ResolveOptions), org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.parseDescriptor(ParserSettings, URL, boolean), org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(ParserSettings, URL, boolean)",0.13157921270272868,,
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.download(Artifact, ArtifactResourceResolver, ResourceDownloader, CacheDownloadOptions)","HotCyclic, FreqExec","org.apache.ivy.plugins.resolver.RepositoryResolver.get(Resource, File), org.apache.ivy.plugins.repository.file.FileRepository.get(String, File), org.apache.ivy.plugins.repository.file.FileRepository.copy(File, File, boolean), org.apache.ivy.util.FileUtil.copy(File, File, CopyProgressListener, boolean), org.apache.ivy.util.FileUtil.copy(InputStream, File, CopyProgressListener), org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener), org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.end(CopyProgressEvent), org.apache.ivy.plugins.repository.AbstractRepository.fireTransferCompleted(), org.apache.ivy.plugins.repository.AbstractRepository.fireTransferEvent(TransferEvent), org.apache.ivy.core.event.EventManager.transferProgress(TransferEvent), org.apache.ivy.core.event.EventManager.fireIvyEvent(IvyEvent), org.apache.ivy.core.event.FilteredIvyListener.progress(IvyEvent), org.apache.ivy.ant.AntBuildTrigger.progress(IvyEvent), org.apache.ivy.ant.IvyTask.execute(), org.apache.ivy.ant.IvyResolve.doExecute(), org.apache.ivy.Ivy.resolve(URL, ResolveOptions), org.apache.ivy.core.resolve.ResolveEngine.resolve(URL, ResolveOptions), org.apache.ivy.core.resolve.ResolveEngine.resolve(ModuleDescriptor, ResolveOptions), org.apache.ivy.core.resolve.ResolveEngine.getDependencies(ModuleDescriptor, ResolveOptions, ResolveReport), org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(VisitNode, String, boolean), org.apache.ivy.core.resolve.VisitNode.loadData(String, boolean), org.apache.ivy.core.resolve.IvyNode.loadData(String, IvyNode, String, String, boolean, IvyNodeUsage), org.apache.ivy.plugins.resolver.BasicResolver.getDependency(DependencyDescriptor, ResolveData), org.apache.ivy.plugins.resolver.BasicResolver.parse(ResolvedResource, DependencyDescriptor, ResolveData), org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DependencyResolver, ResolvedResource, DependencyDescriptor, Artifact, ResourceDownloader, CacheMetadataOptions), org.apache.ivy.core.cache.DefaultRepositoryCacheManager.download(Artifact, ArtifactResourceResolver, ResourceDownloader, CacheDownloadOptions), org.apache.ivy.plugins.resolver.BasicResolver.getAndCheck(Resource, File), org.apache.ivy.plugins.resolver.BasicResolver.download(Artifact[], DownloadOptions)",0.13108539901428032,,
org.apache.ivy.ant.IvyInfo.doExecute(),,org.apache.ivy.ant.IvyInfo.doExecute(),0.13039877505597877,,
