method,pattern,space
org.apache.pdfbox.io.ScratchFileBuffer.isEOF(),FreqExec,"org.apache.pdfbox.io.ScratchFileBuffer.isEOF(); org.apache.pdfbox.io.RandomAccessInputStream.read(); org.apache.pdfbox.io.RandomAccessInputStream.read(byte[], int, int); org.apache.pdfbox.pdfparser.RandomAccessSource.isEOF(); org.apache.pdfbox.pdfparser.COSParser.parseXrefTable(long); org.apache.pdfbox.pdfparser.COSParser.bfSearchForObjects(); org.apache.pdfbox.io.ScratchFileBuffer_ESTest.test40(); org.apache.pdfbox.io.ScratchFileBuffer_ESTest.test22(); org.apache.pdfbox.io.ScratchFileBuffer_ESTest.test03()"
"org.apache.pdfbox.filter.LZWFilter.calculateChunk(int, int)",FreqExec,"org.apache.pdfbox.filter.LZWFilter.calculateChunk(int, int); org.apache.pdfbox.filter.LZWFilter.encode(InputStream, OutputStream, COSDictionary); org.apache.pdfbox.filter.LZWFilter.doLZWDecode(InputStream, OutputStream, int)"
org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processAllColorSpace(PDColorSpace),FreqExec,org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processAllColorSpace(PDColorSpace); org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.validate(); org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processIndexedColorSpace(PDColorSpace)
org.apache.pdfbox.pdmodel.common.PDStream.createInputStream(),HotCallee,org.apache.pdfbox.pdmodel.common.PDStream.createInputStream(); org.apache.pdfbox.cos.COSStream.createInputStream()
"org.apache.pdfbox.preflight.process.StreamValidationProcess.validateStreamObject(PreflightContext, COSObject)",FreqExec,"org.apache.pdfbox.preflight.process.StreamValidationProcess.validateStreamObject(PreflightContext, COSObject); org.apache.pdfbox.preflight.process.StreamValidationProcess.validate(PreflightContext); org.apache.pdfbox.preflight.process.StreamValidationProcess_ESTest.test11(); org.apache.pdfbox.preflight.process.StreamValidationProcess_ESTest.test08()"
org.apache.pdfbox.util.DateConverter.toISO8601(Calendar),FreqExec,"org.apache.pdfbox.util.DateConverter.toISO8601(Calendar); org.apache.pdfbox.util.TestDateUtil.checkParse(int, int, int, int, int, int, int, int, String); org.apache.pdfbox.util.TestDateUtil.checkToString(int, int, int, int, int, int, TimeZone, int, int); org.apache.pdfbox.util.DateConverter_ESTest.test02()"
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement.PDStructureElement(COSDictionary),FreqExec,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement.PDStructureElement(COSDictionary); org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode.create(COSDictionary)
org.apache.pdfbox.filter.CCITTFaxDecoderStream.decodeRow(),HotCyclic,org.apache.pdfbox.filter.CCITTFaxDecoderStream.fetch(); org.apache.pdfbox.filter.CCITTFaxDecoderStream.decodeRow(); org.apache.pdfbox.filter.CCITTFaxDecoderStream.decodeRowType6(); org.apache.pdfbox.filter.CCITTFaxDecoderStream.decode2D(); org.apache.pdfbox.filter.CCITTFaxDecoderStream.readBit(); org.apache.pdfbox.filter.CCITTFaxDecoderStream.read()
org.apache.pdfbox.filter.CCITTFaxDecoderStream.decodeRow(),FreqExec,org.apache.pdfbox.filter.CCITTFaxDecoderStream.decodeRow(); org.apache.pdfbox.filter.CCITTFaxDecoderStream.fetch()
org.apache.pdfbox.io.ScratchFile.createBuffer(),FreqExec,"org.apache.pdfbox.io.ScratchFile.createBuffer(); org.apache.pdfbox.cos.COSInputStream.create(List<Filter>, COSDictionary, InputStream, ScratchFile); org.apache.pdfbox.cos.COSStream.createOutputStream(COSBase); org.apache.pdfbox.cos.COSStream.createRawOutputStream(); org.apache.pdfbox.cos.COSStream.ensureRandomAccessExists(boolean)"
org.apache.pdfbox.contentstream.PDFStreamEngine.getGraphicsState(),FreqExec,"org.apache.pdfbox.contentstream.PDFStreamEngine.getGraphicsState(); org.apache.pdfbox.contentstream.operator.text.SetFontAndSize.process(Operator, List<COSBase>); org.apache.pdfbox.preflight.content.PreflightContentStream.validateText(byte[]); org.apache.pdfbox.preflight.content.PreflightStreamEngine.getColorSpace(String); org.apache.pdfbox.contentstream.PDFStreamEngine.clipToRect(PDRectangle); org.apache.pdfbox.contentstream.PDFStreamEngine.processStream(PDContentStream); org.apache.pdfbox.rendering.PageDrawer.getNonStrokingPaint(); org.apache.pdfbox.rendering.PageDrawer.setClip(); org.apache.pdfbox.rendering.PageDrawer.drawGlyph2D(Glyph2D, PDFont, int, Vector, AffineTransform); org.apache.pdfbox.contentstream.PDFStreamEngine.showText(byte[]); org.apache.pdfbox.contentstream.PDFStreamEngine.transformWidth(float); org.apache.pdfbox.rendering.PageDrawer.getStroke(); org.apache.pdfbox.rendering.PageDrawer.getStrokingPaint(); org.apache.pdfbox.rendering.PageDrawer.strokePath(); org.apache.pdfbox.rendering.PageDrawer.endPath(); org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColor.getColorSpace(); org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColor.setColor(PDColor); org.apache.pdfbox.contentstream.operator.color.SetNonStrokingDeviceGrayColor.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.transformedPoint(float, float); org.apache.pdfbox.contentstream.operator.color.SetStrokingColor.getColorSpace(); org.apache.pdfbox.contentstream.operator.color.SetStrokingColor.setColor(PDColor); org.apache.pdfbox.contentstream.operator.color.SetStrokingDeviceGrayColor.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.state.Concatenate.process(Operator, List<COSBase>); org.apache.pdfbox.rendering.PageDrawer.endTextClip(); org.apache.pdfbox.contentstream.operator.state.SetLineWidth.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.processAnnotation(PDAnnotation, PDAppearanceStream); org.apache.pdfbox.contentstream.operator.state.SetFlatness.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.setLineDashPattern(COSArray, int); org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.text.SetWordSpacing.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.state.SetLineCapStyle.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.state.SetLineJoinStyle.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.state.SetLineMiterLimit.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.text.SetCharSpacing.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.text.SetTextRise.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.text.SetTextHorizontalScaling.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.text.SetTextLeading.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.state.SetGraphicsStateParameters.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.text.NextLine.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.color.SetNonStrokingDeviceRGBColor.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.state.SetRenderingIntent.process(Operator, List<COSBase>); org.apache.pdfbox.rendering.PageDrawer.drawBufferedImage(BufferedImage, AffineTransform); org.apache.pdfbox.rendering.PageDrawer.drawImage(PDImage); org.apache.pdfbox.text.LegacyPDFStreamEngine.showGlyph(Matrix, PDFont, int, String, Vector); org.apache.pdfbox.contentstream.PDFStreamEngine.showTextStrings(COSArray); org.apache.pdfbox.contentstream.operator.color.SetStrokingColorSpace.process(Operator, List<COSBase>); org.apache.pdfbox.rendering.PageDrawer.fillPath(int); org.apache.pdfbox.contentstream.operator.color.SetStrokingDeviceRGBColor.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColorSpace.process(Operator, List<COSBase>); org.apache.pdfbox.examples.rendering.CustomPageDrawer$MyPageDrawer.getPaint(PDColor)"
"org.apache.pdfbox.filter.CCITTFaxDecoderStream.getNextChangingElement(int, boolean)",FreqExec,"org.apache.pdfbox.filter.CCITTFaxDecoderStream.getNextChangingElement(int, boolean); org.apache.pdfbox.filter.CCITTFaxDecoderStream.decode2D()"
org.apache.pdfbox.pdmodel.font.PDType0Font.getDisplacement(int),FreqExec,org.apache.pdfbox.pdmodel.font.PDType0Font.getDisplacement(int); org.apache.pdfbox.contentstream.PDFStreamEngine.showText(byte[])
"org.apache.pdfbox.filter.CCITTFaxEncoderStream.getNextRefChanges(int, boolean)",FreqExec,"org.apache.pdfbox.filter.CCITTFaxEncoderStream.getNextRefChanges(int, boolean); org.apache.pdfbox.filter.CCITTFaxEncoderStream.encode2D()"
"org.apache.pdfbox.contentstream.operator.graphics.StrokePath.process(Operator, List<COSBase>)",FreqExec,"org.apache.pdfbox.contentstream.operator.graphics.StrokePath.process(Operator, List<COSBase>); org.apache.pdfbox.contentstream.PDFStreamEngine.processOperator(Operator, List<COSBase>); org.apache.pdfbox.contentstream.operator.graphics.StrokePath_ESTest.test1()"
org.apache.pdfbox.pdfparser.PDFXRefStream.addEntry(COSWriterXRefEntry),FreqExec,"org.apache.pdfbox.pdfparser.PDFXRefStream.addEntry(COSWriterXRefEntry); org.apache.pdfbox.pdfwriter.COSWriter.doWriteXRefInc(COSDocument, long); org.apache.pdfbox.pdfparser.PDFXRefStream_ESTest.test2(); org.apache.pdfbox.pdfparser.PDFXRefStream_ESTest.test1(); org.apache.pdfbox.pdfparser.PDFXRefStream_ESTest.test4()"
"org.apache.pdfbox.preflight.utils.ContextHelper.validateElement(PreflightContext, String)",FreqExec,"org.apache.pdfbox.preflight.utils.ContextHelper.validateElement(PreflightContext, String); org.apache.pdfbox.preflight.PreflightDocument.validate()"
org.apache.pdfbox.pdfparser.RandomAccessSource.isEOF(),FreqExec,org.apache.pdfbox.pdfparser.RandomAccessSource.isEOF(); org.apache.pdfbox.pdfparser.BaseParser.readLine(); org.apache.pdfbox.pdfparser.RandomAccessSource_ESTest.test29(); org.apache.pdfbox.pdfparser.RandomAccessSource_ESTest.test28(); org.apache.pdfbox.pdfparser.RandomAccessSource_ESTest.test10(); org.apache.pdfbox.pdfparser.RandomAccessSource_ESTest.test38()
org.apache.pdfbox.io.RandomAccessInputStream.restorePosition(),HotCyclic,"org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.seek(long); java.util.HashMap.put(Object, Object); org.bouncycastle.cms.SignerId.hashCode(); org.bouncycastle.cert.selector.X509CertificateHolderSelector.hashCode(); org.bouncycastle.asn1.x500.X500Name.hashCode(); org.bouncycastle.asn1.x500.style.AbstractX500NameStyle.calculateHashCode(X500Name); org.bouncycastle.asn1.x500.RDN.getFirst(); org.bouncycastle.asn1.x500.AttributeTypeAndValue.getInstance(Object); org.bouncycastle.asn1.ASN1Sequence.getInstance(Object); org.bouncycastle.asn1.ASN1Primitive.fromByteArray(byte[]); org.bouncycastle.asn1.ASN1InputStream.readObject(); org.bouncycastle.asn1.ASN1InputStream.buildObject(int, int, int); org.bouncycastle.asn1.ASN1InputStream.createPrimitiveDERObject(int, DefiniteLengthInputStream, byte[][]); org.bouncycastle.asn1.ASN1InputStream.getBuffer(DefiniteLengthInputStream, byte[][]); org.bouncycastle.util.io.Streams.readFully(InputStream, byte[]); org.bouncycastle.util.io.Streams.readFully(InputStream, byte[], int, int); org.bouncycastle.asn1.DefiniteLengthInputStream.read(byte[], int, int); java.io.FilterInputStream.read(byte[], int, int); org.apache.pdfbox.io.RandomAccessInputStream.read(byte[], int, int); org.apache.pdfbox.io.RandomAccessInputStream.restorePosition()"
org.apache.pdfbox.io.RandomAccessInputStream.restorePosition(),FreqExec,"org.apache.pdfbox.io.RandomAccessInputStream.restorePosition(); org.apache.pdfbox.io.RandomAccessInputStream.read(); org.apache.pdfbox.io.RandomAccessInputStream.read(byte[], int, int); org.apache.pdfbox.io.RandomAccessInputStream.available()"
"org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateGroupTransparency(PreflightContext, PDPage)",FreqExec,"org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateGroupTransparency(PreflightContext, PDPage); org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validate(PreflightContext); org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess_ESTest.test0()"
org.apache.pdfbox.pdfparser.BaseParser.readExpectedChar(char),FreqExec,org.apache.pdfbox.pdfparser.BaseParser.readExpectedChar(char); org.apache.pdfbox.pdfparser.BaseParser.parseCOSName(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSArray(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSDictionaryValue(); org.apache.pdfbox.pdfparser.BaseParser.parseCOSDictionary()
org.apache.pdfbox.pdfwriter.COSStandardOutputStream.writeEOL(),FreqExec,"org.apache.pdfbox.pdfwriter.COSStandardOutputStream.writeEOL(); org.apache.pdfbox.pdfwriter.COSWriter.visitFromArray(COSArray); org.apache.pdfbox.pdfwriter.COSWriter.visitFromDictionary(COSDictionary); org.apache.pdfbox.pdfwriter.COSWriter.visitFromStream(COSStream); org.apache.pdfbox.pdfwriter.COSWriter.doWriteObject(COSBase); org.apache.pdfbox.pdfwriter.COSWriter.writeXrefRange(long, long); org.apache.pdfbox.pdfwriter.COSWriter.doWriteXRefTable(); org.apache.pdfbox.pdfwriter.COSWriter.doWriteTrailer(COSDocument); org.apache.pdfbox.pdfwriter.COSWriter.doWriteHeader(COSDocument); org.apache.pdfbox.pdfwriter.COSWriter.visitFromDocument(COSDocument)"
org.apache.pdfbox.pdmodel.font.PDSimpleFont.PDSimpleFont(String),FreqExec,org.apache.pdfbox.pdmodel.font.PDSimpleFont.PDSimpleFont(String); org.apache.pdfbox.pdmodel.font.PDType1Font.PDType1Font(String)
