id, seed, size, upperDepth, upperWidth, lowerDepth, lowerWidth
66,"org.apache.avro.mapred.tether.TetherKeyComparator.compare(TetherData, TetherData)",41,0,0,7,19
67,"org.apache.avro.mapred.tether.TetherRecordReader.TetherRecordReader(JobConf, FileSplit)",66,1,1,7,18
68,org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter.TreeMapSegmenter(SortedSet),1,0,0,0,0
69,avro.examples.baseball.Player.Builder.Builder(avro.examples.baseball.Player),31,0,0,3,17
70,org.apache.avro.ipc.RPCContext.getHandshakeRequest(),1,0,0,0,0
71,org.apache.avro.thrift.test.Foo.add_args.isSet(_Fields),3,0,0,1,2
72,org.apache.avro.io.BinaryEncoder.writeZero(),7,2,4,0,0
73,"org.apache.avro.ipc.SaslSocketTransceiver.write(Status, String, ByteBuffer)",14,3,7,2,2
74,org.apache.avro.compiler.specific.SpecificCompiler.addStringType(Protocol),77,5,3,5,28
75,org.apache.avro.file.DataFileStream.next(),87,6,14,7,9
76,"org.apache.avro.io.parsing.ResolvingGrammarGenerator.getBinary(Schema, JsonNode)",71,6,13,4,29
77,"org.apache.avro.Schema.FixedSchema.FixedSchema(Name, String, int)",47,4,23,3,2
78,org.apache.avro.thrift.test.Foo.add_args.writeObject(java.io.ObjectOutputStream),3,0,0,2,1
79,"org.apache.avro.mapred.Pair.Pair(CharSequence, Integer)",16,0,0,7,4
80,org.apache.avro.Protocol.toString(),244,14,63,7,10
81,org.apache.avro.io.BlockingBinaryEncoder.setItemCount(long),3,0,0,2,1
82,org.apache.avro.thrift.test.Nested.getFieldValue(_Fields),2,0,0,1,1
83,org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter.getBuckets.(Anon_1).next(),2,0,0,1,1
84,org.apache.avro.io.Encoder.setItemCount(long),75,6,34,0,0
85,org.apache.avro.ipc.stats.Stopwatch.start(),12,5,5,1,1
86,"org.apache.avro.Schema.NamedSchema.writeNameRef(Names, JsonGenerator)",39,4,7,4,10
87,org.apache.avro.thrift.test.Foo.ping_result.ping_result(ping_result),2,1,1,0,0
88,"org.apache.avro.thrift.test.Error.setFieldValue(_Fields, Object)",3,0,0,1,2
89,"org.apache.avro.generic.GenericData.newRecord(Object, Schema)",90,5,28,1,1
90,org.apache.avro.io.Perf.RecordWithDefault.getDecoder(),87,0,0,10,21
91,org.apache.avro.file.SnappyCodec.equals(Object),1,0,0,0,0
92,org.apache.avro.ipc.SocketServer.main(String[]),6,0,0,1,5
93,org.apache.avro.file.SnappyCodec.getName(),2,1,1,0,0
94,org.apache.avro.io.LegacyBinaryEncoder.LegacyBinaryEncoder(OutputStream),2,0,0,1,1
95,org.apache.avro.mapred.AvroRecordReader.getProgress(),3,0,0,2,1
96,org.apache.avro.ipc.stats.Histogram.EntryIterator.next(),2,0,0,1,1
97,org.apache.avro.mojo.AbstractAvroMojo.execute(),6,0,0,2,4
98,"org.apache.avro.mapred.Pair.Pair(CharSequence, ByteBuffer)",16,0,0,7,4
99,"org.apache.avro.reflect.ReflectData.getField(Class, String)",9,3,2,2,1
100,"org.apache.avro.tool.SpecificCompilerTool.determineInputs(List, FilenameFilter)",93,10,23,0,0
101,org.apache.avro.io.BlockingBinaryEncoder.endBlockedValue(),19,3,2,3,7
102,org.apache.avro.Schema.createMap(Schema),81,5,43,2,1
103,org.apache.avro.file.DeflateCodec.getOutputBuffer(int),6,2,3,0,0
104,"org.apache.avro.file.DataFileReader.SeekableInputStream.read(byte[], int, int)",3,1,1,1,1
105,"org.apache.avro.mapred.AvroTextOutputFormat.getRecordWriter(FileSystem, JobConf, String, Progressable)",28,0,0,4,15
106,"org.apache.avro.mapred.AvroMapper.map(IN, AvroCollector, Reporter)",5,2,2,1,1
107,org.apache.avro.ipc.trace.Trace.Trace(TraceNode),5,3,2,0,0
108,"org.apache.avro.file.DataFileReader.DataFileReader(File, DatumReader)",92,7,10,7,16
109,org.apache.avro.thrift.test.Nested.equals(Object),2,0,0,1,1
110,org.apache.avro.mapred.SequenceFileReader.tell(),1,0,0,0,0
111,org.apache.avro.ipc.RPCContext.responseCallMeta(),269,14,69,0,0
112,org.apache.avro.io.Decoder.skipString(),31,4,22,0,0
113,org.apache.avro.ipc.Server.close(),4,2,2,0,0
114,"org.apache.avro.mapred.Pair.Pair(Double, Float)",16,0,0,7,4
115,org.apache.avro.ipc.trace.TraceCollection.TraceNodeStats.getMaxTime(List),3,0,0,1,2
116,org.apache.avro.mapred.tether.TetherJob.submitJob(JobConf),3,0,0,2,1
117,"org.apache.avro.file.DataFileWriter.setMeta(String, byte[])",114,8,32,2,3
118,org.apache.avro.thrift.test.Error.compareTo(Error),2,0,0,1,1
119,org.apache.avro.generic.GenericArray.reverse(),1,0,0,0,0
120,"org.apache.avro.compiler.specific.SpecificCompiler.compileProtocol(File[], File)",94,3,2,8,23
121,"org.apache.avro.mapred.tether.TetherTask.map(IN, Collector)",190,14,44,0,0
122,org.apache.avro.io.parsing.SkipParser.skipTo(int),8,2,2,2,3
123,org.apache.avro.ipc.DatagramServer.main(String[]),5,0,0,2,3
124,org.apache.avro.thrift.ThriftData.getSchema(FieldValueMetaData),27,0,0,5,12
125,org.apache.avro.io.Decoder.readBoolean(),48,4,35,0,0
126,org.apache.avro.thrift.test.Foo.add_args.add_args(add_args),2,1,1,0,0
127,org.apache.avro.ipc.Requestor.getTransceiver(),295,12,71,0,0
128,"org.apache.avro.mapred.Pair.Pair(Void, Long)",16,0,0,7,4
129,org.apache.avro.ipc.trace.TraceNode.getPreLinkTime(),12,2,5,1,1
130,org.apache.avro.mapred.AvroSerialization.AvroWrapperSerializer.AvroWrapperSerializer(DatumWriter),19,6,5,0,0
131,org.apache.avro.Schema.EnumSchema.getEnumOrdinal(String),1,0,0,0,0
132,"org.apache.avro.ipc.NettyServer.NettyServerAvroHandler.messageReceived(ChannelHandlerContext, MessageEvent)",266,0,0,14,69
133,org.apache.avro.io.Decoder.skipFixed(int),29,4,20,0,0
134,org.apache.avro.ipc.HttpTransceiver.HttpTransceiver(URL),182,14,31,0,0
135,org.apache.avro.file.DataFileReader12.getMetaLong(String),36,6,12,2,1
136,org.apache.avro.thrift.test.Nested.compareTo(Nested),2,0,0,1,1
137,org.apache.avro.thrift.test.Nested.readObject(java.io.ObjectInputStream),4,0,0,2,2
138,"org.apache.avro.io.parsing.Symbol.ResolvingAction.flatten(Map, Map)",3,0,0,1,2
139,org.apache.avro.io.Perf.GenericResolving.GenericResolving(String),4,1,3,0,0
140,"org.apache.avro.mapred.Pair.Pair(ByteBuffer, GenericContainer)",17,0,0,7,4
141,org.apache.avro.Schema.parse(File),39,6,11,1,1
142,org.apache.avro.generic.GenericRecordBuilder.get(int),4,2,1,1,1
143,org.apache.avro.mapred.FsInput.tell(),67,8,18,0,0
144,org.apache.avro.specific.SpecificDatumWriter.SpecificDatumWriter(Class),31,0,0,6,13
145,"org.apache.avro.io.BlockingBinaryEncoder.writeFixed(byte[], int, int)",13,0,0,5,5
146,org.apache.avro.file.CodecFactory.snappyCodec(),1,0,0,0,0
147,"org.apache.avro.thrift.test.Nested.setFieldValue(_Fields, Object)",4,0,0,2,2
148,org.apache.avro.Schema.hashCode(),8,1,5,2,1
149,org.apache.avro.io.Perf.GenericWithPromotion.GenericWithPromotion(),2,0,0,1,1
150,"org.apache.avro.generic.GenericData.hashCodeAdd(int, Object, Schema)",30,0,0,5,11
151,org.apache.avro.thrift.test.Foo.ping_result.deepCopy(),2,0,0,1,1
152,org.apache.avro.tool.Tool.getName(),6,2,3,0,0
153,org.apache.avro.ipc.NettyServer.NettyServer.(Anon_1).getPipeline(),1,0,0,0,0
154,org.apache.avro.reflect.ReflectData.isRecord(Object),29,0,0,6,13
155,org.apache.avro.io.BlockingBinaryEncoder.writeFloat(float),12,0,0,4,5
156,org.apache.avro.ipc.HttpServer.start(),43,13,10,0,0
157,org.apache.avro.io.BinaryDecoder.ByteSource.available(),3,0,0,1,2
158,org.apache.avro.protobuf.ProtobufData.getRecordSchema(Object),1,0,0,0,0
159,org.apache.avro.file.DataFileWriter.flush(),125,8,27,4,5
160,org.apache.avro.util.WeakIdentityHashMap.containsKey(Object),3,0,0,1,2
161,org.apache.avro.io.BinaryEncoder.writeMapEnd(),32,6,9,1,1
162,org.apache.avro.io.JsonDecoder.mapNext(),11,0,0,4,3
163,org.apache.avro.io.ParsingEncoder.pop(),13,4,4,2,1
164,org.apache.avro.io.BufferedBinaryEncoder.writeDouble(double),5,0,0,3,2
165,org.apache.avro.reflect.ReflectData.getFields(Class),52,6,22,2,1
166,org.apache.avro.ipc.trace.SpanAggregator.SpanAggregationResults.SpanAggregationResults(),5,2,3,0,0
167,"org.apache.avro.thrift.ThriftData.setField(Object, String, int, Object)",1,0,0,0,0
168,"org.apache.avro.io.JsonEncoder.doAction(Symbol, Symbol)",3,0,0,2,1
169,org.apache.avro.thrift.test.Foo.ping_result._Fields.findByName(String),1,0,0,0,0
170,org.apache.avro.ipc.NettyTransceiver.transceive(List),9,0,0,4,3
171,org.apache.avro.Protocol.getName(),77,6,29,0,0
172,org.apache.avro.Schema.equals(Object),159,8,42,1,1
173,"org.apache.avro.mapred.Pair.Pair(ByteBuffer, CharSequence)",16,0,0,7,4
174,"org.apache.avro.reflect.ReflectDatumReader.newArray(Object, int, Schema)",15,0,0,4,5
175,org.apache.avro.io.BinaryDecoder.BinaryDecoder(),4,3,1,0,0
176,org.apache.avro.ipc.trace.InMemorySpanStorage.getAllSpans(),1,0,0,0,0
177,org.apache.avro.generic.GenericData.toString(Object),18,2,4,3,7
178,org.apache.avro.thrift.test.Nested.writeObject(java.io.ObjectOutputStream),3,0,0,2,1
179,org.apache.avro.specific.SpecificRecordBuilderBase.SpecificRecordBuilderBase(SpecificRecordBuilderBase),6,1,1,3,2
180,org.apache.avro.Schema.validateName(String),10,3,3,2,1
181,org.apache.avro.io.Perf.GenericNestedFake.GenericNestedFake(),1,0,0,0,0
182,"org.apache.avro.io.BinaryData.encodeInt(int, byte[], int)",18,4,6,0,0
183,org.apache.avro.file.DataFileWriter.writeBlock(),47,6,13,2,5
184,org.apache.avro.thrift.test.Foo.add_args.setNum2IsSet(boolean),8,2,4,0,0
185,org.apache.avro.specific.SpecificErrorBuilderBase.SpecificErrorBuilderBase(SpecificErrorBuilderBase),5,0,0,3,2
186,org.apache.avro.file.DataFileReader.SeekableInputStream.skip(long),4,0,0,1,3
187,"org.apache.avro.mapred.Pair.Pair(Object, GenericContainer)",41,0,0,6,17
188,org.apache.avro.io.EncoderFactory.configureBlockSize(int),10,5,3,0,0
189,"org.apache.avro.mapred.tether.TetherReducer.reduce(TetherData, Iterator, OutputCollector, Reporter)",41,0,0,7,9
190,org.apache.avro.ipc.RPCContext.requestCallMeta(),128,10,31,0,0
191,"org.apache.avro.thrift.test.Foo.AsyncClient.add_call.add_call(int, int, org.apache.thrift.async.AsyncMethodCallback, org.apache.thrift.async.TAsyncClient, org.apache.thrift.protocol.TProtocolFactory, org.apache.thrift.transport.TNonblockingTransport)",2,1,1,0,0
192,"org.apache.avro.protobuf.ProtobufDatumReader.readBytes(Object, Decoder)",3,0,0,2,1
193,org.apache.avro.specific.SpecificErrorBuilderBase.SpecificErrorBuilderBase(T),9,0,0,3,6
194,"org.apache.avro.io.DirectBinaryDecoder.ReuseByteReader.read(ByteBuffer, int)",5,0,0,2,2
195,"org.apache.avro.ipc.trace.TraceCollection.recursiveProcess(TraceNode, TraceNodeStats)",11,4,2,2,4
196,org.apache.avro.ipc.stats.Histogram.Segmenter.size(),3,1,2,0,0
197,org.apache.avro.mapred.AvroJob.setInputReflect(JobConf),3,2,1,0,0
198,org.apache.avro.io.JsonDecoder.readArrayStart(),12,0,0,4,4
199,org.apache.avro.RandomData.main(String[]),33,0,0,5,11
200,org.apache.avro.thrift.test.Foo.Processor.add.getEmptyArgsInstance(),2,0,0,1,1
201,"org.apache.avro.generic.GenericData.setField(Object, String, int, Object)",7,4,2,1,1
202,org.apache.avro.ipc.Requestor.Request.getBytes(),291,15,36,9,31
203,org.apache.avro.mapred.AvroAsTextInputFormat.listStatus(JobConf),1,0,0,0,0
204,org.apache.avro.Schema.computeHash(),9,2,5,1,2
205,org.apache.avro.ipc.stats.StatsServer.stop(),1,0,0,0,0
206,org.apache.avro.ipc.specific.SpecificRequestor.getDatumReader(Schema),6,0,0,4,2
207,"org.apache.avro.compiler.specific.SpecificCompiler.compileProtocol(File, File)",90,1,1,9,23
208,org.apache.avro.Schema.getName(),84,7,41,0,0
209,"org.apache.avro.io.DecoderFactory.binaryDecoder(byte[], BinaryDecoder)",26,4,7,5,3
210,org.apache.avro.io.ValidatingDecoder.readBoolean(),73,5,37,3,3
211,"org.apache.avro.io.BinaryDecoder.BinaryDecoder(InputStream, int)",10,1,1,4,3
212,org.apache.avro.io.JsonEncoder.writeEnum(int),9,0,0,3,4
213,org.apache.avro.io.ValidatingEncoder.writeString(String),11,0,0,3,5
214,org.apache.avro.thrift.test.Foo.ping_args._Fields.findByThriftIdOrThrow(int),2,0,0,1,1
215,"org.apache.avro.ipc.Responder.writeResponse(Schema, Object, Encoder)",263,14,69,0,0
216,org.apache.avro.generic.GenericRecordBuilder.hashCode(),36,0,0,6,13
217,org.apache.avro.Schema.Name.equals(Object),2,1,1,0,0
218,org.apache.avro.io.ValidatingEncoder.writeNull(),8,0,0,3,3
219,org.apache.avro.generic.GenericData.Fixed.Fixed(Schema),4,0,0,3,1
220,org.apache.avro.io.JsonDecoder.readEnum(),13,0,0,4,5
221,org.apache.avro.ipc.trace.Util.getPayloadSize(List),11,2,6,0,0
222,"org.apache.avro.generic.GenericDatumWriter.write(Schema, Object, Encoder)",68,1,2,4,30
223,org.apache.avro.io.BinaryData.(Anon_1).initialValue(),12,0,0,6,3
224,org.apache.avro.io.BinaryDecoder.readBytes(ByteBuffer),63,6,24,4,3
225,org.apache.avro.generic.GenericRecordBuilder.GenericRecordBuilder(Schema),5,0,0,3,2
226,org.apache.avro.ipc.SaslSocketServer.SaslSocketServer.(Anon_2).getServer(),1,0,0,0,0
227,org.apache.avro.io.BlockingBinaryEncoder.writeMapEnd(),18,0,0,4,8
228,org.apache.avro.io.LegacyBinaryEncoder.writeIndex(int),2,0,0,1,1
229,org.apache.avro.specific.SpecificDatumWriter.SpecificDatumWriter(Schema),8,1,3,2,2
230,"org.apache.avro.io.BinaryDecoder.BinaryDecoder(byte[], int, int)",14,2,4,4,3
231,"org.apache.avro.protobuf.ProtobufDatumWriter.ProtobufDatumWriter(Schema, ProtobufData)",4,0,0,2,2
232,"org.apache.avro.tool.RpcReceiveTool.SinkResponder.respond(Message, Object)",95,0,0,8,32
233,org.apache.avro.compiler.specific.SpecificCompiler.javaEscape(Object),1,0,0,0,0
234,"org.apache.avro.compiler.specific.SpecificCompiler.compileSchema(File[], File)",94,3,2,8,23
235,org.apache.avro.Schema.LockableArrayList.remove(Object),2,0,0,1,1
236,org.apache.avro.ipc.trace.SingletonTestingTracePlugin.clearSingletonInfo(),1,0,0,0,0
237,org.apache.avro.io.Decoder.readFixed(byte[]),67,6,23,1,1
238,"org.apache.avro.io.parsing.Symbol.UnionAdjustAction.UnionAdjustAction(int, Symbol)",3,2,1,0,0
239,"org.apache.avro.mapred.Pair.Pair(Object, Double)",40,0,0,6,17
240,org.apache.avro.generic.GenericDatumReader.GenericDatumReader(Schema),342,12,76,1,2
241,org.apache.avro.io.parsing.Symbol.IntCheckAction.IntCheckAction(int),5,1,2,2,1
242,"org.apache.avro.mapred.Pair.Pair(Integer, Long)",16,0,0,7,4
243,org.apache.avro.thrift.test.Foo.zip_args._Fields.findByThriftIdOrThrow(int),2,0,0,1,1
244,"org.apache.avro.io.BinaryData.encodeLong(long, byte[], int)",14,5,3,0,0
245,"org.apache.avro.ipc.ResponderServlet.doPost(HttpServletRequest, HttpServletResponse)",269,0,0,15,69
246,"org.apache.avro.RandomData.randomBytes(Random, int)",19,4,11,0,0
247,"org.apache.avro.thrift.test.Foo.Iface.add(int, int)",4,2,2,0,0
248,org.apache.avro.mapred.tether.TetherData.buffer(ByteBuffer),45,7,12,0,0
249,org.apache.avro.ipc.RPCPlugin.serverConnecting(RPCContext),236,14,67,0,0
250,org.apache.avro.file.DataFileStream.resolveCodec(),70,6,24,2,4
251,"org.apache.avro.io.DecoderFactory.createBinaryDecoder(InputStream, BinaryDecoder)",11,0,0,5,3
252,"org.apache.avro.compiler.specific.SpecificCompiler.compileToDestination(File, File)",107,5,9,7,28
253,"org.apache.avro.generic.GenericDatumReader.newMap(Object, int)",73,6,34,0,0
254,"org.apache.avro.ipc.trace.TraceClientServlet.getTemplate(VelocityEngine, String)",7,3,4,0,0
255,"org.apache.avro.mapred.SequenceFileRecordReader.SequenceFileRecordReader(JobConf, FileSplit)",5,1,1,2,2
256,"org.apache.avro.ipc.HttpServer.HttpServer(ResponderServlet, String, int)",5,2,3,0,0
257,org.apache.avro.thrift.test.Foo.ping_result.read(org.apache.thrift.protocol.TProtocol),3,1,1,1,1
258,org.apache.avro.io.ValidatingDecoder.readNull(),73,5,37,3,3
259,org.apache.avro.Protocol.getType(String),16,0,0,4,10
260,org.apache.avro.ipc.stats.StatsPlugin.clientSendRequest(RPCContext),11,0,0,4,6
261,org.apache.avro.ipc.trace.FileSpanStorage.DiskWriterThread.assureCurrentWriter(),33,4,5,6,5
262,org.apache.avro.mapred.AvroOutputFormat.getRecordWriter.(Anon_1).close(Reporter),17,0,0,6,5
263,org.apache.avro.file.DataFileReader12.next(),22,1,1,5,7
264,"org.apache.avro.Schema.FixedSchema.toJson(Names, JsonGenerator)",29,0,0,5,10
265,org.apache.avro.mapred.AvroAsTextRecordReader.getProgress(),3,0,0,2,1
266,org.apache.avro.io.BinaryDecoder.BufferAccessor.setLimit(int),4,2,2,0,0
267,org.apache.avro.io.EncoderFactory.get(),367,12,71,0,0
268,org.apache.avro.generic.GenericData.Fixed.hashCode(),1,0,0,0,0
269,org.apache.avro.thrift.test.Foo.AsyncClient.add_call.write_args(org.apache.thrift.protocol.TProtocol),8,0,0,2,4
270,"org.apache.avro.io.BinaryDecoder.doReadBytes(byte[], int, int)",14,5,4,1,1
271,org.apache.avro.ipc.SaslSocketTransceiver.SaslParticipant.evaluate(byte[]),14,4,8,0,0
272,org.apache.avro.thrift.test.Foo.add_args.fieldForId(int),2,0,0,1,1
273,avro.examples.baseball.Player.Builder.Builder(avro.examples.baseball.Player.Builder),6,0,0,4,2
274,org.apache.avro.io.Perf.GenericResolving.getReaderSchema(),5,3,2,0,0
275,org.apache.avro.Schema.Field.order(),98,5,47,0,0
276,"org.apache.avro.mapred.tether.TetherOutputService.TetherOutputService(OutputCollector, Reporter)",30,7,9,0,0
277,"org.apache.avro.mapred.Pair.Pair(Object, Void)",40,0,0,6,17
278,"org.apache.avro.ipc.NettyServer.NettyServer(Responder, InetSocketAddress, ChannelFactory)",2,1,1,0,0
279,org.apache.avro.mapred.tether.TetherOutputService.waitForFinish(),45,8,9,1,1
280,org.apache.avro.io.Encoder.writeString(String),257,15,48,2,2
281,org.apache.avro.compiler.specific.SpecificCompiler.mangle(String),82,7,23,3,1
282,org.apache.avro.ipc.trace.TraceCollection.TraceNodeStats.printBrief(),9,1,1,3,4
283,org.apache.avro.io.JsonDecoder.error(String),43,3,19,2,1
284,org.apache.avro.io.LegacyBinaryEncoder.flush(),1,0,0,0,0
285,"org.apache.avro.ipc.generic.GenericResponder.writeError(Schema, Object, Encoder)",9,0,0,4,3
286,org.apache.avro.protobuf.ProtobufDatumWriter.ProtobufDatumWriter(Class),58,0,0,7,17
287,org.apache.avro.thrift.test.Error.write(org.apache.thrift.protocol.TProtocol),3,1,1,1,1
288,org.apache.avro.ipc.NettyTransportCodec.NettyDataPack.getSerial(),5,2,2,0,0
289,org.apache.avro.io.JsonDecoder.readString(Utf8),15,0,0,4,5
290,org.apache.avro.io.BinaryDecoder.readDouble(),6,0,0,3,3
291,"org.apache.avro.io.BinaryDecoder.ByteArrayByteSource.tryReadRaw(byte[], int, int)",2,1,1,0,0
292,org.apache.avro.mapred.tether.TetherTaskRunner.complete(),8,0,0,3,4
293,org.apache.avro.io.parsing.Parser.depth(),9,4,3,0,0
294,org.apache.avro.Schema.NamedSchema.getDoc(),39,6,12,0,0
295,org.apache.avro.io.Perf.ResolvingRecord.getDecoder(),87,0,0,10,21
296,org.apache.avro.mapred.HadoopMapper.MapCollector.collect(OUT),4,0,0,1,3
297,org.apache.avro.thrift.test.Foo.zip_args._Fields.findByThriftId(int),3,1,2,0,0
298,"org.apache.avro.reflect.ReflectData.getField(Object, String, int)",6,0,0,3,2
299,org.apache.avro.ipc.trace.TraceNode.getResponsePayloadSize(),2,0,0,1,1
300,org.apache.avro.io.JsonEncoder.writeArrayStart(),9,0,0,3,3
301,"org.apache.avro.mapred.Pair.Pair(GenericContainer, Float)",17,0,0,7,4
302,"org.apache.avro.mapred.tether.TetherOutputFormat.getRecordWriter.(Anon_1).write(TetherData, NullWritable)",18,0,0,5,5
303,org.apache.avro.Protocol.toJson(JsonGenerator),22,1,1,5,10
304,"org.apache.avro.ipc.reflect.ReflectResponder.ReflectResponder(Protocol, Object)",29,0,0,12,10
305,org.apache.avro.Schema.create(Type),143,6,67,2,9
306,org.apache.avro.ipc.trace.TracePlugin.initializeClientServer(),12,3,6,1,1
307,org.apache.avro.mapred.HadoopCombiner.getCollector(OutputCollector),2,0,0,1,1
308,org.apache.avro.ipc.RPCPlugin.clientFinishConnect(RPCContext),191,14,44,0,0
309,org.apache.avro.ipc.DatagramTransceiver.DatagramTransceiver(SocketAddress),1,0,0,0,0
310,org.apache.avro.Schema.RecordSchema.equals(Object),5,0,0,2,3
311,org.apache.avro.io.Decoder.readIndex(),59,7,36,0,0
312,"org.apache.avro.Schema.getFieldAlias(Name, String, Map)",36,5,17,0,0
