method,LOC,Cyclomatic,FanIn,FanOut,Loop
"org.apache.xmpbox.schema.XMPSchema.removeUnqualifiedBagValue(String, String)",4,1,13,1,0
"org.apache.xmpbox.schema.XMPSchema.addBagValueAsSimple(String, String)",4,1,3,1,0
"org.apache.xmpbox.schema.XMPSchema.internalAddBagValue(String, String)",15,2,6,6,0
"org.apache.xmpbox.schema.XMPSchema.addQualifiedBagValue(String, String)",4,1,18,1,0
org.apache.xmpbox.schema.XMPSchema.getUnqualifiedBagValueList(String),12,2,17,3,0
"org.apache.xmpbox.schema.XMPSchema.removeUnqualifiedSequenceValue(String, String)",4,1,4,1,0
"org.apache.xmpbox.schema.XMPSchema.removeUnqualifiedArrayValue(String, AbstractField)",24,5,3,11,2
"org.apache.xmpbox.schema.XMPSchema.removeUnqualifiedSequenceValue(String, AbstractField)",4,1,3,1,0
"org.apache.xmpbox.schema.XMPSchema.addUnqualifiedSequenceValue(String, String)",16,2,10,6,0
"org.apache.xmpbox.schema.XMPSchema.addBagValue(String, AbstractField)",14,2,5,5,0
"org.apache.xmpbox.schema.XMPSchema.addUnqualifiedSequenceValue(String, AbstractField)",15,2,6,5,0
org.apache.xmpbox.schema.XMPSchema.getUnqualifiedSequenceValueList(String),12,2,6,3,0
"org.apache.xmpbox.schema.XMPSchema.removeUnqualifiedSequenceDateValue(String, Calendar)",27,6,4,12,2
"org.apache.xmpbox.schema.XMPSchema.addSequenceDateValueAsSimple(String, Calendar)",4,1,3,1,0
"org.apache.xmpbox.schema.XMPSchema.addUnqualifiedSequenceDateValue(String, Calendar)",7,1,7,4,0
org.apache.xmpbox.schema.XMPSchema.getUnqualifiedSequenceDateValueList(String),21,4,4,10,1
org.apache.xmpbox.schema.XMPSchema.reorganizeAltOrder(ComplexPropertyContainer),46,9,4,12,4
"org.apache.xmpbox.schema.XMPSchema.setUnqualifiedLanguagePropertyValue(String, String, String)",51,6,14,17,1
"org.apache.xmpbox.schema.XMPSchema.getUnqualifiedLanguagePropertyValue(String, String)",33,7,11,12,1
org.apache.xmpbox.schema.XMPSchema.getUnqualifiedLanguagePropertyLanguagesValue(String),34,5,9,12,1
org.apache.xmpbox.schema.XMPSchema.merge(XMPSchema),71,14,2,20,5
org.apache.xmpbox.schema.XMPSchema.getUnqualifiedArrayList(String),33,6,5,12,2
"org.apache.xmpbox.schema.XMPSchema.instanciateSimple(String, Object)",5,1,45,6,0
org.apache.xmpbox.XMPMetadata.XMPMetadata(),5,1,5,2,0
"org.apache.xmpbox.XMPMetadata.XMPMetadata(String, String, String, String)",9,1,6,9,0
org.apache.xmpbox.XMPMetadata.createXMPMetadata(),4,1,22,2,0
"org.apache.xmpbox.XMPMetadata.createXMPMetadata(String, String, String, String)",5,1,6,2,0
org.apache.xmpbox.XMPMetadata.getTypeMapping(),4,1,31,1,0
org.apache.xmpbox.XMPMetadata.getXpacketBytes(),4,1,3,1,0
org.apache.xmpbox.XMPMetadata.getXpacketEncoding(),4,1,3,1,0
org.apache.xmpbox.XMPMetadata.getXpacketBegin(),4,1,3,1,0
org.apache.xmpbox.XMPMetadata.getXpacketId(),4,1,3,1,0
org.apache.xmpbox.XMPMetadata.getAllSchemas(),10,2,8,6,1
org.apache.xmpbox.XMPMetadata.setEndXPacket(String),4,1,2,1,0
org.apache.xmpbox.XMPMetadata.getEndXPacket(),4,1,2,1,0
org.apache.xmpbox.XMPMetadata.getSchema(String),14,3,6,6,1
org.apache.xmpbox.XMPMetadata.getSchema(Class<? extends XMPSchema>),5,1,9,4,0
org.apache.xmpbox.XMPMetadata.clearSchemas(),4,1,1,1,0
"org.apache.xmpbox.XMPMetadata.getSchema(String, String)",14,3,4,8,1
"org.apache.xmpbox.XMPMetadata.createAndAddDefaultSchema(String, String)",7,1,2,4,0
org.apache.xmpbox.XMPMetadata.createAndAddPDFAExtensionSchemaWithDefaultNS(),7,1,0,4,0
org.apache.xmpbox.XMPMetadata.createAndAddXMPRightsManagementSchema(),7,1,1,4,0
"org.apache.xmpbox.XMPMetadata.createAndAddPDFAExtensionSchemaWithNS(Map<String, String>)",8,1,0,4,0
org.apache.xmpbox.XMPMetadata.getPDFExtensionSchema(),4,1,0,2,0
org.apache.xmpbox.XMPMetadata.createAndAddPFAIdentificationSchema(),7,1,8,4,0
org.apache.xmpbox.XMPMetadata.getPDFIdentificationSchema(),4,1,2,2,0
org.apache.xmpbox.XMPMetadata.createAndAddDublinCoreSchema(),7,1,10,4,0
org.apache.xmpbox.XMPMetadata.createAndAddBasicJobTicketSchema(),7,1,3,4,0
org.apache.xmpbox.XMPMetadata.getDublinCoreSchema(),4,1,7,2,0
org.apache.xmpbox.XMPMetadata.getBasicJobTicketSchema(),4,1,3,2,0
org.apache.xmpbox.XMPMetadata.getXMPRightsManagementSchema(),4,1,1,2,0
org.apache.xmpbox.XMPMetadata.getPhotoshopSchema(),4,1,1,2,0
org.apache.xmpbox.XMPMetadata.createAndAddXMPBasicSchema(),7,1,7,4,0
org.apache.xmpbox.XMPMetadata.getXMPBasicSchema(),4,1,4,2,0
org.apache.xmpbox.XMPMetadata.createAndAddXMPMediaManagementSchema(),7,1,1,4,0
org.apache.xmpbox.XMPMetadata.createAndAddPhotoshopSchema(),7,1,1,4,0
org.apache.xmpbox.XMPMetadata.getXMPMediaManagementSchema(),4,1,1,2,0
org.apache.xmpbox.XMPMetadata.createAndAddAdobePDFSchema(),7,1,10,4,0
org.apache.xmpbox.XMPMetadata.getAdobePDFSchema(),4,1,4,2,0
org.apache.xmpbox.XMPMetadata.addSchema(XMPSchema),4,1,18,1,0
org.apache.xmpbox.XMPMetadata.removeSchema(XMPSchema),4,1,2,1,0
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject.PDDefaultAttributeObject(),3,1,0,1,0
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject.PDDefaultAttributeObject(COSDictionary),4,1,2,2,0
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject.getAttributeNames(),13,3,2,8,1
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject.getAttributeValue(String),4,1,3,3,0
"org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject.getAttributeValue(String, COSBase)",9,2,2,3,0
"org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject.setAttribute(String, COSBase)",6,1,2,5,0
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject.toString(),16,3,0,12,1
org.apache.pdfbox.cos.COSBase.COSBase(),4,1,1,2,0
org.apache.pdfbox.cos.COSBase.getFilterManager(),4,1,4,2,0
org.apache.pdfbox.cos.COSBase.getCOSObject(),4,1,3,1,0
org.apache.pdfbox.cos.COSBase.accept(ICOSVisitor),1,1,4,1,0
org.apache.pdfbox.cos.COSBase.setNeedToBeUpdate(boolean),4,1,6,1,0
org.apache.pdfbox.cos.COSBase.isDirect(),4,1,5,1,0
org.apache.pdfbox.cos.COSBase.setDirect(boolean),4,1,21,1,0
org.apache.pdfbox.cos.COSBase.isNeedToBeUpdate(),4,1,3,1,0
org.apache.pdfbox.cos.COSDictionary.COSDictionary(),3,1,136,1,0
org.apache.pdfbox.cos.COSDictionary.COSDictionary(COSDictionary),4,1,4,2,0
org.apache.pdfbox.cos.COSDictionary.containsValue(Object),9,2,3,3,0
org.apache.pdfbox.cos.COSDictionary.getKeyForValue(Object),13,3,3,6,1
org.apache.pdfbox.cos.COSDictionary.size(),4,1,8,2,0
org.apache.pdfbox.cos.COSDictionary.clear(),4,1,6,1,0
org.apache.pdfbox.cos.COSDictionary.getDictionaryObject(String),4,1,127,3,0
"org.apache.pdfbox.cos.COSDictionary.getDictionaryObject(String, String)",9,2,4,3,0
"org.apache.pdfbox.cos.COSDictionary.getDictionaryObject(COSName, COSName)",9,2,18,2,0
org.apache.pdfbox.cos.COSDictionary.getDictionaryObject(String[]),9,2,5,3,1
org.apache.pdfbox.cos.COSDictionary.getDictionaryObject(COSName),13,3,347,3,0
"org.apache.pdfbox.cos.COSDictionary.setItem(COSName, COSBase)",11,2,296,2,0
"org.apache.pdfbox.cos.COSDictionary.setItem(COSName, COSObjectable)",9,2,87,2,0
"org.apache.pdfbox.cos.COSDictionary.setItem(String, COSObjectable)",4,1,72,2,0
"org.apache.pdfbox.cos.COSDictionary.setBoolean(String, boolean)",4,1,13,3,0
"org.apache.pdfbox.cos.COSDictionary.setBoolean(COSName, boolean)",4,1,27,2,0
"org.apache.pdfbox.cos.COSDictionary.setItem(String, COSBase)",4,1,41,2,0
"org.apache.pdfbox.cos.COSDictionary.setName(String, String)",4,1,29,2,0
"org.apache.pdfbox.cos.COSDictionary.setName(COSName, String)",9,2,89,2,0
"org.apache.pdfbox.cos.COSDictionary.setDate(String, Calendar)",4,1,3,2,0
"org.apache.pdfbox.cos.COSDictionary.setDate(COSName, Calendar)",4,1,10,2,0
"org.apache.pdfbox.cos.COSDictionary.setEmbeddedDate(String, String, Calendar)",4,1,5,2,0
"org.apache.pdfbox.cos.COSDictionary.setEmbeddedDate(String, COSName, Calendar)",13,3,4,4,0
"org.apache.pdfbox.cos.COSDictionary.setString(String, String)",4,1,32,2,0
"org.apache.pdfbox.cos.COSDictionary.setString(COSName, String)",9,2,56,2,0
"org.apache.pdfbox.cos.COSDictionary.setEmbeddedString(String, String, String)",4,1,7,2,0
"org.apache.pdfbox.cos.COSDictionary.setEmbeddedString(String, COSName, String)",13,3,4,4,0
"org.apache.pdfbox.cos.COSDictionary.setInt(String, int)",4,1,10,2,0
"org.apache.pdfbox.cos.COSDictionary.setInt(COSName, int)",4,1,78,2,0
"org.apache.pdfbox.cos.COSDictionary.setLong(String, long)",4,1,2,2,0
"org.apache.pdfbox.cos.COSDictionary.setLong(COSName, long)",6,1,12,2,0
"org.apache.pdfbox.cos.COSDictionary.setEmbeddedInt(String, String, int)",4,1,4,2,0
"org.apache.pdfbox.cos.COSDictionary.setEmbeddedInt(String, COSName, int)",10,2,4,4,0
"org.apache.pdfbox.cos.COSDictionary.setFloat(String, float)",4,1,12,2,0
"org.apache.pdfbox.cos.COSDictionary.setFloat(COSName, float)",5,1,17,2,0
org.apache.pdfbox.cos.COSDictionary.getNameAsString(String),4,1,21,3,0
org.apache.pdfbox.cos.COSDictionary.getNameAsString(COSName),17,4,55,4,0
"org.apache.pdfbox.cos.COSDictionary.getNameAsString(String, String)",4,1,8,3,0
"org.apache.pdfbox.cos.COSDictionary.getNameAsString(COSName, String)",9,2,18,2,0
org.apache.pdfbox.cos.COSDictionary.getString(String),4,1,27,3,0
org.apache.pdfbox.cos.COSDictionary.getString(COSName),10,2,61,3,0
"org.apache.pdfbox.cos.COSDictionary.getString(String, String)",4,1,9,3,0
"org.apache.pdfbox.cos.COSDictionary.getString(COSName, String)",9,2,4,2,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedString(String, String)",4,1,6,3,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedString(String, COSName)",4,1,2,2,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedString(String, String, String)",4,1,3,3,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedString(String, COSName, String)",10,2,6,3,0
org.apache.pdfbox.cos.COSDictionary.getDate(String),4,1,2,3,0
org.apache.pdfbox.cos.COSDictionary.getDate(COSName),5,1,8,3,0
"org.apache.pdfbox.cos.COSDictionary.getDate(String, Calendar)",4,1,2,3,0
"org.apache.pdfbox.cos.COSDictionary.getDate(COSName, Calendar)",9,2,4,2,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedDate(String, String)",4,1,4,3,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedDate(String, COSName)",4,1,2,2,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedDate(String, String, Calendar)",4,1,3,3,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedDate(String, COSName, Calendar)",10,2,6,3,0
"org.apache.pdfbox.cos.COSDictionary.getBoolean(String, boolean)",4,1,15,3,0
"org.apache.pdfbox.cos.COSDictionary.getBoolean(COSName, boolean)",4,1,26,2,0
"org.apache.pdfbox.cos.COSDictionary.getBoolean(COSName, COSName, boolean)",10,2,5,3,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedInt(String, String)",4,1,3,3,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedInt(String, COSName)",4,1,3,2,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedInt(String, String, int)",4,1,3,3,0
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedInt(String, COSName, int)",10,2,5,3,0
org.apache.pdfbox.cos.COSDictionary.getInt(String),4,1,5,3,0
org.apache.pdfbox.cos.COSDictionary.getInt(COSName),4,1,27,2,0
"org.apache.pdfbox.cos.COSDictionary.getInt(String[], int)",10,2,2,3,0
"org.apache.pdfbox.cos.COSDictionary.getInt(String, int)",4,1,5,3,0
"org.apache.pdfbox.cos.COSDictionary.getInt(COSName, int)",4,1,50,2,0
"org.apache.pdfbox.cos.COSDictionary.getInt(COSName, COSName)",4,1,2,2,0
"org.apache.pdfbox.cos.COSDictionary.getInt(COSName, COSName, int)",10,2,7,3,0
org.apache.pdfbox.cos.COSDictionary.getLong(String),4,1,1,3,0
org.apache.pdfbox.cos.COSDictionary.getLong(COSName),4,1,5,2,0
"org.apache.pdfbox.cos.COSDictionary.getLong(String[], long)",10,2,2,3,0
"org.apache.pdfbox.cos.COSDictionary.getLong(String, long)",4,1,2,3,0
"org.apache.pdfbox.cos.COSDictionary.getLong(COSName, long)",10,2,6,3,0
org.apache.pdfbox.cos.COSDictionary.getFloat(String),4,1,7,3,0
org.apache.pdfbox.cos.COSDictionary.getFloat(COSName),4,1,3,2,0
"org.apache.pdfbox.cos.COSDictionary.getFloat(String, float)",4,1,7,3,0
"org.apache.pdfbox.cos.COSDictionary.getFloat(COSName, float)",10,2,18,3,0
org.apache.pdfbox.cos.COSDictionary.removeItem(COSName),4,1,43,1,0
org.apache.pdfbox.cos.COSDictionary.getItem(COSName),4,1,83,2,0
