method,pattern,space
org.apache.cxf.catalog.OASISCatalogManager.getCatalogManager(Bus),HotCallee,org.apache.cxf.catalog.OASISCatalogManager.getCatalogManager(Bus); org.apache.cxf.bus.extension.ExtensionManagerBus.getExtension(Class<T>)
org.apache.cxf.ws.policy.PolicyEngineImpl.setBus(Bus),HotCallee,org.apache.cxf.ws.policy.PolicyEngineImpl.setBus(Bus); org.apache.cxf.bus.extension.ExtensionManagerBus.getExtension(Class<T>); org.apache.cxf.ws.policy.PolicyEngineImpl.addBusInterceptors()
"org.apache.cxf.staxutils.StaxUtils.isDeclared(Element, String, String)",FreqExec,"org.apache.cxf.staxutils.StaxUtils.isDeclared(Element, String, String); org.apache.cxf.staxutils.StaxUtils.readDocElements(Document, Node, XMLStreamReader, boolean, boolean, boolean)"
org.apache.cxf.rs.security.oauth2.jws.JwsCompactProducer.signWith(JwsSignatureProvider),HotCallee,org.apache.cxf.rs.security.oauth2.jws.JwsCompactProducer.signWith(JwsSignatureProvider)
org.apache.cxf.jaxrs.provider.AbstractJAXBProvider.objectFactoryOrIndexAvailable(Class<?>),HotCallee,org.apache.cxf.jaxrs.provider.AbstractJAXBProvider.objectFactoryOrIndexAvailable(Class<?>)
org.apache.cxf.wsdl.service.factory.ClassReader.readInt(),FreqExec,org.apache.cxf.wsdl.service.factory.ClassReader.readInt(); org.apache.cxf.wsdl.service.factory.ClassReader.readAttributes(); org.apache.cxf.wsdl.service.factory.ParamReader.ParamReader(byte[]); org.apache.cxf.wsdl.service.factory.ParamReader.readCode()
"org.apache.cxf.binding.xml.wsdl11.XMLWSDLExtensionLoader.createExtensor(WSDLManager, Class<?>, Class<?>)",HotCallee,"org.apache.cxf.binding.xml.wsdl11.XMLWSDLExtensionLoader.createExtensor(WSDLManager, Class<?>, Class<?>); org.apache.cxf.wsdl.JAXBExtensionHelper.addExtensions(ExtensionRegistry, Class<?>, Class<?>)"
org.apache.cxf.jaxrs.model.OperationResourceInfo.checkDefaultParameterValue(),FreqExec,"org.apache.cxf.jaxrs.model.OperationResourceInfo.checkDefaultParameterValue(); org.apache.cxf.jaxrs.model.OperationResourceInfo.OperationResourceInfo(Method, Method, ClassResourceInfo)"
"org.apache.cxf.wsdl11.WSDLServiceBuilder.copyExtensionAttributes(AbstractPropertiesHolder, javax.wsdl.extensions.AttributeExtensible)",FreqExec,"org.apache.cxf.wsdl11.WSDLServiceBuilder.copyExtensionAttributes(AbstractPropertiesHolder, javax.wsdl.extensions.AttributeExtensible); org.apache.cxf.wsdl11.WSDLServiceBuilder.buildEndpoint(ServiceInfo, BindingInfo, Port); org.apache.cxf.wsdl11.WSDLServiceBuilder.buildBinding(ServiceInfo, Binding); org.apache.cxf.wsdl11.WSDLServiceBuilder.buildInterfaceOperation(InterfaceInfo, Operation); org.apache.cxf.wsdl11.WSDLServiceBuilder.buildInterface(ServiceInfo, PortType); org.apache.cxf.wsdl11.WSDLServiceBuilder.buildServices(Definition, Service, QName, DescriptionInfo)"
org.apache.cxf.jaxrs.utils.HttpUtils.pathEncode(String),FreqExec,"org.apache.cxf.jaxrs.utils.HttpUtils.pathEncode(String); org.apache.cxf.jaxrs.utils.HttpUtils.encodePartiallyEncoded(String, boolean)"
"org.apache.cxf.service.model.BindingInfo.buildOperation(QName, String, String)",FreqExec,"org.apache.cxf.service.model.BindingInfo.buildOperation(QName, String, String); org.apache.cxf.wsdl.binding.AbstractWSDLBindingFactory.initializeBindingInfo(ServiceInfo, Binding, BindingInfo); org.apache.cxf.wsdl11.WSDLServiceBuilder.buildBinding(ServiceInfo, Binding); org.apache.cxf.binding.soap.SoapBindingFactory.createBindingInfo(ServiceInfo, String, Object)"
"org.apache.cxf.bus.spring.Jsr250BeanPostProcessor.postProcessBeforeDestruction(Object, String)",FreqExec,"org.apache.cxf.bus.spring.Jsr250BeanPostProcessor.postProcessBeforeDestruction(Object, String); org.springframework.context.support.AbstractApplicationContext.close()"
"org.apache.cxf.wsdl11.WSDLServiceBuilder.buildInterfaceOperation(InterfaceInfo, Operation)",FreqExec,"org.apache.cxf.wsdl11.WSDLServiceBuilder.buildInterfaceOperation(InterfaceInfo, Operation); org.apache.cxf.wsdl11.WSDLServiceBuilder.buildInterface(ServiceInfo, PortType)"
"org.apache.cxf.service.factory.AnnotationsFactoryBeanListener.addSchemaValidationSupport(Endpoint, SchemaValidation)",FreqExec,"org.apache.cxf.service.factory.AnnotationsFactoryBeanListener.addSchemaValidationSupport(Endpoint, SchemaValidation); org.apache.cxf.service.factory.AnnotationsFactoryBeanListener.handleEvent(Event, AbstractServiceFactoryBean, Object...)"
org.apache.cxf.tools.corba.processors.idl.IDLLexer.mRPAREN(boolean),FreqExec,org.apache.cxf.tools.corba.processors.idl.IDLLexer.mRPAREN(boolean); org.apache.cxf.tools.corba.processors.idl.IDLLexer.nextToken()
org.apache.cxf.tools.corba.IDLToWSDL.execute(boolean),HotCallee,org.apache.cxf.tools.corba.IDLToWSDL.execute(boolean); org.apache.cxf.tools.corba.processors.idl.IDLToWSDLProcessor.process(); org.apache.cxf.tools.common.AbstractCXFToolContainer.execute(boolean); org.apache.cxf.tools.common.AbstractCXFToolContainer.hasInfoOption()
"org.apache.cxf.tools.common.toolspec.ToolRunner.runTool(Class<? extends ToolContainer>, InputStream, boolean, String[])",HotCallee,"org.apache.cxf.tools.common.toolspec.ToolRunner.runTool(Class<? extends ToolContainer>, InputStream, boolean, String[])"
org.apache.cxf.staxutils.PrettyPrintXMLStreamWriter.indentWithSpaces(),FreqExec,"org.apache.cxf.staxutils.PrettyPrintXMLStreamWriter.indentWithSpaces(); org.apache.cxf.staxutils.PrettyPrintXMLStreamWriter.writeStartElement(java.lang.String, java.lang.String, java.lang.String)"
org.apache.cxf.javascript.JsXMLHttpRequest.communicate(Context),HotCallee,org.apache.cxf.javascript.JsXMLHttpRequest.communicate(Context)
org.apache.cxf.jaxrs.impl.ResponseImpl.entityStreamAvailable(),HotExec,org.apache.cxf.jaxrs.impl.ResponseImpl.entityStreamAvailable()
org.apache.cxf.aegis.xml.stax.ElementReader.ElementReader(DepthXMLStreamReader),FreqExec,org.apache.cxf.aegis.xml.stax.ElementReader.ElementReader(DepthXMLStreamReader); org.apache.cxf.aegis.xml.stax.ElementReader.getNextElementReader(); org.apache.cxf.aegis.xml.stax.ElementReader.ElementReader(XMLStreamReader)
"org.apache.cxf.service.factory.SimpleMethodDispatcher.bind(OperationInfo, Method...)",FreqExec,"org.apache.cxf.service.factory.SimpleMethodDispatcher.bind(OperationInfo, Method...); org.apache.cxf.jaxws.JAXWSMethodDispatcher.bind(OperationInfo, Method...); org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.bindOperation(OperationInfo, Method)"
"org.apache.cxf.ws.rm.persistence.jdbc.RMTxStore.cacheStatement(Connection, String)",HotCallee,"org.apache.cxf.ws.rm.persistence.jdbc.RMTxStore.cacheStatement(Connection, String)"
org.apache.cxf.aegis.type.basic.BeanType.getMinOccurs(),FreqExec,"org.apache.cxf.aegis.type.basic.BeanType.getMinOccurs(); org.apache.cxf.aegis.databinding.AegisDatabinding.initializeMessage(Service, TypeMapping, AbstractMessageContainer, int, Set<AegisType>)"
org.apache.cxf.staxutils.transform.InTransformReader.getText(),FreqExec,org.apache.cxf.staxutils.transform.InTransformReader.getText(); org.apache.cxf.staxutils.transform.TransformTestUtils.getNextEvent(XMLStreamReader)
org.apache.cxf.bus.extension.TextExtensionFragmentParser.TextExtensionFragmentParser(ClassLoader),FreqExec,"org.apache.cxf.bus.extension.TextExtensionFragmentParser.TextExtensionFragmentParser(ClassLoader); org.apache.cxf.bus.extension.ExtensionManagerImpl.load(String, ClassLoader)"
org.apache.cxf.message.MessageImpl.getDestination(),FreqExec,"org.apache.cxf.message.MessageImpl.getDestination(); org.apache.cxf.interceptor.OutgoingChainInterceptor.modifyChain(PhaseInterceptorChain, Message)"
org.apache.cxf.jaxrs.utils.ResourceUtils.isValidResourceClass(Class<?>),HotExec,org.apache.cxf.jaxrs.utils.ResourceUtils.isValidResourceClass(Class<?>)
org.apache.cxf.tools.corba.processors.idl.IDLToWSDLProcessor.parseIDL(AST),HotCallee,"org.apache.cxf.tools.corba.processors.idl.IDLToWSDLProcessor.parseIDL(AST); org.apache.cxf.tools.corba.processors.idl.WSDLASTVisitor.WSDLASTVisitor(String, String, String, String); org.apache.cxf.tools.corba.processors.idl.IDLToWSDLProcessor.writeDefinitions(WSDLASTVisitor); org.apache.cxf.tools.corba.processors.idl.WSDLASTVisitor.visit(AST)"
org.apache.cxf.common.injection.ResourceInjector.ResourceInjector(ResourceManager),FreqExec,"org.apache.cxf.common.injection.ResourceInjector.ResourceInjector(ResourceManager); org.apache.cxf.bus.spring.Jsr250BeanPostProcessor.postProcessBeforeInitialization(Object, String); org.apache.cxf.bus.spring.Jsr250BeanPostProcessor.postProcessAfterInitialization(Object, String); org.apache.cxf.bus.extension.ExtensionManagerImpl.loadAndRegister(Extension); org.apache.cxf.bus.extension.ExtensionManagerImpl.destroyBeans()"
org.apache.cxf.resource.DefaultResourceManager.removeResourceResolver(ResourceResolver),FreqExec,org.apache.cxf.resource.DefaultResourceManager.removeResourceResolver(ResourceResolver); org.apache.cxf.bus.extension.ExtensionManagerImpl.loadAndRegister(Extension)
org.apache.cxf.staxutils.validation.StaxSchemaValidationInInterceptor.handleMessage(Message),HotCallee,"org.apache.cxf.staxutils.validation.StaxSchemaValidationInInterceptor.handleMessage(Message); org.apache.cxf.staxutils.validation.StaxSchemaValidationInInterceptor.setSchemaInMessage(Message, XMLStreamReader)"
"org.apache.cxf.staxutils.W3CDOMStreamReader.newFrame(ElementFrame<Node, Node>)",FreqExec,"org.apache.cxf.staxutils.W3CDOMStreamReader.newFrame(ElementFrame<Node, Node>); org.apache.cxf.staxutils.W3CDOMStreamReader.W3CDOMStreamReader(Element); org.apache.cxf.staxutils.AbstractDOMStreamReader.next()"
"org.apache.cxf.jaxrs.provider.AbstractJAXBProvider.getJAXBContext(Class<?>, Type)",HotCallee,"org.apache.cxf.jaxrs.provider.AbstractJAXBProvider.getJAXBContext(Class<?>, Type); org.apache.cxf.jaxrs.provider.AbstractJAXBProvider.getPackageContext(Class<?>, Type); org.apache.cxf.jaxrs.provider.AbstractJAXBProvider.getClassContext(Class<?>, Type)"
"org.apache.cxf.frontend.spring.ServerFactoryBeanDefinitionParser.mapAttribute(BeanDefinitionBuilder, Element, String, String)",FreqExec,"org.apache.cxf.frontend.spring.ServerFactoryBeanDefinitionParser.mapAttribute(BeanDefinitionBuilder, Element, String, String); org.apache.cxf.configuration.spring.AbstractBeanDefinitionParser.parseAttributes(Element, ParserContext, BeanDefinitionBuilder)"
"org.apache.cxf.common.util.ReflectionUtil.getDeclaredMethod(Class<?>, String, Class<?>...)",FreqExec,"org.apache.cxf.common.util.ReflectionUtil.getDeclaredMethod(Class<?>, String, Class<?>...); org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.bindOperation(OperationInfo, Method)"
org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaBinding.generateCORBABinding(),HotCallee,org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaBinding.generateCORBABinding(); org.apache.cxf.tools.corba.processors.wsdl.WSDLToProcessor.parseWSDL(String); org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaBinding.generateCORBABinding(Definition)
org.apache.cxf.tools.common.toolspec.ToolSpec.getElementById(String),HotCallee,"org.apache.cxf.tools.common.toolspec.ToolSpec.getElementById(String); org.apache.cxf.helpers.XPathUtils.getValue(String, Node, QName)"
"org.apache.cxf.aegis.databinding.AegisDatabinding.initializeOperation(Service, TypeMapping, OperationInfo, Set<AegisType>)",HotCyclic,"java.lang.ClassLoader.loadClass(String); org.apache.cxf.jca.core.classloader.PlugInClassLoader.findClass(String); java.lang.ClassLoader.defineClass(String, byte[], int, int, ProtectionDomain); org.apache.catalina.loader.WebappClassLoader.loadClass(String); org.apache.catalina.loader.WebappClassLoader.loadClass(String, boolean); java.lang.Class.forName(String, boolean, ClassLoader); schemaorg_apache_xmlbeans.system.s6A15E374F530F4F6AE1DE60FD64DA332.TypeSystemHolder.<clinit>(); schemaorg_apache_xmlbeans.system.s6A15E374F530F4F6AE1DE60FD64DA332.TypeSystemHolder.loadTypeSystem(); java.lang.reflect.Constructor.newInstance(Object[]); org.apache.cxf.bus.managers.ServerRegistryImpl.ServerRegistryImpl(Bus); org.apache.cxf.bus.managers.ServerRegistryImpl.setBus(Bus); org.apache.cxf.bus.extension.ExtensionManagerBus.getExtension(Class<T>); org.apache.cxf.bus.extension.ExtensionManagerImpl.getBeansOfType(Class<T>); org.apache.cxf.bus.extension.ExtensionManagerImpl.loadAndRegister(Extension); org.apache.cxf.configuration.spring.ConfigurerImpl.configureBean(Object); org.apache.cxf.configuration.spring.ConfigurerImpl.configureBean(String, Object, boolean); org.apache.cxf.configuration.spring.ConfigurerImpl.getBeanName(Object); org.apache.cxf.common.logging.LogUtils.log(Logger, Level, String, Object); org.apache.cxf.common.logging.LogUtils.log(Logger, Level, String, Object[]); org.apache.cxf.common.logging.LogUtils.doLog(Logger, Level, String, Throwable); java.util.logging.Logger.log(LogRecord); $java.util.logging.Handler$$EnhancerByCGLIB$$52293513.publish(LogRecord); <generated> org.easymock.internal.ClassProxyFactory$MockMethodInterceptor.intercept(Object, Method, Object[], MethodProxy); org.apache.cxf.ws.policy.PolicyEngineImpl$$EnhancerByCGLIB$$4b4c7d78$$FastClassByCGLIB$$fb397000.invoke(int, Object, Object[]); <generated> org.apache.cxf.ws.policy.PolicyEngineImpl$$EnhancerByCGLIB$$4b4c7d78.CGLIB$getServerEndpointPolicy$4(EndpointInfo, Destination, Message); <generated> org.apache.cxf.ws.policy.PolicyEngineImpl.getServerEndpointPolicy(EndpointInfo, Destination, Message); org.apache.cxf.ws.policy.PolicyEngineImpl.getEndpointPolicy(EndpointInfo, boolean, Assertor, Message); org.apache.cxf.ws.policy.PolicyEngineImpl.createEndpointPolicyInfo(EndpointInfo, boolean, Assertor, Message); org.apache.cxf.ws.policy.EndpointPolicyImpl.initialize(Message); org.apache.cxf.ws.policy.EndpointPolicyImpl.initializePolicy(); org.apache.cxf.ws.policy.PolicyEngineImpl.getAggregatedServicePolicy(ServiceInfo); org.apache.cxf.ws.policy.PolicyEngineImpl.getPolicyProviders(); org.apache.cxf.bus.spring.SpringBeanLocator.getBeansOfType(Class<T>); org.springframework.context.support.AbstractApplicationContext.getBean(String, Class); org.apache.cxf.bus.spring.Jsr250BeanPostProcessor.postProcessBeforeInitialization(Object, String); org.apache.cxf.common.injection.ResourceInjector.inject(Object); org.apache.cxf.common.injection.ResourceInjector.inject(Object, Class<?>); org.apache.cxf.common.annotation.AnnotationProcessor.accept(AnnotationVisitor, Class<?>); org.apache.cxf.common.annotation.AnnotationProcessor.processMethods(AnnotationVisitor, Class<? extends Object>); org.apache.cxf.common.injection.ResourceInjector.visitMethod(Method, Annotation); org.apache.cxf.common.injection.ResourceInjector.resolveResource(String, Class<?>); org.apache.cxf.resource.DefaultResourceManager.resolveResource(String, Class<T>, List<ResourceResolver>); org.apache.cxf.resource.DefaultResourceManager.findResource(String, Class<T>, boolean, List<ResourceResolver>); org.apache.cxf.bus.spring.BusApplicationContextResourceResolver.resolve(String, Class<T>); org.springframework.context.support.AbstractApplicationContext.getBeanNamesForType(Class); org.apache.cxf.frontend.ClientProxyFactoryBean.setServiceClass(Class<?>); org.apache.cxf.jaxws.JaxWsClientFactoryBean.setServiceClass(Class<?>); org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.setJaxWsImplementorInfo(JaxWsImplementorInfo); org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.initConfiguration(JaxWsImplementorInfo); org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.loadWSFeatureAnnotation(Class<?>, Class<?>); java.lang.reflect.Method.invoke(Object, Object[]); org.apache.commons.logging.LogFactory.<clinit>(); org.apache.commons.logging.LogFactory.createFactoryStore(); java.lang.Class.forName(String); org.apache.pdfbox.util.operator.GRestore.<clinit>(); org.apache.commons.logging.LogFactory.getLog(Class); org.apache.commons.logging.LogFactory.getFactory(); org.apache.commons.logging.LogFactory.newFactory(String, ClassLoader, ClassLoader); org.apache.commons.logging.LogFactory$2.run(); org.apache.commons.logging.LogFactory.createFactory(String, ClassLoader); java.lang.Class.newInstance(); org.bouncycastle.jce.provider.symmetric.AESMappings.<init>(); java.lang.StringBuilder.append(Object); org.apache.activemq.RedeliveryPolicy.toString(); org.apache.activemq.util.IntrospectionSupport.toString(Object, Class, Map); org.apache.activemq.util.IntrospectionSupport.addFields(Object, Class, Class, LinkedHashMap); java.lang.reflect.Field.get(Object); org.apache.xmlbeans.impl.schema.SchemaTypeSystemImpl.resolveHandle(String); org.apache.xmlbeans.impl.schema.SchemaTypeSystemImpl$XsbReader.finishLoadingType(); org.apache.xmlbeans.impl.schema.SchemaTypeSystemImpl$XsbReader.readEnd(); java.io.FilterInputStream.close(); org.apache.cxf.attachment.DelegatingInputStream.close(); org.apache.cxf.attachment.AttachmentDeserializer.markClosed(DelegatingInputStream); org.apache.cxf.attachment.LazyAttachmentCollection.hasNext(boolean); org.apache.cxf.attachment.AttachmentDeserializer.hasNext(); org.apache.cxf.attachment.AttachmentDeserializer.cacheStreamedAttachments(); org.apache.cxf.attachment.AttachmentDeserializer.cache(DelegatingInputStream, boolean); org.apache.cxf.io.CachedOutputStream.CachedOutputStream(); org.apache.cxf.io.CachedOutputStream.CachedOutputStream(long); org.apache.cxf.io.CachedOutputStream.readBusProperties(); org.apache.cxf.BusFactory.getThreadDefaultBus(boolean); org.apache.cxf.BusFactory.createThreadBus(); org.apache.cxf.BusFactory.getDefaultBus(boolean); org.apache.cxf.bus.spring.SpringBusFactory.createBus(); org.apache.cxf.bus.spring.SpringBusFactory.createBus(String); org.apache.cxf.bus.spring.SpringBusFactory.createBus(String, boolean); org.apache.cxf.bus.spring.SpringBusFactory.createBus(String[], boolean); org.apache.cxf.bus.spring.SpringBusFactory.createApplicationContext(String[], boolean); org.apache.cxf.bus.spring.BusApplicationContext.BusApplicationContext(String[], boolean, ApplicationContext, NamespaceHandlerResolver); org.apache.cxf.bus.spring.BusApplicationContext$1.run(); org.springframework.context.support.AbstractApplicationContext.refresh(); org.apache.cxf.bus.spring.BusApplicationContext.loadBeanDefinitions(DefaultListableBeanFactory); org.springframework.context.support.AbstractXmlApplicationContext.loadBeanDefinitions(XmlBeanDefinitionReader); org.apache.cxf.bus.spring.ControlledValidationXmlBeanDefinitionReader.loadBeanDefinitions(EncodedResource); org.apache.cxf.bus.spring.ControlledValidationXmlBeanDefinitionReader$1.run(); org.apache.cxf.bus.spring.ControlledValidationXmlBeanDefinitionReader.access$000(ControlledValidationXmlBeanDefinitionReader, EncodedResource); org.apache.cxf.bus.spring.ControlledValidationXmlBeanDefinitionReader.internalLoadBeanDefinitions(EncodedResource); org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(EncodedResource); org.apache.cxf.bus.spring.ControlledValidationXmlBeanDefinitionReader.doLoadBeanDefinitions(InputSource, Resource); org.springframework.beans.factory.xml.XmlBeanDefinitionReader.doLoadBeanDefinitions(InputSource, Resource); org.apache.cxf.bus.spring.TunedDocumentLoader.loadDocument(InputSource, EntityResolver, ErrorHandler, int, boolean); org.apache.cxf.staxutils.StaxUtils.copy(Source, XMLStreamWriter); org.apache.cxf.staxutils.StaxUtils.copy(XMLStreamReader, XMLStreamWriter); org.apache.cxf.staxutils.StaxUtils.copy(XMLStreamReader, XMLStreamWriter, boolean, boolean); org.apache.cxf.staxutils.StaxUtils.writeStartElement(XMLStreamReader, XMLStreamWriter); com.ctc.wstx.sw.BaseNsStreamWriter.writeAttribute(String, String); org.apache.cxf.io.AbstractWrappedOutputStream.write(byte[], int, int); org.apache.cxf.transport.http.AbstractHTTPDestination$WrappedOutputStream.onFirstWrite(); org.apache.cxf.transport.http.AbstractHTTPDestination.flushHeaders(Message); org.apache.cxf.transport.http_jetty.JettyHTTPDestination.flushHeaders(Message, boolean); org.apache.cxf.transport.http.AbstractHTTPDestination.flushHeaders(Message, boolean); org.apache.cxf.transport.http.AbstractHTTPDestination.cacheInput(Message); org.apache.cxf.transport.http.AbstractHTTPDestination$1.cacheInput(); org.apache.cxf.io.DelegatingInputStream.cacheInput(); org.apache.cxf.io.CachedOutputStream.close(); org.apache.cxf.io.CacheAndWriteOutputStream.postClose(); org.apache.cxf.transport.http.HTTPConduit$WrappedOutputStream.close(); org.apache.cxf.transport.http.HTTPConduit$WrappedOutputStream.handleResponse(); org.apache.cxf.transport.http.HTTPConduit$WrappedOutputStream.handleResponseInternal(); org.apache.cxf.jaxrs.client.ClientMessageObserver.onMessage(Message); org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(Message); org.apache.cxf.interceptor.MessageSenderInterceptor.handleMessage(Message); org.apache.cxf.interceptor.MessageSenderInterceptor.getConduit(Message); org.apache.cxf.message.ExchangeImpl.getConduit(Message); org.apache.cxf.endpoint.UpfrontConduitSelector.selectConduit(Message); org.apache.cxf.endpoint.AbstractConduitSelector.getSelectedConduit(Message); org.apache.cxf.endpoint.AbstractConduitSelector.createConduit(Message, Exchange, ConduitInitiator); org.apache.cxf.transport.AbstractObservable.setMessageObserver(MessageObserver); org.apache.cxf.transport.http_jetty.JettyHTTPDestination.activate(); org.apache.cxf.transport.http_jetty.JettyHTTPServerEngine.addServant(URL, JettyHTTPHandler); org.eclipse.jetty.util.component.AbstractLifeCycle.start(); org.apache.cxf.cdi.JAXRSCdiResourceExtension.load(AfterDeploymentValidation, BeanManager); org.apache.cxf.cdi.JAXRSCdiResourceExtension.createFactoryInstance(Application); org.apache.cxf.jaxrs.utils.ResourceUtils.createApplication(Application, boolean, boolean); org.apache.cxf.jaxrs.JAXRSServerFactoryBean.setApplication(Application); org.apache.cxf.jaxrs.AbstractJAXRSFactoryBean.getBus(); org.apache.cxf.jaxrs.AbstractJAXRSFactoryBean.checkBindingFactory(Bus); org.apache.cxf.bus.managers.BindingFactoryManagerImpl.getBindingFactory(String); org.apache.cxf.bus.managers.BindingFactoryManagerImpl.loadActivationNamespace(String); org.apache.cxf.bus.spring.SpringBeanLocator.loadBeansOfType(Class<T>, BeanLoaderListener<T>); org.springframework.context.support.AbstractApplicationContext.getBean(String); org.apache.cxf.frontend.spring.ClientProxyFactoryBeanDefinitionParser$SpringClientProxyFactoryBean.getObject(); org.apache.cxf.frontend.spring.ClientProxyFactoryBeanDefinitionParser$SpringClientProxyFactoryBean.create(); org.apache.cxf.frontend.ClientProxyFactoryBean.create(); org.apache.cxf.frontend.ClientFactoryBean.create(); org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.createEndpoint(); org.apache.cxf.jaxws.support.JaxWsServiceFactoryBean.create(); org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.create(); org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.initializeServiceModel(); org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.buildServiceFromWSDL(String); org.apache.cxf.service.factory.AbstractServiceFactoryBean.initializeDataBindings(); org.apache.cxf.aegis.databinding.AegisDatabinding.initialize(Service); org.apache.cxf.aegis.databinding.AegisDatabinding.initializeOperation(Service, TypeMapping, OperationInfo, Set<AegisType>); org.apache.cxf.aegis.databinding.AegisDatabinding.initializeMessage(Service, TypeMapping, AbstractMessageContainer, int, Set<AegisType>); org.apache.cxf.aegis.databinding.AegisDatabinding.getParameterType(Service, TypeMapping, MessagePartInfo, int); org.apache.cxf.aegis.type.XMLTypeCreator.createClassInfo(Method, int); org.apache.cxf.aegis.type.java5.Java5TypeCreator.createClassInfo(Method, int); org.apache.cxf.aegis.type.DefaultTypeCreator.createClassInfo(Method, int)"
"org.apache.cxf.aegis.databinding.AegisDatabinding.initializeOperation(Service, TypeMapping, OperationInfo, Set<AegisType>)",FreqExec,"org.apache.cxf.aegis.databinding.AegisDatabinding.initializeOperation(Service, TypeMapping, OperationInfo, Set<AegisType>); org.apache.cxf.aegis.databinding.AegisDatabinding.initialize(Service)"
org.apache.cxf.common.util.SystemPropertyAction.SystemPropertyAction(String),FreqExec,org.apache.cxf.common.util.SystemPropertyAction.SystemPropertyAction(String); org.apache.cxf.common.util.SystemPropertyAction.getPropertyOrNull(String); org.apache.cxf.common.util.SystemPropertyAction.getProperty(String)
