method,layer,size,upperDepth,upperWidth,lowerDepth,lowerWidth
org.apache.pdfbox.pdmodel.interactive.digitalsignature.SignatureOptions.setPage(int),14,434,15,70,0,0
org.apache.pdfbox.pdmodel.interactive.measurement.PDRectlinearMeasureDictionary.PDRectlinearMeasureDictionary(),14,8,0,0,4,2
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.setBaselineShift(float),14,33,0,0,8,11
org.apache.pdfbox.pdfparser.BaseParser.isEndOfName(int),0,45,3,23,0,0
org.apache.pdfbox.pdmodel.interactive.form.AppearanceStyle.setLeading(float),10,408,17,60,0,0
org.apache.pdfbox.io.RandomAccessInputStream.restorePosition(),1,11,2,5,1,1
"org.apache.pdfbox.examples.lucene.LucenePDFDocument.addTextField(Document, String, Reader)",-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getImageName(),14,109,10,51,0,0
org.apache.pdfbox.debugger.colorpane.CSSeparation.setColorBarBorder(),14,9,4,2,2,2
org.apache.pdfbox.pdmodel.PDDestinationNameTreeNode.convertCOSToPD(COSBase),14,15,0,0,3,11
org.apache.pdfbox.preflight.xobject.XObjFormValidator.checkSubtype2Value(),14,201,11,41,4,7
org.apache.pdfbox.debugger.hexviewer.HexPane.addSelectionChangeListener(SelectionChangeListener),8,13,3,9,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.setPrinted(boolean),14,14,0,0,6,4
org.apache.pdfbox.examples.signature.CreateSignatureBase.sign(InputStream),14,4,0,0,2,2
org.apache.pdfbox.pdmodel.encryption.AccessPermission.AccessPermission(byte[]),14,24,5,12,0,0
org.apache.pdfbox.pdmodel.PDPage.equals(Object),14,2,0,0,1,1
"org.apache.pdfbox.cos.COSDictionary.getEmbeddedString(String, COSName, String)",4,13,1,3,4,3
org.apache.pdfbox.pdmodel.graphics.shading.PDTriangleBasedShadingType.getBitsPerComponent(),11,158,13,33,5,2
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequenceBuilder.token(String),14,9,1,1,1,7
org.apache.pdfbox.pdmodel.PDPage.getActions(),14,7,0,0,2,4
org.apache.pdfbox.debugger.streampane.StreamPane.DocumentCreator.DocumentCreator(String),8,56,9,18,0,0
org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject.PDImageXObject(PDDocument),14,58,0,0,9,13
org.apache.pdfbox.debugger.PDFDebugger.createViewMenu(),1,27,4,7,3,4
org.apache.pdfbox.pdmodel.fdf.FDFField.getOptions(),14,9,0,0,2,6
org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPattern.PDTilingPattern(),14,13,0,0,4,5
org.apache.pdfbox.filter.ccitt.PackedBitArray.getByteCount(),0,14,5,5,0,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.isToggleNoView(),14,8,0,0,6,2
org.apache.pdfbox.contentstream.operator.Operator.getImageData(),0,305,13,63,0,0
org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.main(String[]),14,374,0,0,16,59
org.apache.pdfbox.io.RandomAccessOutputStream.RandomAccessOutputStream(RandomAccessWrite),0,25,6,7,0,0
org.apache.pdfbox.pdmodel.common.function.PDFunction.PDFunction(COSBase),4,63,10,15,2,3
org.apache.pdfbox.pdmodel.font.FontMapperImpl.createFontInfoByName(List),1,5,2,1,1,2
org.apache.pdfbox.text.PDFTextStreamEngine.processPage(PDPage),8,232,6,36,8,34
org.apache.pdfbox.debugger.streampane.tooltip.ToolTipController.getRowText(int),14,276,14,60,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink.getHighlightMode(),14,9,0,0,4,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setBorderStyle(PDBorderStyleDictionary),14,82,6,37,3,2
"org.apache.pdfbox.preflight.action.GoToAction.GoToAction(ActionManagerFactory, COSDictionary, PreflightContext, String)",3,18,4,9,1,1
org.apache.pdfbox.pdmodel.interactive.measurement.PDViewportDictionary.getName(),14,8,0,0,3,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCircle.getInteriorColor(),14,7,0,0,2,4
"org.apache.pdfbox.pdmodel.ResourceCache.put(COSObject, PDColorSpace)",8,138,12,28,0,0
org.apache.pdfbox.io.MemoryUsageSetting.setTempDir(File),14,13,4,8,0,0
"org.apache.pdfbox.cos.COSDictionary.getBoolean(COSName, boolean)",4,115,5,35,4,2
org.apache.pdfbox.pdmodel.font.PDCIDFontType2.generateBoundingBox(),14,19,1,1,4,6
org.apache.pdfbox.pdmodel.font.TrueTypeEmbedder.getTrueTypeFont(),0,125,12,28,0,0
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitWidthDestination.PDPageFitWidthDestination(),14,336,16,59,3,4
org.apache.pdfbox.pdmodel.common.COSArrayList.convertStringListToCOSNameCOSArray(List),2,11,3,3,2,3
org.apache.pdfbox.pdmodel.font.PDType1Font.generateBoundingBox(),14,18,1,1,4,6
org.apache.pdfbox.debugger.flagbitspane.Flag.getFlagValue(),14,17,4,10,0,0
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareDocumentForEncryption(PDDocument),14,55,0,0,6,20
"org.apache.pdfbox.pdfparser.PDFParser.PDFParser(RandomAccessRead, String, InputStream, String)",14,21,0,0,4,12
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.PDAnnotation(COSDictionary),2,12,4,5,2,1
org.apache.pdfbox.filter.ccitt.CCITTFaxG31DDecodeInputStream.readByte(),0,10,4,4,0,0
org.apache.pdfbox.pdmodel.encryption.PDCryptFilterDictionary.getLength(),14,7,0,0,5,2
"org.apache.pdfbox.filter.FlateFilter.decode(InputStream, OutputStream, COSDictionary, int)",14,18,0,0,3,8
org.apache.pdfbox.pdmodel.common.function.type4.Parser.SyntaxHandler.token(CharSequence),0,5,2,3,0,0
org.apache.pdfbox.multipdf.Overlay.setEvenPageOverlayFile(String),14,372,18,60,0,0
org.apache.pdfbox.pdmodel.font.PDFont.PDFont(COSDictionary),8,120,6,20,8,21
org.apache.pdfbox.pdmodel.encryption.StandardDecryptionMaterial.StandardDecryptionMaterial(String),8,189,12,44,0,0
org.apache.pdfbox.preflight.font.Type0FontValidator.processCMapAsStream(COSStream),14,63,0,0,7,21
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent.isTopAttached(),14,9,0,0,4,4
org.apache.pdfbox.pdmodel.graphics.color.PDGamma.getG(),14,21,4,7,1,2
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.PDFTemplateCreator(PDFTemplateBuilder),14,114,11,52,0,0
org.apache.pdfbox.pdmodel.fdf.FDFIconFit.getFractionalSpaceToAllocate(),14,17,0,0,4,6
"org.apache.pdfbox.io.RandomAccessInputStream.read(byte[], int, int)",14,5,0,0,2,3
"org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory.readshort(char, RandomAccess)",6,13,4,5,1,1
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setDate(String),14,82,6,37,3,3
org.apache.pdfbox.pdmodel.graphics.color.PDCIEDictionaryBasedColorSpace.PDCIEDictionaryBasedColorSpace(COSName),3,19,1,3,3,6
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.setPrintClip(String),14,6,0,0,3,2
"org.apache.pdfbox.preflight.action.AbstractActionManager.AbstractActionManager(ActionManagerFactory, COSDictionary, PreflightContext, String)",3,9,1,8,0,0
org.apache.pdfbox.pdfparser.COSParser.isString(byte[]),6,14,4,4,1,3
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setSymbolic(boolean),6,123,11,31,7,4
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getImage(),14,109,10,51,0,0
"org.apache.pdfbox.rendering.PageDrawer.moveTo(float, float)",-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.font.PDFont.getBoundingBox(),0,516,14,108,0,0
org.apache.pdfbox.cos.COSArray.growToSize(int),2,32,4,17,2,2
"org.apache.pdfbox.debugger.ui.textsearcher.SearchEngine.search(String, boolean)",1,8,3,5,0,0
org.apache.pdfbox.debugger.streampane.StreamPane.DocumentCreator.getContentStreamDocument(InputStream),14,127,9,10,6,32
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement.setAttributes(Revisions),14,17,0,0,2,11
org.apache.pdfbox.preflight.graphic.ICCProfileWrapper.getOrSearchICCProfile(PreflightContext),5,206,14,22,8,19
org.apache.pdfbox.rendering.PageDrawer.getCurrentPoint(),-1,1,0,0,0,0
org.apache.pdfbox.text.PDFTextStripper.setShouldSeparateByBeads(boolean),0,570,15,126,0,0
org.apache.pdfbox.pdmodel.fdf.FDFField.getAdditionalActions(),14,4,0,0,2,2
org.apache.pdfbox.pdmodel.font.PDType3Font.readEncoding(),8,80,11,19,3,5
"org.apache.pdfbox.printing.PDFPrintable.PDFPrintable(PDDocument, Scaling, boolean, float, boolean)",1,3,1,1,1,1
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.setColorantName(String),14,4,0,0,2,2
org.apache.pdfbox.preflight.graphic.DeviceColorSpaceHelper.processPatternColorSpace(PDColorSpace),14,10,0,0,3,4
org.apache.pdfbox.cos.COSName.toString(),0,517,15,72,0,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.hideMenubar(),14,7,0,0,5,2
org.apache.pdfbox.io.RandomAccessBuffer.getPosition(),1,6,2,2,1,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setStartPointEndingStyle(String),14,12,0,0,2,7
org.apache.pdfbox.pdmodel.graphics.shading.PDShading.evalFunction(float[]),8,83,3,6,12,13
org.apache.pdfbox.pdmodel.PDDocument.addPage(PDPage),6,1014,15,194,5,9
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.getN(),14,4,2,2,0,0
"org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.getFonts(COSDictionary, PreflightContext)",14,184,6,7,10,38
"org.apache.pdfbox.pdmodel.font.PDType0Font.load(PDDocument, TrueTypeFont, boolean)",14,171,0,0,11,50
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.FDFAnnotation(COSDictionary),14,15,1,14,0,0
"org.apache.pdfbox.pdmodel.graphics.PDXObject.createXObject(COSBase, PDResources)",7,117,6,20,9,11
"org.apache.pdfbox.contentstream.operator.graphics.MoveTo.process(Operator, List)",14,9,0,0,2,4
org.apache.pdfbox.multipdf.Overlay.createStream(String),14,117,8,18,6,13
"org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Lt.compare(Number, Number)",-1,1,0,0,0,0
org.apache.pdfbox.examples.pdmodel.RubberStamp.main(String[]),14,318,0,0,15,58
org.apache.pdfbox.preflight.PreflightContext.close(),14,9,0,0,4,4
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Mod.execute(ExecutionContext),14,3,0,0,1,2
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationMarkup.setPopup(PDAnnotationPopup),14,9,0,0,4,3
org.apache.pdfbox.pdmodel.font.PDFont.PDFont(String),14,47,2,2,9,16
"org.apache.pdfbox.pdfwriter.COSWriter.initWriter(OutputStream, RandomAccessRead)",1,15,5,3,1,4
"org.apache.pdfbox.pdmodel.PDPageContentStream.curveTo2(float, float, float, float)",14,5,1,1,2,2
org.apache.pdfbox.pdmodel.interactive.form.PDVariableText.setDefaultStyleString(String),14,7,0,0,2,4
org.apache.pdfbox.pdmodel.PDDocumentCatalog.getPages(),4,329,8,89,4,8
org.apache.pdfbox.pdmodel.interactive.action.PDAction.setType(String),3,8,2,1,3,2
org.apache.pdfbox.pdmodel.font.PDCIDFontType0.getAverageFontWidth(),14,2,0,0,1,1
"org.apache.pdfbox.cos.COSDictionary.setInt(String, int)",3,103,9,23,3,3
org.apache.pdfbox.pdmodel.common.function.PDFunctionType0.getSamples(),14,47,4,2,8,9
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptDataRC4(byte[], byte[], OutputStream)",14,6,0,0,2,3
org.apache.pdfbox.pdmodel.PDDocumentInformation.getTitle(),3,598,15,133,3,2
org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState.getStrokingColorSpace(),0,5,2,2,0,0
"org.apache.pdfbox.preflight.metadata.PDFAIdentificationValidation.unexpectedPrefixFoundError(String, String, String)",14,7,2,2,3,1
org.apache.pdfbox.pdmodel.common.PDRange.setMin(float),14,17,5,5,2,2
org.apache.pdfbox.tools.ImportFDF.ImportFDF(),7,334,14,74,0,0
org.apache.pdfbox.preflight.process.CatalogValidationProcess.validateLang(PreflightContext),14,111,10,25,4,5
"org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.appendRawCommands(OutputStream, String)",14,21,6,7,0,0
org.apache.pdfbox.rendering.TilingPaint.ceiling(double),7,147,9,34,0,0
org.apache.pdfbox.pdmodel.PDPageContentStream.setNonStrokingColor(float[]),14,4,0,0,2,2
org.apache.pdfbox.pdmodel.interactive.action.PDActionHide.PDActionHide(),14,7,0,0,4,2
org.apache.pdfbox.printing.PDFPrintable.PDFPrintable(PDDocument),14,33,7,10,4,1
org.apache.pdfbox.filter.ccitt.FillOrderChangeInputStream.FillOrderChangeInputStream(InputStream),14,45,4,19,0,0
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature.getSignDate(),14,18,0,0,6,4
org.apache.pdfbox.pdmodel.font.PDType0Font.toUnicode(int),5,19,3,3,5,3
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.getName(),14,2,0,0,1,1
"org.apache.pdfbox.pdmodel.font.encoding.Encoding.add(int, String)",0,16,3,8,0,0
"org.apache.pdfbox.preflight.utils.COSUtils.getAsFloat(COSBase, COSDocument)",2,35,4,8,3,8
org.apache.pdfbox.pdmodel.common.COSArrayList.toString(),14,2,0,0,1,1
"org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingContext.generatePatch(Point2D[], float[][])",14,23,0,0,6,6
"org.apache.pdfbox.util.filetypedetector.ByteTrie.addPath(T, byte[]...)",14,2,0,0,1,1
org.apache.pdfbox.pdmodel.PDPageContentStream.saveGraphicsState(),1,877,16,132,1,1
"org.apache.pdfbox.pdmodel.PDPageContentStream.drawImage(PDImageXObject, float, float, float, float)",6,371,16,60,5,8
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed.PDIndexed(),14,5,0,0,2,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFreeText.setLineEndingStyle(String),14,99,7,47,3,2
org.apache.pdfbox.pdmodel.graphics.shading.PDTriangleBasedShadingType.setDecodeValues(COSArray),14,4,0,0,2,2
org.apache.pdfbox.rendering.PageDrawer.isRectangular(GeneralPath),9,191,13,34,0,0
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setCharacterSet(String),7,42,9,14,2,3
org.apache.pdfbox.debugger.ui.textsearcher.Searcher.Searcher(JTextComponent),14,7,3,1,2,2
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDObjectReference.getCOSObject(),0,72,11,23,0,0
org.apache.pdfbox.pdmodel.common.function.PDFunctionType3.getFunctions(),14,86,12,13,2,2
org.apache.pdfbox.pdmodel.interactive.form.PDButton.constructAppearances(),14,26,0,0,3,12
org.apache.pdfbox.tools.ExtractImages.ImageGraphicsEngine.ImageGraphicsEngine(PDPage),14,379,15,96,3,2
org.apache.pdfbox.tools.Version.usage(),14,4,3,1,0,0
"org.apache.pdfbox.pdfparser.COSParser.addExcludedToList(COSName[], COSDictionary, Set)",7,177,11,44,2,2
"org.apache.pdfbox.pdmodel.PDPageContentStream.moveTo(float, float)",2,164,10,50,2,2
org.apache.pdfbox.cos.COSDictionary.setNeedToBeUpdated(boolean),0,151,7,39,0,0
org.apache.pdfbox.pdmodel.common.function.type4.Parser.Tokenizer.hasMore(),0,14,3,6,0,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCircle.initFringe(Element),14,93,7,37,4,6
org.apache.pdfbox.pdmodel.PDPageContentStream.fillAndStroke(),14,2,0,0,1,1
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDPrintFieldAttributeObject.PDPrintFieldAttributeObject(COSDictionary),14,17,4,7,3,1
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitDestination.PDPageFitDestination(COSArray),2,13,3,9,1,1
org.apache.pdfbox.tools.ImportXFDF.close(PDDocument),14,320,16,61,3,4
org.apache.pdfbox.pdmodel.interactive.form.PDFieldTree.FieldIterator.next(),14,2,0,0,1,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceEntry.getAppearanceStream(),6,505,11,86,6,3
org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper.AppearanceGeneratorHelper(PDVariableText),10,507,12,79,16,38
org.apache.pdfbox.pdfwriter.COSWriterXRefEntry.getKey(),0,26,4,14,0,0
"org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm.flatten(List, boolean)",14,182,3,1,8,46
org.apache.pdfbox.pdmodel.PDPage.setAnnotations(List),2,246,9,71,3,5
org.apache.pdfbox.tools.ImportXFDF.importXFDF(String[]),14,322,2,1,15,61
org.apache.pdfbox.pdmodel.interactive.form.PDField.getInheritableAttribute(COSName),2,261,14,42,2,3
org.apache.pdfbox.cos.COSArray.addAll(Collection),-1,1,0,0,0,0
org.apache.pdfbox.debugger.ui.Tree.getUnFilteredStreamSaveMenu(COSStream),14,21,5,7,0,0
org.apache.pdfbox.pdmodel.font.PDType3CharProc.getGlyphBBox(),14,101,5,13,5,28
org.apache.pdfbox.debugger.ui.ErrorDialog.isSuppressed(String),0,2,1,1,0,0
org.apache.pdfbox.preflight.xobject.AbstractXObjValidator.checkSMask(),3,39,4,4,4,13
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.setImageFormName(COSName),14,42,6,11,0,0
"org.apache.pdfbox.pdmodel.DefaultResourceCache.put(COSObject, PDShading)",-1,1,0,0,0,0
org.apache.pdfbox.tools.TextToPDF.main(String[]),14,1195,16,198,10,65
org.apache.pdfbox.pdfparser.BaseParser.isSpace(),6,15,2,10,1,2
org.apache.pdfbox.pdmodel.PDPage.setActions(PDPageAdditionalActions),14,5,0,0,3,2
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserProperty.getName(),3,26,5,6,3,3
org.apache.pdfbox.examples.signature.CreateVisibleSignature.usage(),14,516,16,115,0,0
org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile.setCreationDate(Calendar),14,182,10,39,6,5
"org.apache.pdfbox.debugger.ui.OSXAdapter.setApplicationEventHandled(Object, boolean)",14,4,2,2,0,0
org.apache.pdfbox.pdmodel.PDDocumentCatalog.setOutputIntents(List),14,6,0,0,2,4
org.apache.pdfbox.pdfparser.BaseParser.skipWhiteSpaces(),6,170,11,31,1,2
org.apache.pdfbox.pdmodel.fdf.FDFNamedPageReference.FDFNamedPageReference(),14,2,0,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Round.execute(ExecutionContext),14,3,0,0,1,2
"org.apache.pdfbox.preflight.font.descriptor.Type1DescriptorHelper.Type1DescriptorHelper(PreflightContext, PDSimpleFont, Type1Container)",14,3,1,1,1,1
org.apache.pdfbox.cos.COSStream.createFilteredStream(),14,12,0,0,6,3
"org.apache.pdfbox.pdmodel.font.ToUnicodeWriter.writeLine(BufferedWriter, String)",7,4,2,2,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceEntry.getCOSObject(),0,51,8,16,0,0
org.apache.pdfbox.pdmodel.common.filespecification.PDSimpleFileSpecification.setFile(String),14,4,0,0,2,2
org.apache.pdfbox.tools.Version.getVersion(),1,5,2,2,1,1
org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.usage(),14,374,17,59,0,0
org.apache.pdfbox.examples.pdmodel.CreateBookmarks.usage(),14,336,16,59,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceDictionary.setNormalAppearance(PDAppearanceEntry),14,5,0,0,3,2
org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions.getDS(),14,25,0,0,4,16
org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPattern.setTilingType(int),14,7,0,0,3,2
org.apache.pdfbox.pdmodel.common.function.PDFunction.getDomainValues(),2,9,2,2,2,2
"org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.createDERForRecipient(byte[], X509Certificate)",14,9,3,5,1,1
org.apache.pdfbox.text.PDFTextStripper.setParagraphStart(String),12,9,2,7,0,0
org.apache.pdfbox.rendering.PageDrawerParameters.getRenderer(),3,7,4,2,0,0
org.apache.pdfbox.pdmodel.graphics.color.PDOutputIntent.setRegistryName(String),14,254,10,48,3,3
org.apache.pdfbox.pdmodel.font.CMapManager.parseCMap(InputStream),7,28,8,8,0,0
org.apache.pdfbox.pdmodel.font.encoding.Encoding.contains(String),0,51,8,16,0,0
org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject.getStructParents(),14,9,0,0,5,2
org.apache.pdfbox.pdmodel.PDResources.add(PDPropertyList),14,23,4,2,4,7
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.setTextDecorationType(String),14,31,0,0,8,10
org.apache.pdfbox.examples.signature.TSAClient.getHashObjectIdentifier(String),14,6,4,2,0,0
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes.PDDeviceNAttributes(),14,2,0,0,1,1
org.apache.pdfbox.examples.lucene.LucenePDFDocument.getDocument(InputStream),14,554,0,0,16,132
org.apache.pdfbox.pdmodel.interactive.form.PDNonTerminalField.getFieldType(),14,10,2,1,3,3
org.apache.pdfbox.contentstream.PDFStreamEngine.saveGraphicsState(),0,418,12,107,0,0
org.apache.pdfbox.pdmodel.graphics.PDFontSetting.getFont(),14,214,5,41,10,36
"org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateResources(PreflightContext, PDPage)",14,345,13,73,5,12
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.getC1(),14,4,2,2,0,0
org.apache.pdfbox.examples.util.PrintTextLocations.usage(),14,526,16,105,0,0
org.apache.pdfbox.pdfparser.BaseParser.isDigit(),2,97,6,33,1,2
org.apache.pdfbox.io.RandomAccessRead.rewind(int),0,178,10,37,0,0
org.apache.pdfbox.pdmodel.common.PDStream.setDecodeParms(List),14,10,0,0,3,5
"org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite.BlendCompositeContext.BlendCompositeContext(ColorModel, ColorModel, RenderingHints)",14,2,1,1,0,0
"org.apache.pdfbox.filter.FlateFilter.encode(InputStream, OutputStream, COSDictionary)",-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNode.prepend(PDOutlineItem),14,43,8,5,5,7
"org.apache.pdfbox.pdmodel.PDPageContentStream.drawLine(float, float, float, float)",14,7,0,0,3,3
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationTextMarkup.setQuadPoints(float[]),14,224,10,58,3,4
org.apache.pdfbox.debugger.PDFDebugger.isPage(Object),14,468,11,77,2,4
"org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode.insertObjectableBefore(COSObjectable, Object)",3,18,1,3,3,9
"org.apache.pdfbox.rendering.PDFRenderer.renderImage(int, float, ImageType)",11,310,1,3,11,53
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNode.isNodeOpen(),4,31,6,5,6,2
org.apache.pdfbox.text.PDFTextStripper.fillBeadRectangles(PDPage),8,232,10,37,4,13
org.apache.pdfbox.pdmodel.ResourceCache.getShading(COSObject),5,22,5,10,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getCOSObject(),0,55,5,14,0,0
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature.setReason(String),8,436,15,70,3,3
org.apache.pdfbox.pdmodel.interactive.form.PDButton.setDefaultValue(String),14,36,0,0,7,11
"org.apache.pdfbox.pdmodel.PDPageContentStream.PDPageContentStream(PDDocument, PDAppearanceStream, OutputStream)",3,423,14,65,3,3
"org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation.absentXMPPropertyError(String, String)",14,49,8,16,3,1
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild.PDPropBuild(COSDictionary),14,5,3,1,1,1
org.apache.pdfbox.rendering.TilingPaint.getAnchorRect(),7,149,9,34,4,12
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature.PDSignature(COSDictionary),0,50,9,11,0,0
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getWidthFromFont(int),14,29,0,0,12,6
org.apache.pdfbox.text.PDFTextStripper.startArticle(),5,84,5,33,2,1
org.apache.pdfbox.examples.pdmodel.AddAnnotations.main(String[]),14,224,0,0,9,62
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner.PDVisibleSignDesigner(PDDocument, BufferedImage, int)",14,51,0,0,7,15
org.apache.pdfbox.text.TextPosition.getTextMatrix(),14,77,7,22,0,0
org.apache.pdfbox.pdmodel.font.PDSimpleFont.isStandard14(),2,41,8,9,2,5
