method,layer,size,upperDepth,upperWidth,lowerDepth,lowerWidth
org.apache.pdfbox.preflight.font.Type3FontValidator.getCharNameFromEncoding(int),12,28,5,10,1,2
"org.apache.pdfbox.cos.COSDictionary.getBoolean(COSName, boolean)",3,172,9,34,4,2
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitWidthDestination.PDPageFitWidthDestination(),12,91,7,26,3,4
org.apache.pdfbox.pdmodel.common.COSArrayList.convertStringListToCOSNameCOSArray(List),2,12,3,3,2,3
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareDocumentForEncryption(PDDocument),12,47,0,0,4,20
org.apache.pdfbox.util.PDFTextStripper.getCharactersByArticle(),12,21,6,6,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.PDAnnotation(COSDictionary),0,6,1,5,0,0
org.apache.pdfbox.pdmodel.PDDocumentCatalog.getDocumentOutline(),2,463,8,141,2,2
"org.apache.pdfbox.pdmodel.graphics.color.ColorSpaceCalRGB.ColorSpaceCalRGB(PDGamma, PDTristimulus, PDTristimulus, PDMatrix)",12,23,5,10,1,1
org.apache.pdfbox.persistence.util.COSObjectKey.getGeneration(),0,255,7,78,0,0
org.apache.pdfbox.pdmodel.encryption.PDCryptFilterDictionary.getLength(),12,7,0,0,5,2
"org.apache.pdfbox.filter.FlateFilter.decode(InputStream, OutputStream, COSDictionary, int)",12,12,0,0,4,6
"org.apache.pdfbox.pdmodel.PDDocument.print(PrinterJob, boolean)",5,37,1,2,5,17
org.apache.pdfbox.pdfviewer.ArrayEntry.getValue(),0,54,7,21,0,0
org.apache.pdfbox.pdmodel.common.function.type4.Parser.SyntaxHandler.token(CharSequence),0,5,2,3,0,0
org.apache.pdfbox.io.ccitt.CCITTFaxG31DDecodeInputStream.CodeWord.execute(CCITTFaxG31DDecodeInputStream),12,8,4,3,0,0
org.apache.pdfbox.pdmodel.graphics.xobject.PDJpeg.PDJpeg(PDStream),4,35,5,9,4,2
org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderStyleDictionary.PDBorderStyleDictionary(),12,286,16,53,1,1
org.apache.pdfbox.pdmodel.encryption.StandardDecryptionMaterial.StandardDecryptionMaterial(String),4,559,9,116,0,0
org.apache.pdfbox.preflight.font.Type0FontValidator.processCMapAsStream(COSStream),12,70,0,0,6,20
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent.isTopAttached(),12,9,0,0,4,4
org.apache.pdfbox.examples.signature.CreateSignature.signPDF(File),12,209,2,2,7,61
"org.apache.pdfbox.pdmodel.graphics.predictor.Optimum.encode(byte[], byte[])",12,5,0,0,2,3
org.apache.pdfbox.pdmodel.graphics.color.PDGamma.getG(),12,3,0,0,1,2
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.PDFTemplateCreator(PDFTemplateBuilder),12,103,9,52,0,0
org.apache.pdfbox.pdmodel.fdf.FDFIconFit.getFractionalSpaceToAllocate(),12,22,0,0,5,7
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.setDate(String),6,60,7,20,4,3
"org.apache.pdfbox.ExtractImages.processResources(PDResources, String, boolean)",12,306,11,57,7,10
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.setPrintClip(String),12,6,0,0,3,2
"org.apache.pdfbox.preflight.action.AbstractActionManager.AbstractActionManager(ActionManagerFactory, COSDictionary, PreflightContext, String)",4,9,1,8,0,0
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setSymbolic(boolean),7,67,5,30,2,2
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType1.setMatrix(AffineTransform),12,9,0,0,3,5
"org.apache.pdfbox.pdmodel.graphics.xobject.PDXObject.commonXObjectCreation(COSBase, boolean)",4,37,1,2,4,12
org.apache.pdfbox.cos.COSArray.growToSize(int),2,30,4,17,2,2
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement.setAttributes(Revisions),12,17,0,0,2,11
org.apache.pdfbox.preflight.graphic.ICCProfileWrapper.getOrSearchICCProfile(PreflightContext),6,145,9,16,9,18
org.apache.pdfbox.pdmodel.font.PDFontDescriptor.setFlags(int),1,3,2,1,0,0
"org.apache.pdfbox.util.PDFStreamEngine.registerOperatorProcessor(String, OperatorProcessor)",1,5,2,2,1,1
org.apache.pdfbox.pdmodel.fdf.FDFField.getAdditionalActions(),12,4,0,0,2,2
"org.apache.pdfbox.util.PDFHighlighter.generateXMLHighlight(PDDocument, String[], Writer)",12,318,0,0,10,81
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation.setColorantName(String),12,4,0,0,2,2
org.apache.pdfbox.preflight.graphic.DeviceColorSpaceHelper.processPatternColorSpace(PDColorSpace),12,8,0,0,3,3
org.apache.pdfbox.cos.COSName.toString(),0,334,9,77,0,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.hideMenubar(),12,7,0,0,5,2
org.apache.pdfbox.io.RandomAccessBuffer.getPosition(),12,2,0,0,1,1
org.apache.pdfbox.preflight.PreflightConfiguration.getActionFact(),12,76,8,25,0,0
org.apache.pdfbox.pdmodel.PDDocument.addPage(PDPage),5,592,10,156,4,10
org.apache.pdfbox.pdmodel.graphics.xobject.PDPixelMap.write2OutputStream(OutputStream),12,156,0,0,9,30
org.apache.pdfbox.pdmodel.interactive.form.PDPushButton.setValue(String),12,7,0,0,2,4
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.getN(),12,23,5,6,4,2
org.apache.pdfbox.ConvertColorspace.stringToIntArray(String),12,220,9,59,0,0
"org.apache.pdfbox.pdmodel.common.COSArrayList.subList(int, int)",-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation.FDFAnnotation(COSDictionary),0,17,1,16,0,0
org.apache.pdfbox.examples.pdmodel.Annotation.usage(),12,286,16,54,0,0
"org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Lt.compare(Number, Number)",-1,1,0,0,0,0
org.apache.pdfbox.examples.pdmodel.RubberStamp.main(String[]),12,76,0,0,6,27
org.apache.pdfbox.preflight.PreflightContext.close(),12,11,0,0,4,6
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Mod.execute(ExecutionContext),12,3,0,0,1,2
org.apache.pdfbox.PDFToImage.usage(),12,377,11,93,1,1
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueTimeStamp.getDictionary(),12,2,1,1,0,0
org.apache.pdfbox.pdmodel.graphics.color.PDColorState.getPattern(),3,12,7,4,0,0
org.apache.pdfbox.pdmodel.interactive.form.PDAppearance.getDefaultAppearance(),12,341,10,89,2,6
org.apache.pdfbox.pdmodel.graphics.xobject.CompositeImage.createMaskedImage(COSArray),6,65,8,13,3,2
org.apache.pdfbox.pdmodel.PDDocumentCatalog.getPages(),2,284,7,87,2,2
"org.apache.pdfbox.cos.COSDictionary.setInt(String, int)",3,105,8,32,3,3
org.apache.pdfbox.pdmodel.common.function.PDFunctionType0.getSamples(),12,43,1,1,8,8
org.apache.pdfbox.pdmodel.PDDocumentInformation.getTitle(),4,297,10,51,4,4
"org.apache.pdfbox.preflight.metadata.PDFAIdentificationValidation.unexpectedPrefixFoundError(String, String, String)",12,6,2,2,2,1
"org.apache.pdfbox.cos.COSStream.COSStream(COSDictionary, RandomAccess)",2,154,9,27,3,2
"org.apache.pdfbox.pdmodel.edit.PDPageContentStream.PDPageContentStream(PDDocument, PDPage)",7,428,11,88,7,19
"org.apache.pdfbox.pdmodel.edit.PDPageContentStream.addLine(float, float, float, float)",12,8,2,1,2,3
org.apache.pdfbox.preflight.process.CatalogValidationProcess.validateLang(PreflightContext),12,120,11,23,5,7
org.apache.pdfbox.ExportXFDF.close(PDDocument),12,109,8,32,3,6
"org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.appendRawCommands(OutputStream, String)",12,47,8,9,0,0
org.apache.pdfbox.ImportXFDF.ImportXFDF(),12,149,12,43,0,0
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature.getSignDate(),12,24,0,0,7,7
org.apache.pdfbox.pdmodel.graphics.color.PDLab.getWhitepoint(),12,19,3,4,3,6
"org.apache.pdfbox.preflight.utils.COSUtils.getAsFloat(COSBase, COSDocument)",3,38,4,8,3,10
org.apache.pdfbox.pdmodel.common.COSArrayList.toString(),12,2,0,0,1,1
org.apache.pdfbox.pdmodel.font.PDFont.getAdobeFontMetrics(),12,3,0,0,2,1
org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions.PDDocumentCatalogAdditionalActions(COSDictionary),12,7,3,3,0,0
"org.apache.pdfbox.encryption.PDFEncryption.arraysEqual(byte[], byte[], int)",12,10,4,4,0,0
org.apache.pdfbox.pdmodel.font.PDType3Font.setFontMatrix(PDMatrix),12,5,0,0,3,2
"org.apache.pdfbox.pdmodel.graphics.predictor.PredictorAlgorithm.encode(byte[], byte[])",12,14,3,6,2,4
"org.apache.pdfbox.preflight.font.descriptor.CIDType0DescriptorHelper.processFontFile(PDFontDescriptorDictionary, PDStream)",12,31,0,0,8,7
org.apache.pdfbox.pdmodel.common.function.PDFunctionType3.getFunctions(),12,80,12,13,2,2
org.apache.pdfbox.pdmodel.font.PDFont.setFirstChar(int),3,108,7,44,3,2
org.apache.pdfbox.OverlayPDF.getLayoutPage(PDDocument),12,318,12,56,7,17
org.apache.pdfbox.cos.COSNumber.doubleValue(),0,78,5,25,0,0
org.apache.pdfbox.util.ICU4JImpl.normalizeDiac(String),3,2,1,1,0,0
org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPatternResources.PDTilingPatternResources(),12,13,0,0,4,5
org.apache.pdfbox.pdmodel.common.function.type4.Parser.Tokenizer.hasMore(),0,14,3,6,0,0
org.apache.pdfbox.util.PDFHighlighter.main(String[]),12,28,0,0,5,9
org.apache.pdfbox.pdmodel.graphics.color.PDColorState.createColor(),3,12,1,1,3,5
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDPrintFieldAttributeObject.PDPrintFieldAttributeObject(COSDictionary),12,22,5,7,3,1
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitDestination.PDPageFitDestination(COSArray),2,14,3,10,1,1
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeEncryptedKey(byte[], byte[], int, byte[], int, int, boolean)",1,90,5,44,1,2
org.apache.pdfbox.pdmodel.graphics.PDShading.PDShading(),12,2,0,0,1,1
org.apache.pdfbox.pdfwriter.COSWriterXRefEntry.getKey(),0,45,4,21,0,0
org.apache.pdfbox.pdmodel.PDPage.setAnnotations(List),3,164,7,55,2,7
org.apache.pdfbox.preflight.font.container.CIDType2Container.CIDType2Container(PDFont),12,10,5,3,1,1
org.apache.pdfbox.PDFDebugger.exitForm(java.awt.event.WindowEvent),12,11,1,1,3,6
org.apache.pdfbox.pdmodel.graphics.pattern.PDShadingPatternResources.setShading(PDShadingResources),12,6,0,0,2,3
org.apache.pdfbox.pdfparser.PDFParser.parseHeader(),8,176,9,47,4,3
org.apache.pdfbox.cos.COSArray.addAll(Collection),-1,1,0,0,0,0
org.apache.pdfbox.pdmodel.common.function.PDFunctionType0.getSample(int),12,62,5,9,9,8
org.apache.pdfbox.pdmodel.encryption.PDStandardEncryption.setCanExtractForAccessibility(boolean),12,14,0,0,5,4
org.apache.pdfbox.preflight.xobject.AbstractXObjValidator.checkSMask(),4,46,4,4,4,16
"org.apache.pdfbox.io.ccitt.CCITTFaxG31DDecodeInputStream.buildUpMakeUpLong(short[], NonLeafLookupTreeNode)",12,9,3,2,2,2
org.apache.pdfbox.examples.util.PrintTextLocations.processTextPosition(TextPosition),12,17,0,0,3,8
"org.apache.pdfbox.util.operator.SetNonStrokingRGBColor.process(PDFOperator, List)",12,12,0,0,5,5
org.apache.pdfbox.pdmodel.graphics.xobject.PDXObject.PDXObject(PDStream),2,10,4,2,2,2
org.apache.pdfbox.pdmodel.PDPage.setActions(PDPageAdditionalActions),12,5,0,0,3,2
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserProperty.getName(),4,31,5,6,4,4
org.apache.pdfbox.examples.signature.CreateVisibleSignature.usage(),12,370,13,115,0,0
org.apache.pdfbox.util.ImageParameters.getDictionary(),0,112,7,38,0,0
org.apache.pdfbox.pdmodel.graphics.PDLineDashPattern.PDLineDashPattern(),12,3,0,0,1,2
org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile.setCreationDate(Calendar),12,269,16,43,6,5
org.apache.pdfbox.pdmodel.PDDocumentCatalog.setOutputIntents(List),12,6,0,0,2,4
org.apache.pdfbox.pdmodel.fdf.FDFNamedPageReference.FDFNamedPageReference(),12,2,0,0,1,1
org.apache.pdfbox.pdmodel.PDDocument.generatePageMap(),12,32,0,0,4,14
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Round.execute(ExecutionContext),12,3,0,0,1,2
org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPatternResources.getLength(),12,8,0,0,5,2
"org.apache.pdfbox.pdmodel.font.PDSimpleFont.getFontWidth(byte[], int, int)",12,39,3,2,5,10
"org.apache.pdfbox.WriteDecodedDoc.doIt(String, String)",12,260,0,0,11,67
org.apache.pdfbox.pdmodel.common.filespecification.PDSimpleFileSpecification.setFile(String),12,2,0,0,1,1
org.apache.pdfbox.util.PDFStreamEngine.getResources(),0,207,10,53,0,0
org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.usage(),12,235,17,46,0,0
org.apache.pdfbox.examples.pdmodel.CreateBookmarks.usage(),12,91,7,29,0,0
org.apache.pdfbox.PDFSplit.main(String[]),12,1024,13,118,11,79
org.apache.pdfbox.util.PositionWrapper.setParagraphStart(),4,71,5,37,0,0
org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions.getDS(),12,23,0,0,6,8
org.apache.pdfbox.Version.usage(),12,5,4,1,0,0
org.apache.pdfbox.io.PushBackInputStream.unread(byte[]),4,102,7,29,1,1
org.apache.pdfbox.pdmodel.common.function.PDFunction.getDomainValues(),2,9,2,2,2,2
org.apache.pdfbox.pdmodel.PDDocumentCatalog.setActions(PDDocumentCatalogAdditionalActions),12,5,0,0,3,2
"org.apache.pdfbox.preflight.process.StreamValidationProcess.checkStreamLength(PreflightContext, COSObject)",12,59,7,7,5,12
org.apache.pdfbox.filter.LZWDictionary.getNode(byte[]),12,16,3,8,2,3
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject.setTextDecorationType(String),12,32,0,0,8,11
org.apache.pdfbox.pdmodel.font.PDCIDFontType0Font.PDCIDFontType0Font(),12,7,0,0,4,2
org.apache.pdfbox.pdmodel.graphics.PDFontSetting.getFont(),12,185,5,34,12,47
"org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateResources(PreflightContext, PDPage)",12,209,13,41,5,9
org.apache.pdfbox.util.TextPosition.getYLowerLeftRot(float),1,5,2,2,1,1
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.getC1(),12,23,4,6,3,5
org.apache.pdfbox.examples.util.PrintTextLocations.usage(),12,200,10,42,0,0
org.apache.pdfbox.pdmodel.fdf.FDFJavaScript.getAfter(),12,9,0,0,3,4
org.apache.pdfbox.pdmodel.fdf.FDFIconFit.FDFIconFit(),12,2,0,0,1,1
org.apache.pdfbox.pdmodel.common.PDStream.setDecodeParms(List),12,10,0,0,2,7
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationTextMarkup.setQuadPoints(float[]),12,286,16,50,4,5
"org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode.insertObjectableBefore(COSObjectable, Object)",3,18,1,3,3,9
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem.getDestination(),3,108,5,29,3,12
org.apache.pdfbox.preflight.Validator_A1b.listFiles(String),12,297,16,54,0,0
"org.apache.pdfbox.OverlayPDF.overlayPage(COSArray, PDPage, int, int)",12,87,2,2,8,22
"org.apache.pdfbox.pdfparser.PDFStreamParser.PDFStreamParser(InputStream, RandomAccess, boolean)",2,30,7,7,2,1
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature.setReason(String),8,289,12,61,3,2
org.apache.pdfbox.util.PDFStreamEngine.getTextLineMatrix(),12,12,3,7,0,0
"org.apache.pdfbox.encryption.PDFEncryption.computeOwnerPassword(byte[], byte[], int, int)",12,44,5,21,2,3
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild.PDPropBuild(COSDictionary),12,5,3,1,1,1
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature.PDSignature(COSDictionary),0,25,6,6,0,0
org.apache.pdfbox.ExportXFDF.usage(),12,109,8,37,0,0
org.apache.pdfbox.util.TextPosition.getYDirAdj(),1,76,5,38,2,2
"org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder.createSignatureImage(PDDocument, InputStream)",12,177,0,0,12,32
org.apache.pdfbox.pdmodel.graphics.PDGraphicsState.setRenderingIntent(String),12,185,14,46,0,0
org.apache.pdfbox.PDFReader.updateTitle(),7,305,12,70,0,0
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueMDP.getDictionary(),12,2,1,1,0,0
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature.getContactInfo(),12,11,0,0,4,4
org.apache.pdfbox.pdmodel.common.PDMetadata.PDMetadata(COSStream),1,10,3,4,1,1
org.apache.pdfbox.PDFDebugger.initComponents.(Anon_3).actionPerformed(java.awt.event.ActionEvent),12,260,0,0,13,63
org.apache.pdfbox.pdmodel.fdf.FDFDocument.FDFDocument(COSDocument),12,3,2,1,0,0
"org.apache.pdfbox.examples.fdf.PrintFields.processField(PDField, String, String)",12,64,4,4,5,19
"org.apache.pdfbox.lucene.LucenePDFDocument.addContent(Document, InputStream, String)",10,256,2,3,9,53
org.apache.pdfbox.pdmodel.common.function.type4.Type4Tester.pop(float),12,3,0,0,2,1
"org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.drawXObject(PDXObjectImage, PDResources, OutputStream, float, float, float, float)",12,138,7,31,7,9
"org.apache.pdfbox.pdmodel.font.PDType1CFont.encodeToCID(byte[], int, int)",12,11,5,3,0,0
"org.apache.pdfbox.cos.COSArray.addAll(int, Collection)",12,10,3,6,0,0
org.apache.pdfbox.util.TextPosition.getXDirAdj(),1,80,5,39,2,2
org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processCYMKColorSpace(PDColorSpace),8,99,0,0,11,18
"org.apache.pdfbox.util.PDFMergerUtility.appendDocument(PDDocument, PDDocument)",12,428,9,43,6,80
org.apache.pdfbox.PDFDebugger.initComponents.(Anon_4).actionPerformed(java.awt.event.ActionEvent),12,11,0,0,4,6
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingResources.create(COSDictionary),5,20,2,3,5,8
org.apache.pdfbox.pdmodel.font.PDFontDescriptorDictionary.getCOSDictionary(),0,100,10,22,0,0
org.apache.pdfbox.pdmodel.graphics.pattern.PDPatternResources.getCOSDictionary(),0,78,5,25,0,0
org.apache.pdfbox.pdmodel.interactive.form.PDVariableText.doNotScroll(),12,42,6,10,6,2
org.apache.pdfbox.pdmodel.graphics.PDLineDashPattern.getCOSObject(),12,4,3,1,0,0
org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary.setUserKey(byte[]),12,58,5,28,2,3
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont.getExternalTTFData(),7,89,6,36,5,4
org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary.setSubFilter(String),12,47,5,19,3,2
org.apache.pdfbox.io.RandomAccessRead.length(),0,68,7,18,0,0
"org.apache.pdfbox.pdmodel.encryption.AccessPermission.setPermissionBit(int, boolean)",0,10,1,9,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.isNoZoom(),12,33,7,7,6,2
org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary.PDEncryptionDictionary(),3,80,5,45,1,1
org.apache.pdfbox.io.RandomAccessBuffer.write(int),12,4,0,0,2,2
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationMarkup.setPopup(PDAnnotationPopup),12,9,0,0,4,3
org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary.setLabelPrefixString(String),12,9,0,0,4,3
"org.apache.pdfbox.preflight.utils.FilterHelper.isAuthorizedFilter(PreflightContext, String)",2,50,5,13,4,3
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.Revisions.size(),1,21,3,12,1,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationTextMarkup.getQuadPoints(),12,11,0,0,3,5
org.apache.pdfbox.util.PDFTextStripper.getCurrentPageNo(),0,167,12,46,0,0
org.apache.pdfbox.pdmodel.font.PDFont.isSymbolicFont(),12,21,0,0,5,5
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationText.FDFAnnotationText(),12,9,0,0,3,4
org.apache.pdfbox.examples.fdf.PrintFields.usage(),12,177,10,44,0,0
org.apache.pdfbox.pdmodel.graphics.PDShading.toString(),12,98,0,0,12,19
org.apache.pdfbox.pdmodel.common.function.type4.Operators.getOperator(String),1,5,2,3,0,0
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement.setParent(PDStructureNode),3,28,5,8,3,2
org.apache.pdfbox.pdmodel.font.PDFontDescriptorDictionary.getDescent(),12,5,0,0,3,2
org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification.PDComplexFileSpecification(COSDictionary),0,4,2,2,0,0
org.apache.pdfbox.pdmodel.font.PDFontDescriptorDictionary.getItalicAngle(),12,5,0,0,3,2
org.apache.pdfbox.persistence.util.COSObjectKey.setGeneration(long),0,3,2,1,0,0
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.getRecipientsNumber(),12,47,5,19,0,0
org.apache.pdfbox.pdfparser.ConformingPDFParser.readLine(),12,9,3,2,1,3
org.apache.pdfbox.pdmodel.font.PDType0Font.getDescendantFonts(),7,138,13,47,2,1
org.apache.pdfbox.pdmodel.PDDocumentCatalog.setStructureTreeRoot(PDStructureTreeRoot),12,273,7,80,3,2
org.apache.pdfbox.pdmodel.graphics.PDGraphicsState.getStrokingColor(),0,171,10,48,0,0
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine.setCaptionVerticalOffset(float),12,18,0,0,3,7
org.apache.pdfbox.PDFDebugger.initComponents(),12,2,1,1,0,0
"org.apache.pdfbox.util.PDFMergerUtility.updatePageReferences(COSDictionary, HashMap)",12,6,0,0,2,3
org.apache.pdfbox.pdmodel.common.COSArrayList.convertCOSNameCOSArrayToList(COSArray),2,16,4,3,2,4
