method,LOC,Cyclomatic,FanIn,FanOut
org.apache.cxf.binding.corba.CorbaConduit.getAddress(),3,1,3,2
"org.apache.cxf.binding.corba.CorbaConduit.buildRequest(CorbaMessage, OperationType)",46,7,8,27
org.apache.cxf.binding.corba.CorbaConduit.getArguments(CorbaMessage),18,4,6,10
org.apache.cxf.binding.corba.CorbaConduit.getReturn(CorbaMessage),15,3,5,9
"org.apache.cxf.binding.corba.CorbaConduit.getExceptionList(Map<TypeCode, RaisesType>, CorbaMessage, OperationType)",16,4,6,7
"org.apache.cxf.binding.corba.CorbaConduit.getRequest(CorbaMessage, String, org.omg.CORBA.NVList, org.omg.CORBA.NamedValue, org.omg.CORBA.ExceptionList)",23,4,10,6
"org.apache.cxf.binding.corba.CorbaConduit.getOperationExceptions(OperationType, CorbaTypeMap)",17,4,8,9
org.apache.cxf.binding.corba.CorbaConduit.getMessageObserver(),3,1,1,1
org.apache.cxf.binding.corba.CorbaConduit.CorbaOutputStream.CorbaOutputStream(Message),3,1,2,2
org.apache.cxf.binding.corba.CorbaConduit.CorbaOutputStream.doFlush(),2,1,0,0
org.apache.cxf.binding.corba.CorbaConduit.CorbaOutputStream.doClose(),13,4,5,9
org.apache.cxf.binding.corba.CorbaConduit.CorbaOutputStream.onWrite(),2,1,0,0
org.apache.cxf.binding.corba.CorbaConduit.CorbaOutputStream.handleResponse(),22,3,9,18
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessorTest.setUp(),3,1,1,2
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessorTest.testNewService(),44,8,3,22
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessorTest.testNewServiceSoap12(),39,6,3,23
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessorTest.testDefaultLocation(),42,8,3,22
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessorTest.testServiceExist(),19,3,7,8
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessorTest.testBindingNotExist(),19,3,7,8
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessorTest.testWSDLValidation(),20,3,8,8
org.apache.cxf.tools.misc.WSDLToService.WSDLToService(ToolSpec),3,1,2,2
org.apache.cxf.tools.misc.WSDLToService.getArrayKeys(),3,1,1,2
org.apache.cxf.tools.misc.WSDLToService.execute(boolean),34,8,8,20
org.apache.cxf.tools.misc.WSDLToService.validate(ToolContext),14,4,4,7
org.apache.cxf.tools.misc.WSDLToService.main(String[]),11,2,6,7
org.apache.cxf.tools.misc.WSDLToService.checkParams(ErrorVisitor),10,3,2,9
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessor.process(),12,3,5,6
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessor.isServicePortExisted(),3,1,1,3
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessor.isServiceExisted(),14,5,6,11
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessor.isPortExisted(),13,5,6,10
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessor.isBindingExisted(),14,5,5,10
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessor.init(),3,1,3,2
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessor.doAppendService(),29,5,14,18
org.apache.cxf.tools.misc.processor.WSDLToServiceProcessor.setAddrElement(),16,3,8,13
"org.apache.cxf.rs.security.oauth2.grants.saml.AbstractSaml2BearerGrant.AbstractSaml2BearerGrant(String, String, boolean, String)",6,1,6,5
org.apache.cxf.rs.security.oauth2.grants.saml.AbstractSaml2BearerGrant.getType(),3,1,1,1
org.apache.cxf.rs.security.oauth2.grants.saml.AbstractSaml2BearerGrant.initMap(),5,1,4,3
"org.apache.cxf.rs.security.oauth2.grants.saml.AbstractSaml2BearerGrant.addScope(MultivaluedMap<String, String>)",5,2,5,1
org.apache.cxf.rs.security.oauth2.grants.saml.AbstractSaml2BearerGrant.encodeAssertion(),10,3,5,4
sample.rs.service.hello2.HelloServiceImpl2.sayHello(String),3,1,1,1
org.apache.cxf.transport.https.httpclient.InetAddressUtils.InetAddressUtils(),2,1,0,1
org.apache.cxf.transport.https.httpclient.InetAddressUtils.isIPv4Address(String),3,1,3,3
org.apache.cxf.transport.https.httpclient.InetAddressUtils.isIPv4MappedIPv64Address(String),3,1,2,3
org.apache.cxf.transport.https.httpclient.InetAddressUtils.isIPv6StdAddress(String),3,1,3,3
org.apache.cxf.transport.https.httpclient.InetAddressUtils.isIPv6HexCompressedAddress(String),9,3,5,5
org.apache.cxf.transport.https.httpclient.InetAddressUtils.isIPv6Address(String),3,1,2,3
org.apache.cxf.rs.security.jose.jws.JwsJsonConsumerTest.testVerifySignedWithProtectedHeaderOnlyUnencodedPayload(),12,1,5,12
org.apache.cxf.rs.security.jose.jws.JwsJsonConsumerTest.testVerifyDualSignedDocument(),16,1,3,11
org.apache.cxf.rs.security.jose.jws.JwsJsonConsumerTest.testVerifySingleEntryInDualSignedDocument(),16,1,3,14
org.apache.cxf.rs.security.jose.jws.JwsJsonConsumerTest.readKeySet(String),4,1,3,3
org.apache.cxf.rs.security.jose.jws.JwsJsonProducerTest.testSignPlainJsonDocumentPayloadConstruction(),5,1,2,3
org.apache.cxf.rs.security.jose.jws.JwsJsonProducerTest.testSignWithProtectedHeaderOnly(),9,1,4,7
org.apache.cxf.rs.security.jose.jws.JwsJsonProducerTest.testSignWithProtectedHeaderOnlyUnencodedPayload(),10,1,4,8
org.apache.cxf.rs.security.jose.jws.JwsJsonProducerTest.testSignWithProtectedHeaderOnlyFlat(),9,1,4,7
org.apache.cxf.rs.security.jose.jws.JwsJsonProducerTest.testDualSignWithProtectedHeaderOnly(),11,1,5,7
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.WebSocketTestClient(String),7,1,11,9
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.connect(),7,2,13,7
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.sendTextMessage(String),3,1,7,1
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.sendMessage(byte[]),3,1,9,1
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.await(int),3,1,14,2
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.reset(int),4,1,10,3
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.getReceived(),3,1,2,1
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.getReceivedResponses(),8,2,12,5
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.close(),8,3,12,1
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.makeString(byte[]),3,2,3,3
"org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.makeString(byte[], int, int)",12,3,4,6
"org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.writeHex(StringBuilder, int)",3,1,3,4
"org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.writePrintable(StringBuilder, int)",14,5,3,2
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.Response(Object),27,7,5,16
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.isStatusCode(String),4,1,2,2
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.getStatusCode(),3,1,10,1
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.getContentType(),3,1,8,1
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.getEntity(),3,1,1,1
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.getTextEntity(),3,1,9,2
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.getId(),3,1,4,1
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.toString(),7,1,3,6
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.readLine(),17,5,3,8
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.length(Object),11,4,2,2
"org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.getchar(Object, int)",3,3,3,2
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.Response.gettext(Object),3,3,3,2
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.WsSocketListener.onOpen(WebSocket),3,1,1,1
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.WsSocketListener.onClose(WebSocket),3,1,1,1
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.WsSocketListener.onError(Throwable),3,1,2,1
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.WsSocketListener.onMessage(byte[]),5,1,4,4
"org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.WsSocketListener.onFragment(byte[], boolean)",4,1,3,3
org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.WsSocketListener.onMessage(String),5,1,4,3
"org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.WsSocketListener.onFragment(String, boolean)",4,1,3,2
"org.apache.cxf.systest.jaxrs.websocket.WebSocketTestClient.WsSocketListener.processFragments(Object, boolean)",28,7,6,12
org.apache.cxf.jaxrs.provider.aegis.NoNamespaceAegisElementProvider.createTypeCreator(TypeCreationOptions),8,1,2,5
org.apache.cxf.jaxrs.provider.aegis.NoNamespaceAegisElementProvider.createRootTypeCreator(TypeCreationOptions),5,1,2,2
org.apache.cxf.jaxrs.provider.aegis.NoNamespaceAegisElementProvider.createDefaultTypeCreator(TypeCreationOptions),5,1,2,2
"org.apache.cxf.jaxrs.provider.aegis.NoNamespaceAegisElementProvider.getAegisContext(Class<?>, Type)",18,1,4,16
org.apache.cxf.jaxrs.provider.aegis.NoNamespaceJava5TypeCreator.createQName(Class<?>),4,1,1,4
"org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AWQThreadFactory.AWQThreadFactory(ThreadGroup, String)",5,1,3,5
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AWQThreadFactory.newThread(Runnable),30,3,4,11
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AWQThreadFactory.setName(String),3,1,2,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AWQThreadFactory.shutdown(),9,3,2,3
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AWQThreadFactory.newThread.(Anon_3).run(),8,1,1,2
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.AWQThreadFactory.newThread.(Anon_4).run(),4,1,1,2
"org.apache.cxf.workqueue.AutomaticWorkQueueImpl.DelayedTaskWrapper.DelayedTaskWrapper(Runnable, long)",4,1,3,4
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.DelayedTaskWrapper.getDelay(TimeUnit),4,1,3,3
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.DelayedTaskWrapper.compareTo(Delayed),12,3,2,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.DelayedTaskWrapper.run(),3,1,1,1
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.WatchDog.WatchDog(DelayQueue<DelayedTaskWrapper>),3,1,2,2
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.WatchDog.shutdown(),4,1,2,2
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.WatchDog.run(),19,6,5,6
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.createThreadFactory.(Anon_2).run(),12,3,1,5
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.execute.(Anon_5).run(),10,2,1,3
org.apache.cxf.workqueue.AutomaticWorkQueueImpl.getExecutor.(Anon_1).terminated(),9,3,2,3
org.apache.cxf.ws.policy.PolicyVerificationInInterceptorTest.setUp(),4,1,1,4
org.apache.cxf.ws.policy.PolicyVerificationInInterceptorTest.testHandleMessageNoOp(),22,1,2,6
org.apache.cxf.ws.policy.PolicyVerificationInInterceptorTest.testHandleMessage(),37,1,11,18
"org.apache.cxf.ws.policy.PolicyVerificationInInterceptorTest.setupMessage(boolean, boolean, boolean, boolean)",43,11,15,18
org.apache.cxf.ws.policy.PolicyVerificationInInterceptor.PolicyVerificationInInterceptor(),3,1,3,2
org.apache.cxf.ws.policy.PolicyVerificationInInterceptor.handle(Message),52,11,4,23
org.apache.cxf.systest.soapfault.details.Soap12ClientServerTest.startServers(),3,1,0,2
org.apache.cxf.systest.soapfault.details.Soap12ClientServerTest.testFaultMessage(),11,2,1,8
org.apache.cxf.systest.soapfault.details.Soap12ClientServerTest.testPingMeFault(),14,2,1,10
org.apache.cxf.systest.soapfault.details.Soap12ClientServerTest.getGreeter(),9,1,6,6
org.apache.cxf.systest.soapfault.details.Server12.run(),12,1,1,7
org.apache.cxf.systest.soapfault.details.Server12.main(String[]),11,2,2,4
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testCreateAndValidateResponse(),16,1,0,13
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testInvalidAddress(),20,2,0,14
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testInvalidRequestId(),20,2,0,14
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testInvalidRecipient(),20,2,0,14
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testInvalidNotOnOrAfter(),20,2,0,14
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testInvalidNotBefore(),21,2,0,15
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testSignedResponseInvalidDestination(),58,2,3,45
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testResponseInvalidIssuer(),21,2,0,16
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testMissingAuthnStatement(),21,2,0,18
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testNoSubjectConfirmationData(),15,2,0,9
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testEmptyAudienceRestriction(),24,2,0,15
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testBadAudienceRestriction(),26,2,0,16
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testAudienceRestrictionMultipleValues(),24,1,0,17
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testMultipleAudienceRestrictions(),31,2,0,18
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testAssertionBadIssuer(),32,2,2,24
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.testEnforceAssertionsSigned(),25,2,0,20
org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.createResponse(SubjectConfirmationDataBean),5,1,11,2
"org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.createResponse(SubjectConfirmationDataBean, List<AudienceRestrictionBean>, String)",48,3,11,32
"org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.createResponse(SubjectConfirmationDataBean, SAML2CallbackHandler)",25,1,3,15
"org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest.signResponse(Response, String, String, Crypto, boolean)",42,5,10,19
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testCreateAndValidateResponse(),28,1,3,19
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testInvalidStatusCode(),32,2,3,20
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testRequestDeniedStatusCode(),32,2,2,20
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testResponseSignedAssertion(),42,2,3,29
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testResponseModifiedSignedAssertion(),46,2,4,34
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testSignedResponse(),42,2,3,29
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testModifiedSignedResponse(),42,2,3,30
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testSignedResponseNoKeyInfo(),44,2,3,31
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testResponseInvalidVersion(),27,2,3,19
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testAssertionBadSubjectConfirmationMethod(),26,2,1,18
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testResponseIssueInstant(),33,2,3,22
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testAssertionIssueInstant(),33,2,3,22
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testFutureAuthnInstant(),33,2,3,22
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testStaleSessionNotOnOrAfter(),33,2,3,22
org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.testInvalidSubjectLocality(),33,2,3,21
"org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.signResponse(Response, String, String, Crypto, boolean)",43,5,12,19
"org.apache.cxf.rs.security.saml.sso.SAMLResponseValidatorTest.createResponse(SubjectConfirmationDataBean, SAML2CallbackHandler)",25,1,4,15
org.apache.cxf.binding.xml.interceptor.XMLFaultInInterceptor.XMLFaultInInterceptor(),3,1,2,2
org.apache.cxf.binding.xml.interceptor.XMLFaultInInterceptor.XMLFaultInInterceptor(String),4,1,3,4
org.apache.cxf.binding.xml.interceptor.XMLFaultInInterceptor.handleMessage(Message),20,4,2,12
"org.apache.cxf.binding.xml.XMLFault.XMLFault(Message, Throwable)",3,1,3,2
org.apache.cxf.binding.xml.XMLFault.XMLFault(Message),3,1,1,2
org.apache.cxf.binding.xml.XMLFault.XMLFault(String),3,1,2,3
org.apache.cxf.binding.xml.XMLFault.createFault(Fault),9,2,3,7
org.apache.cxf.ws.policy.PolicyBuilderTest.setUp(),9,1,1,7
org.apache.cxf.ws.policy.PolicyBuilderTest.testGetPolicy(),11,2,3,9
org.apache.cxf.ws.policy.PolicyBuilderTest.testGetPolicyReference(),10,1,1,4
org.apache.cxf.ws.policy.PolicyBuilderTest.testGetPolicyWithAttributes(),13,1,1,9
org.apache.cxf.aegis.type.java5.map.StudentServiceImpl.StudentServiceImpl(),6,1,3,6
org.apache.cxf.aegis.type.java5.map.StudentServiceImpl.findStudent(Long),3,1,2,2
"org.apache.cxf.aegis.type.java5.map.StudentServiceImpl.getStudents(Map<String, String>)",9,3,2,6
org.apache.cxf.aegis.type.java5.map.StudentServiceImpl.getStudentsByIds(List<String>),9,2,2,5
org.apache.cxf.aegis.type.java5.map.StudentServiceImpl.getStudentsMap(),3,1,1,1
org.apache.cxf.aegis.type.java5.map.StudentServiceImpl.getWildcardMap(),5,1,0,3
org.apache.cxf.transport.https.httpclient.PublicSuffixListParser.PublicSuffixListParser(),2,1,1,1
org.apache.cxf.transport.https.httpclient.PublicSuffixListParser.parse(Reader),27,7,3,9
org.apache.cxf.transport.https.httpclient.PublicSuffixListParser.parseByType(Reader),54,15,3,11
"org.apache.cxf.transport.https.httpclient.PublicSuffixList.PublicSuffixList(DomainType, List<String>, List<String>)",14,4,5,6
org.apache.cxf.transport.https.httpclient.PublicSuffixList.getType(),3,1,2,1
org.apache.cxf.transport.https.httpclient.PublicSuffixList.getRules(),3,1,3,1
org.apache.cxf.transport.https.httpclient.PublicSuffixList.getExceptions(),3,1,3,1
org.apache.cxf.transport.https.httpclient.DomainType.values(),0,1,0,1
org.apache.cxf.transport.https.httpclient.DomainType.valueOf(),0,1,0,1
org.apache.cxf.systest.source.PutLastTradePriceImpl.nillableParameter(DOMSource),3,1,0,1
org.apache.cxf.systest.source.PutLastTradePriceImpl.sayHi(Holder<DOMSource>),2,1,0,0
org.apache.cxf.systest.source.PutLastTradePriceImpl.putLastTradedPrice(DOMSource),2,1,0,0
org.apache.cxf.systest.source.PutLastTradePriceImpl.bareNoParam(),3,1,0,1
org.apache.cxf.wsdl.service.factory.ParamReader.ParamReader(Class<?>),3,1,2,3
org.apache.cxf.wsdl.service.factory.ParamReader.ParamReader(byte[]),32,5,2,11
org.apache.cxf.wsdl.service.factory.ParamReader.getParameterNamesFromDebugInfo(Method),17,4,3,6
org.apache.cxf.wsdl.service.factory.ParamReader.readCode(),11,2,2,6
org.apache.cxf.wsdl.service.factory.ParamReader.getParameterNames(Constructor<?>),4,1,2,4
org.apache.cxf.wsdl.service.factory.ParamReader.getParameterNames(Method),4,1,3,4
"org.apache.cxf.wsdl.service.factory.ParamReader.getParameterNames(Member, Class<?>[])",25,7,7,5
org.apache.cxf.wsdl.service.factory.ParamReader.getMethodInfo(),7,2,3,2
org.apache.cxf.wsdl.service.factory.ParamReader.readLocalVariableTable(),14,3,0,4
org.apache.cxf.wsdl.service.factory.ParamReader.MethodInfo.MethodInfo(int),3,1,2,2
org.apache.cxf.aegis.type.java5.MapTest.setUp(),7,1,2,8
org.apache.cxf.aegis.type.java5.MapTest.testType(),15,1,2,10
org.apache.cxf.aegis.type.java5.MapTest.testRecursiveType(),17,1,2,11
org.apache.cxf.aegis.type.java5.MapTest.testPDType(),16,1,2,11
org.apache.cxf.aegis.type.java5.MapTest.testMapDTO(),19,1,2,19
org.apache.cxf.aegis.type.java5.MapTest.testMapDTOService(),4,1,0,2
org.apache.cxf.aegis.type.java5.MapTest.testMapServiceWSDL(),4,1,0,2
org.apache.cxf.aegis.type.java5.MapTest.MapService.getMap(),3,1,0,1
"org.apache.cxf.aegis.type.java5.MapTest.MapService.setMap(Map<String, Integer>)",2,1,0,0
org.apache.cxf.aegis.type.java5.MapTest.MapService.getMapOfCollections(),3,1,0,1
org.apache.cxf.aegis.type.collection.CollectionType.CollectionType(AegisType),4,1,2,3
"org.apache.cxf.aegis.type.collection.CollectionType.readObject(MessageReader, Context)",7,2,3,3
org.apache.cxf.aegis.type.collection.CollectionType.createCollection(),27,9,1,13
"org.apache.cxf.aegis.type.collection.CollectionType.writeObject(Object, MessageWriter, Context)",25,6,4,11
org.apache.cxf.aegis.type.collection.CollectionType.getComponentType(),3,1,8,1
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.JAXWSBindingParser(ExtensionRegistry),3,1,2,2
"org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.parse(Class<?>, Element, String)",9,1,5,6
"org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.parseElement(JAXWSBinding, Element)",79,21,5,38
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.isJAXWSMethodElement(Node),4,1,3,4
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.getMethodName(Node),4,1,2,2
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.isPackageElement(Node),4,1,3,4
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.isJAXWSParameterElement(Node),4,1,3,4
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.isJAXWSClass(Node),4,1,3,4
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.isJAXWSClassDoc(Node),4,1,3,4
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.getPackageName(Node),4,1,2,2
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.isAsyncElement(Node),4,1,3,4
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.isWrapperStyle(Node),4,1,3,4
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.getNodeValue(Node),3,1,2,3
org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.isMIMEElement(Node),4,1,3,4
"org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.JAXWSBindingParser.queryXPathNode(Node, String)",21,4,6,11
org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.setUp(),9,1,3,7
org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.testExtractedTextContentMatchesSearchCriteria(),10,1,3,8
org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.testExtractedTextContentMatchesTypesAndDateSearchCriteria(),18,1,3,11
org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.testExtractedTextContentMatchesTypesAndIntegerSearchCriteria(),14,1,3,11
org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.testExtractedTextContentMatchesTypesAndByteSearchCriteria(),14,1,3,11
org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.testExtractedTextContentMatchesTypesAndLongSearchCriteria(),14,1,3,11
org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.testExtractedTextContentMatchesTypesAndDoubleSearchCriteria(),14,1,3,11
org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.testExtractedTextContentMatchesTypesAndFloatSearchCriteria(),14,1,3,11
org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.testContentSourceMatchesSearchCriteria(),11,1,3,10
org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.getHits(String),3,1,3,3
"org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.getHits(String, Map<String, Class>)",14,1,11,10
org.apache.cxf.jaxrs.ext.search.tika.TikaLuceneContentExtractorTest.tearDown(),4,1,2,1
org.apache.cxf.transport.http.netty.server.blueprint.NettyHttpServerEngineFactoryHolder.NettyHttpServerEngineFactoryHolder(),2,1,0,1
org.apache.cxf.transport.http.netty.server.blueprint.NettyHttpServerEngineFactoryHolder.init(),77,17,6,43
org.apache.cxf.transport.http.netty.server.blueprint.NettyHttpServerEngineFactoryHolder.destroy(),5,1,2,3
org.apache.cxf.transport.http.netty.server.blueprint.NettyHttpServerEngineFactoryHolder.getParsedElement(),3,1,1,1
org.apache.cxf.transport.http.netty.server.blueprint.NettyHttpServerEngineFactoryHolder.setParsedElement(String),3,1,1,1
"org.apache.cxf.transport.http.netty.server.blueprint.NettyHttpServerEngineFactoryHolder.getJaxbObject(Element, Class<?>)",10,2,5,6
org.apache.cxf.transport.http.netty.server.blueprint.NettyHttpServerEngineFactoryHolder.getContext(Class<?>),31,9,5,19
org.apache.cxf.systest.ws.addr_disable.WSADisableTest.setUp(),3,1,0,1
org.apache.cxf.systest.ws.addr_disable.WSADisableTest.startServers(),3,1,0,2
org.apache.cxf.systest.ws.addr_disable.WSADisableTest.testDisableServerSide(),13,1,2,12
org.apache.cxf.systest.ws.addr_disable.WSADisableTest.testDisableAll(),13,1,2,12
org.apache.cxf.systest.ws.addr_disable.WSADisableTest.testDiaptchWithWsaDisable(),17,2,3,13
org.apache.cxf.systest.ws.addr_disable.WSADisableTest.testDisableServerEnableClientRequired(),15,2,3,10
org.apache.cxf.systest.ws.addr_disable.WSADisableTest.getService(),7,1,5,4
org.apache.cxf.binding.corba.CorbaTypeMapTest.testCorbaTypeMap(),14,1,0,11
demo.ws_addressing.server.GreeterImpl.greetMe(String),6,1,3,3
demo.ws_addressing.server.GreeterImpl.greetMeOneWay(String),5,1,3,2
demo.ws_addressing.server.GreeterImpl.sayHi(),5,1,2,3
demo.ws_addressing.server.GreeterImpl.pingMe(),8,1,2,4
org.apache.cxf.jaxrs.CustomerApplication.getUriInfo(),3,1,3,1
"org.apache.cxf.jaxrs.provider.xmlbeans.XMLBeansJSONProvider.readFrom(Class<XmlObject>, Type, Annotation[], MediaType, MultivaluedMap<String, String>, InputStream)",17,2,3,6
"org.apache.cxf.jaxrs.provider.xmlbeans.XMLBeansJSONProvider.writeTo(XmlObject, Class<?>, Type, Annotation[], MediaType, MultivaluedMap<String, Object>, OutputStream)",20,4,4,7
