method,layer,size,upperDepth,upperWidth,lowerDepth,lowerWidth
org.apache.cxf.tools.wsdlto.core.AbstractWSDLBuilder.getWSDLModel(),9,1217,20,171,0,0
"org.apache.cxf.binding.corba.CorbaDestination.setCorbaLocArgs(URI, List)",3,37,4,19,0,0
org.apache.cxf.jaxrs.impl.ResponseImpl.entityStreamAvailable(),13,294,18,36,2,3
org.apache.cxf.transport.http.Headers.headerMap(),0,40,4,18,0,0
"org.apache.cxf.systest.jaxrs.provider.Book.Book(String, long)",22,6,3,1,1,2
org.apache.cxf.jaxrs.client.spec.ClientRequestContextImpl.doSetEntity(Object),1,12,4,3,1,4
org.apache.cxf.transport.websocket.WebSocketVirtualServletRequest.getQueryString(),-1,1,0,0,0,0
org.apache.cxf.aegis.type.basic.BeanType.getMinOccurs(),22,28,0,0,7,8
org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.validateSchemas(SchemaCollection),10,36,2,16,9,4
org.apache.cxf.ws.security.trust.delegation.ReceivedTokenCallbackHandler.handle(Callback[]),22,7,0,0,2,4
"org.apache.cxf.xmlbeans.TypesService.testBase64Binary(byte[], Holder)",22,3,0,0,2,1
org.apache.cxf.message.MessageImpl.getDestination(),-1,1,0,0,0,0
org.apache.cxf.ws.eventing.shared.utils.FilteringUtil.isFilteringDialectSupported(String),4,14,6,3,0,0
"org.apache.cxf.feature.LoggingFeature.LoggingFeature(String, String, int, boolean, boolean)",22,2,0,0,1,1
org.apache.cxf.jaxrs.ext.search.client.FiqlSearchConditionBuilder.Builder.greaterOrEqualTo(Long),22,3,0,0,2,1
org.apache.cxf.systest.aegis.mtom.fortest.MtomTestImpl.getLastDhBean(),22,787,20,103,0,0
"org.apache.cxf.transport.http.asyncclient.AsyncHTTPConduit.getKeyManagersWithCertAlias(TLSClientParameters, KeyManager[])",3,13,3,7,1,2
org.apache.cxf.systest.type_test.AbstractTypeTestClient3.testSequenceWithGroupChoice(),22,3,0,0,1,2
org.apache.cxf.attachment.AttachmentSerializer.writeAttachments(),1,26,3,13,2,7
org.apache.cxf.binding.soap.jms.interceptor.SoapJMSConstants.getTargetServiceNotAllowedInRequestURIQName(),22,8,3,4,0,0
"org.apache.cxf.ws.eventing.backend.manager.SubscriptionManagerImpl.subscriptionEnd(UUID, String, SubscriptionEndStatus)",22,8,0,0,2,4
org.apache.cxf.rs.security.oauth.data.OAuthAuthorizationData.OAuthAuthorizationData(),6,105,9,27,0,0
org.apache.cxf.simple.SimpleServiceBuilder.SimpleServiceBuilder(),22,68,12,11,5,3
org.apache.cxf.systest.sts.common.CommonCallbackHandler.handle(Callback[]),-1,1,0,0,0,0
org.apache.cxf.resource.DefaultResourceManager.removeResourceResolver(ResourceResolver),-1,1,0,0,0,0
org.apache.cxf.staxutils.validation.StaxSchemaValidationInInterceptor.handleMessage(Message),22,14,0,0,4,7
org.apache.cxf.systest.type_test.AbstractTypeTestClient3.testMultipleOccursSequenceInSequence(),22,3,0,0,1,2
org.apache.cxf.systest.jaxrs.CustomOutFaultInterceptor.CustomOutFaultInterceptor(),22,748,23,93,3,1
org.apache.cxf.message.MessageContentsList.ensureSize(int),0,4,2,2,0,0
org.apache.cxf.aegis.inheritance.ws1.impl.WS1Impl.getBean(String),22,11,2,2,2,3
org.apache.cxf.tools.common.toolspec.parser.Argument.isAtleastMinimum(),5,6,2,4,0,0
org.apache.cxf.tools.common.model.JavaPort.setPortType(String),22,339,10,76,0,0
org.apache.cxf.systest.ws.wssec11.server.Server11.run(),22,11,0,0,3,5
"org.apache.cxf.systest.jaxrs.validation.BookStoreWithValidation.addBookDirect(BookWithValidation, UriInfo)",22,2,0,0,1,1
"org.apache.cxf.staxutils.DelegatingXMLStreamWriter.writeEmptyElement(String, String, String)",-1,1,0,0,0,0
"org.apache.cxf.jaxrs.impl.tl.ThreadLocalMessageContext.getResolver(Class, Class)",22,3,0,0,1,2
org.apache.cxf.jaxb.io.DataWriterImpl.createMarshaller.(Anon_1).handleEvent(ValidationEvent),-1,1,0,0,0,0
org.apache.cxf.ws.addressing.VersionTransformer.getExposedReferenceType(String),15,49,10,15,0,0
org.apache.cxf.jaxrs.impl.UriBuilderImpl.buildQuery(),5,82,8,7,9,14
"org.apache.cxf.maven_plugin.wadlto.AbstractCodeGeneratorMojo.shouldRun(WadlOption, File, URI)",22,554,19,117,1,1
org.apache.cxf.tools.common.toolspec.ToolSpec.getElementById(String),2,10,4,2,2,2
"org.apache.cxf.bus.osgi.CXFExtensionBundleListener.OSGiExtension.load(ClassLoader, Bus)",22,9,0,0,4,3
org.apache.cxf.aegis.type.java5.AnnotationReader.isNillable(AnnotatedElement),-1,1,0,0,0,0
"org.apache.cxf.jaxrs.provider.AbstractJAXBProvider.isWriteable(Class, Type, Annotation[], MediaType)",4,742,22,76,3,6
org.apache.cxf.configuration.jsse.TLSParameterBase.setCipherSuites(List),0,28,3,24,0,0
org.apache.cxf.binding.soap.saaj.SAAJFactoryResolver.createSOAPFactory(SoapVersion),2,1200,17,172,2,2
org.apache.cxf.transport.jms.JMSConfiguration.getDurableSubscriptionClientId(),2,12,5,4,0,0
org.apache.cxf.ws.security.wss4j.DefaultCryptoCoverageChecker.setSignBody(boolean),12,2170,19,194,16,57
"org.apache.cxf.rs.security.oauth2.client.HttpRequestProperties.HttpRequestProperties(String, int, String, String)",22,2,0,0,1,1
"org.apache.cxf.rs.security.oauth2.jwt.JwtToken.JwtToken(JwtHeaders, JwtClaims)",0,116,6,43,0,0
org.apache.cxf.sts.token.validator.SCTValidator.canHandleToken(ReceivedToken),7,154,9,50,2,1
org.apache.cxf.ws.rm.WrappedEndpoint.getOutInterceptors(),22,2,0,0,1,1
org.apache.cxf.jaxrs.impl.VariantListBuilderImpl.build(),22,7,0,0,3,4
"org.apache.cxf.rs.security.oauth.services.AuthorizationRequestHandler.compareRequestSessionTokens(HttpServletRequest, OAuthMessage)",6,105,9,27,1,1
org.apache.cxf.wsdl.service.factory.DefaultServiceConfiguration.DefaultServiceConfiguration(),1,3,2,1,0,0
org.apache.cxf.systest.handlers.HandlerServer.run(),-1,1,0,0,0,0
org.apache.cxf.rs.security.oauth2.jwt.JwtHeaders.setKeyId(String),22,3,0,0,2,1
org.apache.cxf.ws.addressing.ContextUtils.isNoneAddress(EndpointReferenceType),0,334,13,86,0,0
org.apache.cxf.binding.corba.interceptors.CorbaStreamFaultInInterceptor.CorbaStreamFaultInInterceptor(),22,17,3,11,2,1
"org.apache.cxf.systest.jaxrs.validation.BookWithValidation.BookWithValidation(String, String)",0,914,18,114,0,0
"org.apache.cxf.jaxrs.client.WebClient.AsyncInvokerImpl.method(String, Entity, Class)",22,207,0,0,16,27
org.apache.cxf.tools.wadlto.jaxrs.SourceGenerator.Application.getWadlPath(),22,98,9,31,0,0
org.apache.cxf.service.factory.SimpleMethodDispatcher.getMethod(BindingOperationInfo),22,2,0,0,1,1
"org.apache.cxf.staxutils.StaxUtils.copy(XMLStreamReader, XMLStreamWriter, boolean, boolean)",1,403,9,110,2,2
org.apache.cxf.tools.corba.processors.idl.TemplateTypeSpecVisitor.accept(AST),2,70,8,18,1,3
"org.apache.cxf.phase.PhaseInterceptorChain.doInterceptStartingAt(Message, String)",6,139,7,29,5,38
org.apache.cxf.sts.interceptor.SCTInInterceptor.SCTInInterceptor(),22,3,0,0,2,1
"org.apache.cxf.ws.security.wss4j.policyvalidators.AsymmetricBindingPolicyValidator.validatePolicy(AssertionInfoMap, Message, Element, List, List, List)",22,20,0,0,4,8
org.apache.cxf.systest.jaxrs.BookType.init(),22,6,1,1,1,4
org.apache.cxf.management.counters.ResponseTimeCounter.getNumUnCheckedApplicationFaults(),22,141,15,38,0,0
org.apache.cxf.tools.corba.processors.idl.IDLLexer.mXOR(boolean),22,47,4,40,0,0
org.apache.cxf.tools.common.model.JavaType.setQName(QName),1,184,8,91,0,0
org.apache.cxf.tools.wsdlto.core.PluginLoader.getPlugin(InputStream),2,6,2,3,0,0
"org.apache.cxf.systest.ws.util.MessageFlow.verifyAction(String, int, boolean, boolean)",22,4,0,0,2,2
org.apache.cxf.tools.java2ws.JavaToWS.isVerbose(),5,24,8,7,1,1
org.apache.cxf.tools.common.ToolContext.getCustomizedNS(String),22,17,3,1,5,5
org.apache.cxf.management.web.logging.LogLevel.valueOf(),22,3,2,1,0,0
org.apache.cxf.service.Service.setInvoker(Invoker),0,1886,22,202,0,0
org.apache.cxf.service.model.OperationInfo.getFault(QName),0,846,16,121,0,0
org.apache.cxf.rs.security.saml.sso.AbstractServiceProviderFilter.reportError(String),11,206,14,34,1,1
"org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaHelper.processAllMember(XmlSchemaAll, QName, QName)",10,529,0,0,17,101
org.apache.cxf.wsn.AbstractNotificationBroker.subscribe(Subscribe),22,21,0,0,5,9
org.apache.cxf.systest.jaxrs.jaxws.BookStoreSoapRestImpl.BookStoreSoapRestImpl(),22,11,0,0,4,4
"org.apache.cxf.rs.security.oauth2.grants.code.AuthorizationCodeGrantHandler.compareCodeVerifierWithChallenge(String, String)",22,36,6,16,1,1
org.apache.cxf.transport.jms.JMSConduit.getJmsConfig(),0,526,14,68,0,0
org.apache.cxf.tools.common.toolspec.parser.TokenInputStream.hasNext(),5,12,3,5,1,1
org.apache.cxf.bus.managers.WorkQueueManagerImplMBeanWrapper.shutdown(boolean),22,9,0,0,2,7
org.apache.cxf.jca.cxf.handlers.InvokingInvocationHandler.closeConnection(Object),22,17,5,5,1,3
org.apache.cxf.management.persistence.ExchangeData.setRequest(String),22,66,11,13,0,0
org.apache.cxf.jaxrs.client.spec.ClientRequestContextImpl.getClient(),22,2,0,0,1,1
org.apache.cxf.databinding.DataBinding.setMtomThreshold(int),11,1583,19,221,0,0
org.apache.cxf.tools.corba.processors.idl.PrimitiveTypesVisitor.accept(AST),2,104,6,36,0,0
org.apache.cxf.jca.cxf.handlers.CXFInvocationHandlerBase.CXFInvocationHandlerBase(CXFInvocationHandlerData),1,51,8,19,0,0
"org.apache.cxf.rs.security.xml.XmlEncOutInterceptor.addEncryptedKeyElement(Element, X509Certificate, byte[], String, String)",22,52,6,17,4,4
org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaBinding.setAllBindings(boolean),10,535,13,100,0,0
org.apache.cxf.jaxrs.client.LocalClientState.LocalClientState(URI),7,456,19,62,11,12
org.apache.cxf.ws.policy.PolicyConstants.isIgnorable(Element),22,2,0,0,1,1
org.apache.cxf.tools.wadlto.jaxrs.JAXRSContainer.processWadl(),22,756,0,0,21,97
org.apache.cxf.systest.jaxrs.sdo.impl.SdoFactoryImpl.SdoFactoryImpl(),22,5,3,2,0,0
"org.apache.cxf.common.xmlschema.LSInputImpl.LSInputImpl(String, String, InputStream)",22,12,6,4,0,0
org.apache.cxf.resource.ResourceManager.removeResourceResolver(ResourceResolver),4,50,6,12,0,0
org.apache.cxf.ws.eventing.backend.manager.SubscriptionManagerInterfaceForNotificators.registerNotificator(NotificatorService),1,3,2,1,0,0
