class,path,package,methods
IvySettings,src\java\org\apache\ivy\core\settings\IvySettings.java,org.apache.ivy.core.settings,"IvySettings,IvySettings,addSystemProperties,configureRepositories,typeDefs,typeDefs,typeDefs,typeDefs,load,load,defaultInit,loadDefault,loadDefault14,loadDefaultProperties,getDefaultPropertiesURL,getDefaultSettingsURL,getDefault14SettingsURL,getDefaultSettingsDir,getSettingsURL,setSettingsVariables,setDeprecatedVariable,setSettingsVariables,dumpSettings,loadProperties,loadProperties,loadProperties,loadProperties,loadProperties,setVariable,setVariable,addAllVariables,addAllVariables,substitute,substitute,getVariables,typeDef,typeDef,classForName,getClassLoader,addClasspathURL,getTypeDefs,getTypeDef,addConfigured,addConfigured,addResolver,setDefaultCache,setDefaultResolver,checkResolverName,addModuleConfiguration,resolveFile,setBaseDir,getBaseDir,getDefaultIvyUserDir,setDefaultIvyUserDir,getDefaultCache,setDefaultRepositoryCacheBasedir,setDefaultResolutionCacheBasedir,getDefaultRepositoryCacheBasedir,getDefaultResolutionCacheBasedir,setDictatorResolver,getResolver,getResolver,getDefaultResolver,getResolverName,getDefaultBranch,getDefaultBranch,setDefaultBranch,getConflictManager,getResolveMode,getDefaultResolveMode,setDefaultResolveMode,addConfigured,getConflictManager,addConflictManager,addConfigured,getLatestStrategy,addLatestStrategy,addConfigured,getLockStrategy,addLockStrategy,addConfigured,getNamespace,getSystemNamespace,addNamespace,addConfigured,getMatcher,addMatcher,addConfigured,getRepositoryCacheManager,addRepositoryCacheManager,getRepositoryCacheManagers,addConfigured,getReportOutputter,addReportOutputter,getReportOutputters,addConfigured,getVersionMatcher,addVersionMatcher,getVersionMatchers,getVersionMatcher,configureDefaultVersionMatcher,getCircularDependencyStrategy,getCircularDependencyStrategy,setCircularDependencyStrategy,addConfigured,addCircularDependencyStrategy,configureDefaultCircularDependencyStrategies,getStatusManager,setStatusManager,getIgnorableFilenames,filterIgnore,isCheckUpToDate,setCheckUpToDate,doValidate,setValidate,getVariable,getDefaultConflictManager,setDefaultConflictManager,getDefaultLatestStrategy,setDefaultLatestStrategy,getDefaultLockStrategy,setDefaultLockStrategy,getDefaultRepositoryCacheManager,setDefaultRepositoryCacheManager,getResolutionCacheManager,setResolutionCacheManager,addTrigger,getTriggers,addConfigured,isUseRemoteConfig,setUseRemoteConfig,logModulesInUse,logModuleWhenFound,logResolvedRevision,debugConflictResolution,debugLocking,dumpMemoryUsage,logNotConvertedExclusionRule,setLogNotConvertedExclusionRule,init,getInterruptTimeout,getResolvers,getResolverNames,getMatcherNames,getVariableContainer,setVariableContainer,getRelativeUrlResolver,setDefaultCacheIvyPattern,getDefaultCacheIvyPattern,setDefaultCacheArtifactPattern,getDefaultCacheArtifactPattern,setDefaultUseOrigin,isDefaultUseOrigin,useDeprecatedUseOrigin,validate,validateAll"
StartResolveEvent,src\java\org\apache\ivy\core\event\resolve\StartResolveEvent.java,org.apache.ivy.core.event.resolve,StartResolveEvent
ResolveEvent,src\java\org\apache\ivy\core\event\resolve\ResolveEvent.java,org.apache.ivy.core.event.resolve,"ResolveEvent,getModuleDescriptor"
AbstractPatternsBasedResolver,src\java\org\apache\ivy\plugins\resolver\AbstractPatternsBasedResolver.java,org.apache.ivy.plugins.resolver,"AbstractPatternsBasedResolver,findIvyFileRef,findArtifactRef,findResourceUsingPatterns,findResourceUsingPattern,findResource,findNames,findIvyNames,findArtifactNames,listTokenValues,getModuleDescriptorExtension,resolveTokenValues,listTokenValues,exist,filterNames,findTokenValues,addIvyPattern,addArtifactPattern,getIvyPatterns,getArtifactPatterns,setIvyPatterns,setArtifactPatterns,addConfiguredIvy,addConfiguredArtifact,dumpSettings,isM2compatible,setM2compatible,convertM2IdForResourceSearch,convertM2OrganizationForResourceSearch,convertM2TokenValuesForResourceSearch"
IvyContext,src\java\org\apache\ivy\core\IvyContext.java,org.apache.ivy.core,"IvyContext,IvyContext,getContext,getCurrentStack,pushNewContext,pushNewCopyContext,pushContext,popContext,peekInContextStack,getIvy,peekIvy,getDefaultIvy,setIvy,getSettings,getCircularDependencyStrategy,get,set,peek,pop,pop,push,getOperatingThread,getMessageLogger,getEventManager,checkInterrupted,setResolveData,getResolveData,setDependencyDescriptor,getDependencyDescriptor"
IvyPatternHelper,src\java\org\apache\ivy\core\IvyPatternHelper.java,org.apache.ivy.core,"IvyPatternHelper,substitute,substitute,substitute,substitute,substitute,substitute,substitute,substitute,substitute,substitute,substitute,substituteVariables,substituteVariables,substituteVariables,substituteTokens,substituteVariable,substituteVariable,substituteToken,substituteToken,getTokenString,substituteParams,substituteParams,getTokenRoot,getFirstToken"
DefaultArtifact,src\java\org\apache\ivy\core\module\descriptor\DefaultArtifact.java,org.apache.ivy.core.module.descriptor,"newIvyArtifact,newPomArtifact,cloneWithAnotherExt,cloneWithAnotherType,cloneWithAnotherTypeAndExt,cloneWithAnotherName,cloneWithAnotherMrid,DefaultArtifact,DefaultArtifact,DefaultArtifact,DefaultArtifact,DefaultArtifact,getModuleRevisionId,getName,getPublicationDate,getType,getExt,getId,getConfigurations,getUrl,isMetadata"
IvyNode,src\java\org\apache\ivy\core\resolve\IvyNode.java,org.apache.ivy.core.resolve,"IvyNode,IvyNode,init,loadData,moveToRealNode,getDependencies,getDependencies,addDependencyDescriptor,getDependencyDescriptor,isDependencyModuleExcluded,hasConfigurationsToLoad,markRootModuleConfLoaded,isRootModuleConfLoaded,handleConfiguration,getDefaultConf,getMainConf,updateConfsToFetch,resolveSpecialConfigurations,getRequiredConfigurations,addAllIfNotNull,getRequiredConfigurations,getConfiguration,getConfigurations,isConfRequiredByMergedUsageOnly,discardConf,addRootModuleConfigurations,getRootModuleConfigurations,getRootModuleConfigurationsSet,getConfsToFetch,getRealConfs,findPath,findPath,updateDataFrom,getAllUsages,getAllArtifacts,getSelectedArtifacts,getArtifacts,addArtifactsFromOwnUsage,addArtifactsFromMergedUsage,findArtifactsMatching,hasProblem,getProblem,getProblemMessage,isDownloaded,isSearched,isLoaded,isFetched,findNode,isRoot,getRoot,getConflictManager,getRealNode,getId,getModuleId,getDescriptor,getData,getModuleRevision,getPublication,getLastModified,getResolvedId,clean,canExclude,getDirectCallerFor,getCallers,getAllCallersModuleIds,getAllCallers,getAllRealCallers,addCaller,doesCallersExclude,toMrids,getResolvedNodes,getResolvedRevisions,markEvicted,getAllEvictingConflictManagers,getAllEvictingNodes,getAllEvictingNodesDetails,getEvictedConfs,getEvictedData,getEvictedNodes,getEvictedRevisions,getEvictionDataInRoot,isCompletelyEvicted,isEvicted,markEvicted,setEvictedNodes,setResolvedNodes,toString,equals,compareTo,hashCode,getPendingConflicts,setPendingConflicts,blacklist,clearEvictionDataInAllCallers,isBlacklisted,isCompletelyBlacklisted,getBlacklistData,getMainUsage,hasAnyMergedUsageWithTransitiveDependency"
ResolveData,src\java\org\apache\ivy\core\resolve\ResolveData.java,org.apache.ivy.core.resolve,"ResolveData,ResolveData,ResolveData,ResolveData,getReport,getNode,getNodes,getNodeIds,getVisitData,getCurrentVisitNode,setCurrentVisitNode,register,register,replaceNode,setReport,getDate,isValidate,isTransitive,getOptions,getSettings,getEventManager,getEngine,blacklist,isBlacklisted,mediate,setCurrentResolvedModuleRevision,getCurrentResolvedModuleRevision"
IvyPattern,src\java\org\apache\ivy\core\settings\IvyPattern.java,org.apache.ivy.core.settings,"getPattern,setPattern"
MDResolvedResource,src\java\org\apache\ivy\plugins\resolver\util\MDResolvedResource.java,org.apache.ivy.plugins.resolver.util,"MDResolvedResource,getResolvedModuleRevision"
ResolvedResource,src\java\org\apache\ivy\plugins\resolver\util\ResolvedResource.java,org.apache.ivy.plugins.resolver.util,"ResolvedResource,getRevision,getResource,toString,getLastModified"
BasicResolver,src\java\org\apache\ivy\plugins\resolver\BasicResolver.java,org.apache.ivy.plugins.resolver,"BasicResolver,getWorkspaceName,setWorkspaceName,isEnvDependent,setEnvDependent,getDependency,shouldReturnResolvedModule,checkForcedResolvedModuleRevision,cacheModuleDescriptor,checkNotConvertedExclusionRule,resolveAndCheckPublicationDate,checkModuleDescriptorRevision,getAndCheckIsDynamic,checkRevision,resolveAndCheckRevision,getRevision,parse,getRMDParser,getDefaultRMDParser,checkDescriptorConsistency,clearIvyAttempts,logIvyAttempt,logArtifactAttempt,logAttempt,reportFailure,reportFailure,acceptLatest,download,clearArtifactAttempts,download,getResource,exists,locate,getPublicationDate,toString,listTokenValues,listOrganisations,listModules,listRevisions,findNames,findFirstArtifactRef,getAndCheck,check,getArtifactRef,findArtifactRef,get,isCheckconsistency,setCheckconsistency,setForce,isForce,isAllownomd,setAllownomd,setDescriptor,getChecksumAlgorithms,setChecksums"
ConfigurationResolveReport,src\java\org\apache\ivy\core\report\ConfigurationResolveReport.java,org.apache.ivy.core.report,"ConfigurationResolveReport,checkIfChanged,hasChanged,getModuleRevisionIds,addDependency,updateDependency,addDependency,getConfiguration,getDate,getModuleDescriptor,getUnresolvedDependencies,getDependencies,getEvictedNodes,getEvictedMrids,getDownloadedNodes,getSearchedNodes,getDownloadReports,getDependency,getModuleIds,getNodes,getResolveEngine,getArtifactsNumber,getAllArtifactsReports,getArtifactsReports,getDownloadedArtifactsReports,getFailedArtifactsReports,hasError,getNodesNumber,filterOutMergedArtifacts"
ResolvedModuleRevision,src\java\org\apache\ivy\core\resolve\ResolvedModuleRevision.java,org.apache.ivy.core.resolve,"ResolvedModuleRevision,ResolvedModuleRevision,getId,getPublicationDate,getDescriptor,getResolver,getArtifactResolver,getReport,isForce,equals,hashCode,toString"
UnmodifiableExtendableItem,src\java\org\apache\ivy\util\extendable\UnmodifiableExtendableItem.java,org.apache.ivy.util.extendable,"UnmodifiableExtendableItem,getAttribute,getExtraAttribute,setExtraAttribute,setStandardAttribute,getAttributes,getExtraAttributes,getQualifiedExtraAttributes"
ExactOrRegexpPatternMatcher,src\java\org\apache\ivy\plugins\matcher\ExactOrRegexpPatternMatcher.java,org.apache.ivy.plugins.matcher,"ExactOrRegexpPatternMatcher,newMatcher"
AbstractPatternMatcher,src\java\org\apache\ivy\plugins\matcher\AbstractPatternMatcher.java,org.apache.ivy.plugins.matcher,"AbstractPatternMatcher,getMatcher,getName,newMatcher,toString"
ExactPatternMatcher,src\java\org\apache\ivy\plugins\matcher\ExactPatternMatcher.java,org.apache.ivy.plugins.matcher,"ExactPatternMatcher,newMatcher"
RegexpPatternMatcher,src\java\org\apache\ivy\plugins\matcher\RegexpPatternMatcher.java,org.apache.ivy.plugins.matcher,"RegexpPatternMatcher,newMatcher"
EndRetrieveEvent,src\java\org\apache\ivy\core\event\retrieve\EndRetrieveEvent.java,org.apache.ivy.core.event.retrieve,"EndRetrieveEvent,getDuration,getNbCopied,getNbUpToDate,getTotalCopiedSize"
RetrieveOptions,src\java\org\apache\ivy\core\retrieve\RetrieveOptions.java,org.apache.ivy.core.retrieve,"getArtifactFilter,setArtifactFilter,getConfs,setConfs,getDestIvyPattern,setDestIvyPattern,isMakeSymlinks,setMakeSymlinks,isSync,setSync,isUseOrigin,setUseOrigin,getResolveId,setResolveId"
RetrieveEvent,src\java\org\apache\ivy\core\event\retrieve\RetrieveEvent.java,org.apache.ivy.core.event.retrieve,"RetrieveEvent,getModuleRevisionId,getOptions"
ExactVersionMatcher,src\java\org\apache\ivy\plugins\version\ExactVersionMatcher.java,org.apache.ivy.plugins.version,"ExactVersionMatcher,isDynamic,accept"
ArtifactOrigin,src\java\org\apache\ivy\core\cache\ArtifactOrigin.java,org.apache.ivy.core.cache,"unkwnown,isUnknown,isUnknown,ArtifactOrigin,isLocal,getLocation,getArtifact,toString,equals,hashCode"
DownloadReport,src\java\org\apache\ivy\core\report\DownloadReport.java,org.apache.ivy.core.report,"addArtifactReport,getArtifactsReports,getArtifactsReports,getArtifactReport"
DownloadOptions,src\java\org\apache\ivy\core\resolve\DownloadOptions.java,org.apache.ivy.core.resolve,DownloadOptions
ModuleEntry,src\java\org\apache\ivy\core\search\ModuleEntry.java,org.apache.ivy.core.search,"ModuleEntry,getOrganisation,getResolver,getModule,getOrganisationEntry,toString"
RevisionEntry,src\java\org\apache\ivy\core\search\RevisionEntry.java,org.apache.ivy.core.search,"RevisionEntry,getModuleEntry,getRevision,getModule,getOrganisation,getOrganisationEntry,getResolver,toString"
Namespace,src\java\org\apache\ivy\plugins\namespace\Namespace.java,org.apache.ivy.plugins.namespace,"addRule,getName,setName,getFromSystemTransformer,getToSystemTransformer,isChainrules,setChainrules"
URLResolver,src\java\org\apache\ivy\plugins\resolver\URLResolver.java,org.apache.ivy.plugins.resolver,"URLResolver,getTypeName"
URLRepository,src\java\org\apache\ivy\plugins\repository\url\URLRepository.java,org.apache.ivy.plugins.repository.url,"getResource,get,put,list"
RepositoryResolver,src\java\org\apache\ivy\plugins\resolver\RepositoryResolver.java,org.apache.ivy.plugins.resolver,"RepositoryResolver,getRepository,setRepository,setName,findResourceUsingPattern,findDynamicResourceUsingPattern,getResource,listResources,get,publish,getDestination,put,putChecksum,download,findTokenValues,listTokenValues,exist,getTypeName,dumpSettings,setSettings,isAlwaysCheckExactRevision,setAlwaysCheckExactRevision"
ArtifactRevisionId,src\java\org\apache\ivy\core\module\id\ArtifactRevisionId.java,org.apache.ivy.core.module.id,"newInstance,newInstance,ArtifactRevisionId,ArtifactRevisionId,equals,hashCode,toString,getArtifactId,getModuleRevisionId,getName,getType,getExt,getRevision"
AbstractArtifact,src\java\org\apache\ivy\core\module\descriptor\AbstractArtifact.java,org.apache.ivy.core.module.descriptor,"AbstractArtifact,equals,hashCode,toString,getAttribute,getAttributes,getExtraAttribute,getExtraAttributes,getQualifiedExtraAttributes"
LogOptions,src\java\org\apache\ivy\core\LogOptions.java,org.apache.ivy.core,"LogOptions,LogOptions,getLog,setLog"
DefaultModuleDescriptor,src\java\org\apache\ivy\core\module\descriptor\DefaultModuleDescriptor.java,org.apache.ivy.core.module.descriptor,"newDefaultInstance,newCallerInstance,newCallerInstance,newDefaultInstance,newBasicInstance,transformInstance,DefaultModuleDescriptor,DefaultModuleDescriptor,DefaultModuleDescriptor,getMetadataArtifact,setModuleArtifact,isDefault,setPublicationDate,getPublicationDate,setResolvedPublicationDate,getResolvedPublicationDate,getRevision,setModuleRevisionId,setResolvedModuleRevisionId,setStatus,addDependency,addConfiguration,addArtifact,getModuleRevisionId,getResolvedModuleRevisionId,getStatus,getConfigurations,getConfigurationsNames,getPublicConfigurationsNames,getConfiguration,getArtifacts,getArtifactsIncludingExtending,getAllArtifacts,getDependencies,dependsOn,toIvyFile,toString,setDefault,addConflictManager,getConflictManager,addDependencyDescriptorMediator,mediate,getAllDependencyDescriptorMediators,addLicense,getLicenses,getHomePage,setHomePage,getDescription,setDescription,getLastModified,setLastModified,getNamespace,isNamespaceUseful,setNamespace,check,checkConf,setMappingOverride,isMappingOverride,getAttribute,getAttributes,getExtraAttribute,getExtraAttributes,getQualifiedExtraAttributes,getParser,getResource,addExcludeRule,canExclude,doesExclude,getAllExcludeRules,getExcludeRules,containsAny,getExtraAttributesNamespaces,addExtraAttributeNamespace,addExtraInfo,getExtraInfo"
ModuleId,src\java\org\apache\ivy\core\module\id\ModuleId.java,org.apache.ivy.core.module.id,"newInstance,intern,ModuleId,getName,getOrganisation,equals,hashCode,toString,compareTo,encodeToString,getAttributes,decode,parse"
DownloadStatus,src\java\org\apache\ivy\core\report\DownloadStatus.java,org.apache.ivy.core.report,"DownloadStatus,fromString,toString"
MetadataArtifactDownloadReport,src\java\org\apache\ivy\core\report\MetadataArtifactDownloadReport.java,org.apache.ivy.core.report,"MetadataArtifactDownloadReport,isSearched,setSearched,getOriginalLocalFile,setOriginalLocalFile"
ModuleDescriptorParserRegistry,src\java\org\apache\ivy\plugins\parser\ModuleDescriptorParserRegistry.java,org.apache.ivy.plugins.parser,"getInstance,ModuleDescriptorParserRegistry,addParser,getParsers,getParser,parseDescriptor,accept,toIvyFile"
XmlModuleDescriptorWriter,src\java\org\apache\ivy\plugins\parser\xml\XmlModuleDescriptorWriter.java,org.apache.ivy.plugins.parser.xml,"XmlModuleDescriptorWriter,write,write,printDependencies,printAllMediators,printAllExcludes,printDependencyExcludeRules,printDependencyIncludeRules,printDependencyArtefacts,printExtraAttributes,printExtraAttributes,printPublications,printConfigurations,printInfoTag,requireInnerInfoElement,getConfs"
FileRepository,src\java\org\apache\ivy\plugins\repository\file\FileRepository.java,org.apache.ivy.plugins.repository.file,"FileRepository,FileRepository,getResource,get,put,move,delete,copy,getProgressListener,list,getFile,isLocal,setLocal,getBaseDir,setBaseDir"
FileResource,src\java\org\apache\ivy\plugins\repository\file\FileResource.java,org.apache.ivy.plugins.repository.file,"FileResource,getName,clone,getLastModified,getContentLength,exists,toString,getFile,getRepository,isLocal,openStream"
URLResource,src\java\org\apache\ivy\plugins\repository\url\URLResource.java,org.apache.ivy.plugins.repository.url,"URLResource,getName,clone,getLastModified,init,getContentLength,exists,getURL,toString,isLocal,openStream"
Checks,src\java\org\apache\ivy\util\Checks.java,org.apache.ivy.util,"Checks,checkNotNull,checkAbsolute,checkAbsolute"
ChecksumHelper,src\java\org\apache\ivy\util\ChecksumHelper.java,org.apache.ivy.util,"check,computeAsString,compute,isKnownAlgorithm,getMessageDigest,byteArrayToHexString,ChecksumHelper"
HostUtil,src\java\org\apache\ivy\util\HostUtil.java,org.apache.ivy.util,"HostUtil,getLocalHostName"
AbstractResolver,src\java\org\apache\ivy\plugins\resolver\AbstractResolver.java,org.apache.ivy.plugins.resolver,"getSettings,setSettings,getName,setName,hidePassword,doValidate,isValidate,setValidate,checkInterrupted,reportFailure,reportFailure,listTokenValues,listTokenValues,listOrganisations,listModules,listRevisions,toString,dumpSettings,getTypeName,download,exists,locate,getLatestStrategy,initLatestStrategyFromSettings,setLatestStrategy,setLatest,getLatest,getNamespace,initNamespaceFromSettings,setNamespace,toSystem,fromSystem,toSystem,toSystem,toSystem,toSystem,fromSystem,toSystem,getSystemNode,findModuleInCache,findModuleInCache,setChangingMatcher,getChangingMatcherName,setChangingPattern,getChangingPattern,setCheckmodified,getRepositoryCacheManager,initRepositoryCacheManagerFromSettings,setRepositoryCacheManager,setCache,setEventManager,getEventManager,validate,getCacheOptions,getCacheDownloadOptions,getDownloadOptions,abortPublishTransaction,commitPublishTransaction,beginPublishTransaction,getDownloadListener,isAfter,checkLatest,saveModuleRevisionIfNeeded,describe"
StatusManager,src\java\org\apache\ivy\core\module\status\StatusManager.java,org.apache.ivy.core.module.status,"newDefaultInstance,getCurrent,StatusManager,StatusManager,addStatus,setDefaultStatus,getStatuses,computeMaps,isStatus,getPriority,isIntegration,getDeliveryStatusListString,getDefaultStatus"
XmlModuleUpdaterTest,test\java\org\apache\ivy\plugins\parser\xml\XmlModuleUpdaterTest.java,org.apache.ivy.plugins.parser.xml,"testUpdate,testUpdateWithComments,testVariableReplacement,testUpdateWithImportedMappingOverride,testUpdateWithExcludeConfigurations1,testUpdateWithExcludeConfigurations2,testUpdateWithExcludeConfigurations3,testUpdateWithExcludeConfigurations4,testUpdateWithExcludeConfigurations5,getUpdateOptions,getUpdateOptions"
Ivy,src\java\org\apache\ivy\Ivy.java,org.apache.ivy,"getIvyVersion,getIvyDate,getIvyHomeURL,newInstance,newInstance,Ivy,bind,execute,pushContext,popContext,configure,configure,configureDefault,configureDefault14,check,resolve,resolve,resolve,resolve,resolve,install,retrieve,deliver,deliver,deliver,publish,sortNodes,sortModuleDescriptors,findModule,listModuleEntries,listModules,listModules,listModules,listOrganisationEntries,listOrganisations,listRevisionEntries,listRevisions,listTokenValues,interrupt,interrupt,isInterrupted,checkInterrupted,getWorkingRevision,getResolutionCacheManager,assertBound,postConfigure,getVariable,substitute,setVariable,getSettings,getEventManager,getCheckEngine,setCheckEngine,getDeliverEngine,setDeliverEngine,getInstallEngine,setInstallEngine,getPublishEngine,setPublishEngine,getResolveEngine,setResolveEngine,getRetrieveEngine,setRetrieveEngine,getSearchEngine,setSearchEngine,getSortEngine,setSortEngine,getRepositoryEngine,setRepositoryEngine,setEventManager,setSettings,getLoggerEngine"
Configuration,src\java\org\apache\ivy\core\module\descriptor\Configuration.java,org.apache.ivy.core.module.descriptor,"findConfigurationExtending,Configuration,Configuration,getDeprecated,getDescription,getExtends,getName,getVisibility,isTransitive,toString,equals,hashCode,replaceWildcards,addOther"
BasicResource,src\java\org\apache\ivy\plugins\repository\BasicResource.java,org.apache.ivy.plugins.repository,"BasicResource,clone,exists,getContentLength,getLastModified,getName,isLocal,openStream,toString"
UpdateOptions,src\java\org\apache\ivy\plugins\parser\xml\UpdateOptions.java,org.apache.ivy.plugins.parser.xml,"getSettings,setSettings,getNamespace,setNamespace,getResolvedRevisions,setResolvedRevisions,getStatus,setStatus,getRevision,setRevision,getPubdate,setPubdate,isReplaceInclude,setReplaceInclude,getConfsToExclude,setConfsToExclude,isUpdateBranch,setUpdateBranch,getBranch,setBranch,isGenerateRevConstraint,setGenerateRevConstraint"
XmlModuleDescriptorParser,src\java\org\apache\ivy\plugins\parser\xml\XmlModuleDescriptorParser.java,org.apache.ivy.plugins.parser.xml,"getInstance,XmlModuleDescriptorParser,parseDescriptor,parseDescriptor,newParser,accept,toIvyFile,toString"
XmlModuleDescriptorUpdater,src\java\org\apache\ivy\plugins\parser\xml\XmlModuleDescriptorUpdater.java,org.apache.ivy.plugins.parser.xml,"XmlModuleDescriptorUpdater,update,update,update,update,copyHeader"
PrepareDownloadEvent,src\java\org\apache\ivy\core\event\download\PrepareDownloadEvent.java,org.apache.ivy.core.event.download,"PrepareDownloadEvent,getArtifacts"
IvyEvent,src\java\org\apache\ivy\core\event\IvyEvent.java,org.apache.ivy.core.event,"IvyEvent,addAttribute,addMDAttributes,addMridAttributes,addModuleIdAttributes,addConfsAttribute,addAttributes,getSource,getName,getAttributes,toString,equals,hashCode"
PackagerResolverTest,test\java\org\apache\ivy\plugins\resolver\PackagerResolverTest.java,org.apache.ivy.plugins.resolver,"setUp,tearDown,cleanupTempDirs,testFile"
